AARVI,AARVI ENCON LIMITED,133,0.16,,,AARVI,AARVI ENCON LIMITED,133,0.16
AAVAS,AAVAS FINANCIERS LIMITED,260953,4614.52,,,AAVAS,AAVAS FINANCIERS LIMITED,260953,4614.52
ABAN,ABAN OFFSHORE LTD.,750,0.58,,,ABAN,ABAN OFFSHORE LTD.,750,0.58
ABB,ABB INDIA LIMITED,510399,28870.24,,,ABB,ABB INDIA LIMITED,510399,28870.24
ABBOTINDIA,ABBOTT INDIA LIMITED,14709,4528.04,,,ABBOTINDIA,ABBOTT INDIA LIMITED,14709,4528.04
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,2976707,7646.45,,,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,2976707,7646.45
ABCOTS,A B COTSPIN INDIA LIMITED,5794,24.63,,,ABCOTS,A B COTSPIN INDIA LIMITED,5794,24.63
ABDL,ALLIED BLEND N DISTILS L,877256,4639.05,,,ABDL,ALLIED BLEND N DISTILS L,877256,4639.05
ABFRL,ADITYA BIRLA FASHION & RT,32202446,39913.10,,,ABFRL,ADITYA BIRLA FASHION & RT,32202446,39913.10
ABGSEC,BIRLASLAMC - ABGSEC,261,0.29,,,ABGSEC,BIRLASLAMC - ABGSEC,261,0.29
ABINFRA,A B INFRABUILD LIMITED,2200,0.44,,,ABINFRA,A B INFRABUILD LIMITED,2200,0.44
ABLBL,ADITYA BIRLA LIFES BRAN L,7582376,11316.42,,,ABLBL,ADITYA BIRLA LIFES BRAN L,7582376,11316.42
ABREL,ADITYA BIRLA REAL EST LTD,320423,6586.63,,,ABREL,ADITYA BIRLA REAL EST LTD,320423,6586.63
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,458827,3773.06,,,ABSLAMC,ADIT BIRL SUN LIF AMC LTD,458827,3773.06
ABSLBANETF,BIRLASLAMC - ABSLBANETF,9729,5.54,,,ABSLBANETF,BIRLASLAMC - ABSLBANETF,9729,5.54
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,11,0.11,,,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,11,0.11
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,165612,126.29,,,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,165612,126.29
ABSLPSE,BIRLASLAMC-ABSLPSE,189630,19.33,,,ABSLPSE,BIRLASLAMC-ABSLPSE,189630,19.33
ACC,ACC LIMITED,798186,15383.85,,,ACC,ACC LIMITED,798186,15383.85
ACCELYA,ACCELYA SOLN INDIA LTD,310556,4520.26,,,ACCELYA,ACCELYA SOLN INDIA LTD,310556,4520.26
ACE,ACTION CONST EQUIP LTD,725520,8564.01,,,ACE,ACTION CONST EQUIP LTD,725520,8564.01
ACI,ARCHEAN CHEMICAL IND LTD,297888,1960.05,,,ACI,ARCHEAN CHEMICAL IND LTD,297888,1960.05
ACL,ANDHRA CEMENTS LIMITED,62,0.04,,,ACL,ANDHRA CEMENTS LIMITED,62,0.04
ACLGATI,ALLCARGO GATI LIMITED,1046600,783.96,,,ACLGATI,ALLCARGO GATI LIMITED,1046600,783.96
ACMESOLAR,ACME SOLAR HOLDINGS LTD,2573679,7470.80,,,ACMESOLAR,ACME SOLAR HOLDINGS LTD,2573679,7470.80
ACUTAAS,ACUTAAS CHEMICALS LIMITED,333215,4952.60,,,ACUTAAS,ACUTAAS CHEMICALS LIMITED,333215,4952.60
ADANIENSOL,ADANI ENERGY SOLUTION LTD,1239553,10947.80,,,ADANIENSOL,ADANI ENERGY SOLUTION LTD,1239553,10947.80
ADANIENT,ADANI ENTERPRISES LIMITED,1176259,30289.79,,,ADANIENT,ADANI ENTERPRISES LIMITED,1176259,30289.79
ADANIGREEN,ADANI GREEN ENERGY LTD,2327271,24920.81,,,ADANIGREEN,ADANI GREEN ENERGY LTD,2327271,24920.81
ADANIPORTS,ADANI PORT & SEZ LTD,1959010,27477.31,,,ADANIPORTS,ADANI PORT & SEZ LTD,1959010,27477.31
ADANIPOWER,ADANI POWER LTD,31422361,48056.44,,,ADANIPOWER,ADANI POWER LTD,31422361,48056.44
ADFFOODS,ADF FOODS LIMITED,781397,2013.48,,,ADFFOODS,ADF FOODS LIMITED,781397,2013.48
ADOR,ADOR WELDING LTD,55183,629.63,,,ADOR,ADOR WELDING LTD,55183,629.63
ADSL,ALLIED DIGITAL SERV. LTD,369629,722.36,,,ADSL,ALLIED DIGITAL SERV. LTD,369629,722.36
ADVANCE,ADVANCE AGROLIFE LIMITED,52691,70.21,,,ADVANCE,ADVANCE AGROLIFE LIMITED,52691,70.21
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,32179,20.62,,,ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,32179,20.62
ADVENZYMES,ADVANCED ENZYME TECH LTD,728088,2541.99,,,ADVENZYMES,ADVANCED ENZYME TECH LTD,728088,2541.99
AEGISLOG,AEGIS LOGISTICS LIMITED,980721,7878.81,,,AEGISLOG,AEGIS LOGISTICS LIMITED,980721,7878.81
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,329647,893.11,,,AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,329647,893.11
AEROENTER,AEROFLEX ENTERPRISES LTD,914149,922.35,,,AEROENTER,AEROFLEX ENTERPRISES LTD,914149,922.35
AEROFLEX,AEROFLEX INDUSTRIES LTD,2459517,4710.99,,,AEROFLEX,AEROFLEX INDUSTRIES LTD,2459517,4710.99
AETHER,AETHER INDUSTRIES LIMITED,445811,3424.89,,,AETHER,AETHER INDUSTRIES LIMITED,445811,3424.89
AFCONS,AFCONS INFRASTRUCTURE LTD,1366996,6178.79,,,AFCONS,AFCONS INFRASTRUCTURE LTD,1366996,6178.79
AFFLE,AFFLE 3I LIMITED,248883,4756.63,,,AFFLE,AFFLE 3I LIMITED,248883,4756.63
AFFORDABLE,AFFORD ROBO & AUTO LTD,10657,29.63,,,AFFORDABLE,AFFORD ROBO & AUTO LTD,10657,29.63
AFIL,AKME FINTRADE (INDIA) LTD,12484633,966.86,,,AFIL,AKME FINTRADE (INDIA) LTD,12484633,966.86
AFSL,ABANS FINANCIAL SRVCS LTD,29364,70.70,,,AFSL,ABANS FINANCIAL SRVCS LTD,29364,70.70
AGARIND,AGARWAL INDS CORP LTD.,47832,473.41,,,AGARIND,AGARWAL INDS CORP LTD.,47832,473.41
AGARWALEYE,DR AGARWALS HEALTH CARE L,123183,602.68,,,AGARWALEYE,DR AGARWALS HEALTH CARE L,123183,602.68
AGI,AGI GREENPAC LIMITED,508753,4420.37,,,AGI,AGI GREENPAC LIMITED,508753,4420.37
AGIIL,AGI INFRA LIMITED,2019543,4233.49,,,AGIIL,AGI INFRA LIMITED,2019543,4233.49
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82,,,AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,797,0.58,,,AGSTRA,AGS TRANSACT TECH LTD,797,0.58
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37,,,AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1201,1.84,,,AHLEAST,ASIAN HOTELS (EAST) LTD,1201,1.84
AHLUCONT,AHLUWALIA CONT IND LTD,287996,2901.04,,,AHLUCONT,AHLUWALIA CONT IND LTD,287996,2901.04
AIAENG,AIA ENGINEERING LIMITED,79692,2677.21,,,AIAENG,AIA ENGINEERING LIMITED,79692,2677.21
AIIL,AUTHUM INVEST & INFRA LTD,88623,2571.00,,,AIIL,AUTHUM INVEST & INFRA LTD,88623,2571.00
AIRAN,AIRAN LIMITED,77734,22.01,,,AIRAN,AIRAN LIMITED,77734,22.01
AJANTPHARM,AJANTA PHARMA LIMITED,67418,1812.21,,,AJANTPHARM,AJANTA PHARMA LIMITED,67418,1812.21
AJAXENGG,AJAX ENGINEERING LIMITED,149607,984.21,,,AJAXENGG,AJAX ENGINEERING LIMITED,149607,984.21
AJMERA,AJMERA REALTY & INF I LTD,175655,1700.06,,,AJMERA,AJMERA REALTY & INF I LTD,175655,1700.06
AJOONI,AJOONI BIOTECH LIMITED,7000,0.40,,,AJOONI,AJOONI BIOTECH LIMITED,7000,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77,,,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1000,0.07,,,AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1000,0.07
AKUMS,AKUMS DRUGS AND PHARMA L,403514,2085.32,,,AKUMS,AKUMS DRUGS AND PHARMA L,403514,2085.32
AKZOINDIA,AKZO NOBEL INDIA LIMITED,28423,1001.80,,,AKZOINDIA,AKZO NOBEL INDIA LIMITED,28423,1001.80
ALANKIT,ALANKIT LIMITED,227911,32.71,,,ALANKIT,ALANKIT LIMITED,227911,32.71
ALBERTDAVD,ALBERT DAVID LIMITED,3850,31.72,,,ALBERTDAVD,ALBERT DAVID LIMITED,3850,31.72
ALEMBICLTD,ALEMBIC LIMITED,2288328,2667.44,,,ALEMBICLTD,ALEMBIC LIMITED,2288328,2667.44
ALICON,ALICON CASTALLOY LIMITED,14092,144.49,,,ALICON,ALICON CASTALLOY LIMITED,14092,144.49
ALIVUS,ALIVUS LIFE SCIENCES LTD,216942,2229.83,,,ALIVUS,ALIVUS LIFE SCIENCES LTD,216942,2229.83
ALKALI,ALKALI METALS LTD,880,0.84,,,ALKALI,ALKALI METALS LTD,880,0.84
ALKEM,ALKEM LABORATORIES LTD.,18285,1004.91,,,ALKEM,ALKEM LABORATORIES LTD.,18285,1004.91
ALKYLAMINE,ALKYL AMINES CHEM. LTD,171128,3531.65,,,ALKYLAMINE,ALKYL AMINES CHEM. LTD,171128,3531.65
ALLCARGO,ALLCARGO LOGISTICS LTD,12415516,4655.75,,,ALLCARGO,ALLCARGO LOGISTICS LTD,12415516,4655.75
ALLDIGI,ALLDIGI TECH LIMITED,31393,241.57,,,ALLDIGI,ALLDIGI TECH LIMITED,31393,241.57
ALLTIME,ALL TIME PLASTICS LIMITED,146190,426.86,,,ALLTIME,ALL TIME PLASTICS LIMITED,146190,426.86
ALMONDZ,ALMONDZ GLOBAL SEC LTD,14027,2.98,,,ALMONDZ,ALMONDZ GLOBAL SEC LTD,14027,2.98
ALOKINDS,ALOK INDUSTRIES LIMITED,15018251,2923.99,,,ALOKINDS,ALOK INDUSTRIES LIMITED,15018251,2923.99
ALPA,ALPA LABORATORIES LTD,2698,2.97,,,ALPA,ALPA LABORATORIES LTD,2698,2.97
ALPHA,KOTAKMAMC - KOTAKALPHA,4270029,2113.02,,,ALPHA,KOTAKMAMC - KOTAKALPHA,4270029,2113.02
ALPHAETF,MIRAEAMC - ALPHAETF,1740394,441.08,,,ALPHAETF,MIRAEAMC - ALPHAETF,1740394,441.08
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14674,38.99,,,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14674,38.99
ALPL30IETF,ICICIPRAMC - ICICIALPLV,850177,241.77,,,ALPL30IETF,ICICIPRAMC - ICICIALPLV,850177,241.77
AMANTA,AMANTA HEALTHCARE LIMITED,16643,21.02,,,AMANTA,AMANTA HEALTHCARE LIMITED,16643,21.02
AMBER,AMBER ENTERPRISES (I) LTD,200119,15924.64,,,AMBER,AMBER ENTERPRISES (I) LTD,200119,15924.64
AMBIKCO,AMBIKA COTTON MILL LTD.,15113,226.60,,,AMBIKCO,AMBIKA COTTON MILL LTD.,15113,226.60
AMBUJACEM,AMBUJA CEMENTS LTD,2586292,15024.68,,,AMBUJACEM,AMBUJA CEMENTS LTD,2586292,15024.68
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12,,,AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2258,6.73,,,AMNPLST,AMINES & PLASTICIZERS LTD,2258,6.73
AMRUTANJAN,AMRUTAJAN HEALTH LTD,43075,323.65,,,AMRUTANJAN,AMRUTAJAN HEALTH LTD,43075,323.65
ANANDRATHI,ANAND RATHI WEALTH LTD,126925,3707.72,,,ANANDRATHI,ANAND RATHI WEALTH LTD,126958,3708.74
ANANTRAJ,ANANT RAJ LIMITED,10280340,67463.78,,,ANANTRAJ,ANANT RAJ LIMITED,10280340,67463.78
ANDHRAPAP,ANDHRA PAPER LIMITED,600890,503.73,,,ANDHRAPAP,ANDHRA PAPER LIMITED,600890,503.73
ANDHRSUGAR,ANDHRA SUGARS LTD,485387,510.12,,,ANDHRSUGAR,ANDHRA SUGARS LTD,485387,510.12
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04,,,ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,794443,21627.79,,,ANGELONE,ANGEL ONE LIMITED,794443,21627.79
ANMOL,ANMOL INDIA LIMITED,22874,3.63,,,ANMOL,ANMOL INDIA LIMITED,22874,3.63
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121734,775.66,,,ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121734,775.66
ANTHEM,ANTHEM BIOSCIENCES LTD,317480,2437.15,,,ANTHEM,ANTHEM BIOSCIENCES LTD,317480,2437.15
ANUHPHR,ANUH PHARMA LIMITED,25044,24.08,,,ANUHPHR,ANUH PHARMA LIMITED,25044,24.08
ANUP,THE ANUP ENGINEERING LTD,84091,2185.54,,,ANUP,THE ANUP ENGINEERING LTD,84091,2185.54
ANURAS,ANUPAM RASAYAN INDIA LTD,4223610,41808.39,,,ANURAS,ANUPAM RASAYAN INDIA LTD,4223610,41808.39
AONEGOLD,AONEAMC - AONEGOLD,284899,33.36,,,AONEGOLD,AONEAMC - AONEGOLD,284899,33.36
AONELIQUID,AONEAMC - AONELIQUID,9,0.09,,,AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,49161,5.07,,,AONENIFTY,AONEAMC - AONENIFTY,49161,5.07
AONETOTAL,AONEAMC - AONETOTAL,72998,8.55,,,AONETOTAL,AONEAMC - AONETOTAL,72998,8.55
APARINDS,APAR INDUSTRIES LTD.,93666,7908.33,,,APARINDS,APAR INDUSTRIES LTD.,93666,7908.33
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29675,123.69,,,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29675,123.69
APEX,APEX FROZEN FOODS LIMITED,188073,458.89,,,APEX,APEX FROZEN FOODS LIMITED,188073,458.89
APLAPOLLO,APL APOLLO TUBES LTD,283915,4962.33,,,APLAPOLLO,APL APOLLO TUBES LTD,283915,4962.33
APLLTD,ALEMBIC PHARMA LTD,242142,2440.99,,,APLLTD,ALEMBIC PHARMA LTD,242142,2440.99
APOLLO,APOLLO MICRO SYSTEMS LTD,3190493,8253.35,,,APOLLO,APOLLO MICRO SYSTEMS LTD,3190493,8253.35
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,86908,6680.77,,,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,86908,6680.77
APOLLOPIPE,APOLLO PIPES LIMITED,560543,2170.03,,,APOLLOPIPE,APOLLO PIPES LIMITED,560543,2170.03
APOLLOTYRE,APOLLO TYRES LTD,700118,3493.83,,,APOLLOTYRE,APOLLO TYRES LTD,700118,3493.83
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47,,,APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,186906,237.26,,,APTECHT,APTECH LIMITED,186906,237.26
APTUS,APTUS VALUE HSG FIN I LTD,2582864,8258.51,,,APTUS,APTUS VALUE HSG FIN I LTD,2582864,8258.51
ARCHIDPLY,ARCHIDPLY IND. LTD,1200,1.23,,,ARCHIDPLY,ARCHIDPLY IND. LTD,1200,1.23
ARE&M,AMARA RAJA ENERGY MOB LTD,1479240,15735.93,,,ARE&M,AMARA RAJA ENERGY MOB LTD,1479240,15735.93
ARIES,ARIES AGRO LTD.,105271,416.44,,,ARIES,ARIES AGRO LTD.,105271,416.44
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,691416,741.49,,,ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,691416,741.49
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,172927,733.56,,,ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,172927,733.56
ARISINFRA,ARISINFRA SOLUTIONS LTD,643225,1035.50,,,ARISINFRA,ARISINFRA SOLUTIONS LTD,643230,1035.51
ARKADE,ARKADE DEVELOPERS LIMITED,2878704,5161.83,,,ARKADE,ARKADE DEVELOPERS LIMITED,2878704,5161.83
ARMANFIN,ARMAN FIN SERV LTD,84775,1364.19,,,ARMANFIN,ARMAN FIN SERV LTD,84775,1364.19
ARROWGREEN,ARROW GREENTECH LIMITED,15163,95.50,,,ARROWGREEN,ARROW GREENTECH LIMITED,15163,95.50
ARSSBL,ANAND RATHI SH N STK BR L,132579,704.02,,,ARSSBL,ANAND RATHI SH N STK BR L,132579,704.02
ARTEMISMED,ARTEMIS MED SERVICE LTD,191311,490.19,,,ARTEMISMED,ARTEMIS MED SERVICE LTD,191311,490.19
ARVIND,ARVIND LIMITED,1153134,3893.83,,,ARVIND,ARVIND LIMITED,1153134,3893.83
ARVINDFASN,ARVIND FASHIONS LIMITED,481935,2547.95,,,ARVINDFASN,ARVIND FASHIONS LIMITED,481935,2547.95
ARVSMART,ARVIND SMARTSPACES LTD,166203,1102.68,,,ARVSMART,ARVIND SMARTSPACES LTD,166203,1102.68
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,132507,1181.38,,,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,132507,1181.38
ASAHISONG,ASAHI SONGWON COLOR LTD,621,1.82,,,ASAHISONG,ASAHI SONGWON COLOR LTD,621,1.82
ASAL,AUTOMOTIVE STAMPINGS & AS,34809,204.38,,,ASAL,AUTOMOTIVE STAMPINGS & AS,34809,204.38
ASALCBR,ASSO ALCOHOLS & BREW LTD,124333,1305.40,,,ASALCBR,ASSO ALCOHOLS & BREW LTD,124333,1305.40
ASHAPURMIN,ASHAPURA MINECHEM LTD,1582017,7805.54,,,ASHAPURMIN,ASHAPURA MINECHEM LTD,1582017,7805.54
ASHIANA,ASHIANA HOUSING LTD,74623,237.05,,,ASHIANA,ASHIANA HOUSING LTD,74623,237.05
ASHIMASYN,ASHIMA LTD,8000,1.75,,,ASHIMASYN,ASHIMA LTD,8000,1.75
ASHOKA,ASHOKA BUILDCON LTD,4396777,9316.13,,,ASHOKA,ASHOKA BUILDCON LTD,4396777,9316.13
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07,,,ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,8152839,11086.98,,,ASHOKLEY,ASHOK LEYLAND LTD,8152839,11086.98
ASIANENE,ASIAN ENERGY SERVICES LTD,570248,1964.64,,,ASIANENE,ASIAN ENERGY SERVICES LTD,570248,1964.64
ASIANPAINT,ASIAN PAINTS LIMITED,632862,15908.00,,,ASIANPAINT,ASIAN PAINTS LIMITED,632862,15908.00
ASIANTILES,ASIAN GRANITO IND. LTD.,286452,176.29,,,ASIANTILES,ASIAN GRANITO IND. LTD.,286452,176.29
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,436885,2202.45,,,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,436885,2202.45
ASMS,BARTRONICS INDIA LIMITED,33665,5.26,,,ASMS,BARTRONICS INDIA LIMITED,33665,5.26
ASPINWALL,ASPINWALL & CO LTD,200,0.56,,,ASPINWALL,ASPINWALL & CO LTD,200,0.56
ASTEC,ASTEC LIFESCIENCES LTD,360876,3508.08,,,ASTEC,ASTEC LIFESCIENCES LTD,360876,3508.08
ASTERDM,ASTER DM HEALTHCARE LTD.,401673,2562.57,,,ASTERDM,ASTER DM HEALTHCARE LTD.,401673,2562.57
ASTRAL,ASTRAL LIMITED,830674,12606.78,,,ASTRAL,ASTRAL LIMITED,830674,12606.78
ASTRAMICRO,ASTRA MICROWAVE LTD,2176930,20129.09,,,ASTRAMICRO,ASTRA MICROWAVE LTD,2176930,20129.09
ASTRAZEN,ASTRAZENECA PHARMA IND LT,26371,2153.54,,,ASTRAZEN,ASTRAZENECA PHARMA IND LT,26371,2153.54
ATALREAL,ATAL REALTECH LIMITED,1603000,351.07,,,ATALREAL,ATAL REALTECH LIMITED,1603000,351.07
ATAM,ATAM VALVES LIMITED,1849,2.04,,,ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1761805,12056.98,,,ATGL,ADANI TOTAL GAS LIMITED,1761805,12056.98
ATHERENERG,ATHER ENERGY LIMITED,766027,4947.90,,,ATHERENERG,ATHER ENERGY LIMITED,766027,4947.90
ATL,ALLCARGO TERMINALS LTD,955586,406.75,,,ATL,ALLCARGO TERMINALS LTD,955586,406.75
ATLANTAELE,ATLANTA ELECTRICALS LTD,3875,39.31,,,ATLANTAELE,ATLANTA ELECTRICALS LTD,3875,39.31
ATUL,ATUL LTD,265277,15577.97,,,ATUL,ATUL LTD,265277,15577.97
ATULAUTO,ATUL AUTO LIMITED,269615,1366.61,,,ATULAUTO,ATUL AUTO LIMITED,269615,1366.61
AUBANK,AU SMALL FINANCE BANK LTD,541716,4051.89,,,AUBANK,AU SMALL FINANCE BANK LTD,541716,4051.89
AURIONPRO,AURIONPRO SOLN LTD,418899,5256.39,,,AURIONPRO,AURIONPRO SOLN LTD,418899,5256.39
AUROPHARMA,AUROBINDO PHARMA LTD,685980,8025.24,,,AUROPHARMA,AUROBINDO PHARMA LTD,685980,8025.24
AURUM,AURUM PROPTECH LIMITED,243048,441.07,,,AURUM,AURUM PROPTECH LIMITED,243048,441.07
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,25438,465.26,,,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,25438,465.26
AUTOBEES,NIPPONAMC - NETFAUTO,367675,1005.20,,,AUTOBEES,NIPPONAMC - NETFAUTO,367675,1005.20
AUTOIETF,ICICIPRAMC - ICICIAUTO,1157675,317.33,,,AUTOIETF,ICICIPRAMC - ICICIAUTO,1157675,317.33
AUTOIND,AUTOLINE INDUSTRIES LTD,66118,52.76,,,AUTOIND,AUTOLINE INDUSTRIES LTD,66118,52.76
AVADHSUGAR,AVADH SUG & ENERGY LTD,234237,1210.37,,,AVADHSUGAR,AVADH SUG & ENERGY LTD,234237,1210.37
AVALON,AVALON TECHNOLOGIES LTD,241329,2481.19,,,AVALON,AVALON TECHNOLOGIES LTD,241329,2481.19
AVANTEL,AVANTEL LIMITED,7057317,12679.06,,,AVANTEL,AVANTEL LIMITED,7057317,12679.06
AVANTIFEED,AVANTI FEEDS LIMITED,1247591,9258.47,,,AVANTIFEED,AVANTI FEEDS LIMITED,1247591,9258.47
AVG,AVG LOGISTICS LIMITED,2084,5.63,,,AVG,AVG LOGISTICS LIMITED,2084,5.63
AVL,ADITYA VISION LIMITED,128383,682.03,,,AVL,ADITYA VISION LIMITED,128383,682.03
AVONMORE,AVONMORE CAP&MGT SERV LTD,13976,2.63,,,AVONMORE,AVONMORE CAP&MGT SERV LTD,13976,2.63
AVROIND,AVRO INDIA LIMITED,1238,1.77,,,AVROIND,AVRO INDIA LIMITED,1238,1.77
AVTNPL,AVT NATURAL PRODUCTS LTD,72691,62.72,,,AVTNPL,AVT NATURAL PRODUCTS LTD,72691,62.72
AWFIS,AWFIS SPACE SOLUTIONS LTD,820319,5025.58,,,AWFIS,AWFIS SPACE SOLUTIONS LTD,820319,5025.58
AWHCL,ANTONY WASTE HDG CELL LTD,257832,1550.80,,,AWHCL,ANTONY WASTE HDG CELL LTD,257832,1550.80
AWL,AWL AGRI BUSINESS LIMITED,3465984,9752.88,,,AWL,AWL AGRI BUSINESS LIMITED,3465984,9752.88
AXISBANK,AXIS BANK LIMITED,1009330,11794.64,,,AXISBANK,AXIS BANK LIMITED,1009330,11794.64
AXISBNKETF,AXISAMC - AXISBNKETF,620,3.68,,,AXISBNKETF,AXISAMC - AXISBNKETF,620,3.68
AXISBPSETF,AXISAMC - AXISBPSETF,1464,0.19,,,AXISBPSETF,AXISAMC - AXISBPSETF,1464,0.19
AXISCADES,AXISCADES TECH LTD,420,7.14,,,AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,13812,17.52,,,AXISCETF,AXISAMC - AXISCETF,13812,17.52
AXISGOLD,AXIS MF - AXIS GOLD ETF,2734880,2734.20,,,AXISGOLD,AXIS MF - AXIS GOLD ETF,2734880,2734.20
AXISHCETF,AXISAMC - AXISHCETF,5884,8.44,,,AXISHCETF,AXISAMC - AXISHCETF,5884,8.44
AXISILVER,AXISAMC - AXISILVER,855882,1399.62,,,AXISILVER,AXISAMC - AXISILVER,855882,1399.62
