sebi_report_as_on_reporting_date_27oct2025,unnamed_1,unnamed_2,unnamed_3
ASIANENE,ASIAN ENERGY SERVICES LTD,579958,1998.64
ASIANPAINT,ASIAN PAINTS LIMITED,609682,15301.27
ASIANTILES,ASIAN GRANITO IND. LTD.,1316060,824.75
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,386892,1972.79
ASMS,BARTRONICS INDIA LIMITED,34163,5.34
ASPINWALL,ASPINWALL & CO LTD,240,0.68
ASTEC,ASTEC LIFESCIENCES LTD,364802,3549.88
ASTERDM,ASTER DM HEALTHCARE LTD.,376084,2377.13
ASTRAL,ASTRAL LIMITED,885215,13390.55
ASTRAMICRO,ASTRA MICROWAVE LTD,2255718,20975.72
ASTRAZEN,ASTRAZENECA PHARMA IND LT,27426,2229.72
ATALREAL,ATAL REALTECH LIMITED,1635493,358.58
ATAM,ATAM VALVES LIMITED,1899,1.86
ATGL,ADANI TOTAL GAS LIMITED,1794995,12288.74
ATHERENERG,ATHER ENERGY LIMITED,769579,4782.82
ATL,ALLCARGO TERMINALS LTD,823380,363.69
ATUL,ATUL LTD,267736,15741.38
ATULAUTO,ATUL AUTO LIMITED,260959,1330.33
AUBANK,AU SMALL FINANCE BANK LTD,580346,4316.25
AURIONPRO,AURIONPRO SOLN LTD,437062,5576.80
AUROPHARMA,AUROBINDO PHARMA LTD,883646,10203.09
AURUM,AURUM PROPTECH LIMITED,256588,468.32
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24568,452.58
AUTOBEES,NIPPONAMC - NETFAUTO,313795,853.36
AUTOIETF,ICICIPRAMC - ICICIAUTO,1206401,329.80
AUTOIND,AUTOLINE INDUSTRIES LTD,66300,53.08
AVADHSUGAR,AVADH SUG & ENERGY LTD,232677,1206.28
AVALON,AVALON TECHNOLOGIES LTD,256454,2630.83
AVANTEL,AVANTEL LIMITED,6955734,12551.55
AVANTIFEED,AVANTI FEEDS LIMITED,1188156,8850.08
AVG,AVG LOGISTICS LIMITED,1886,5.19
AVL,ADITYA VISION LIMITED,143961,762.64
AVONMORE,AVONMORE CAP&MGT SERV LTD,14177,2.67
AVROIND,AVRO INDIA LIMITED,1205,1.73
AVTNPL,AVT NATURAL PRODUCTS LTD,39941,37.64
AWFIS,AWFIS SPACE SOLUTIONS LTD,834250,5116.08
AWHCL,ANTONY WASTE HDG CELL LTD,249710,1512.63
AWL,AWL AGRI BUSINESS LIMITED,3988865,11119.40
AXISBANK,AXIS BANK LIMITED,963499,11162.30
AXISBNKETF,AXISAMC - AXISBNKETF,460,2.70
AXISBPSETF,AXISAMC - AXISBPSETF,1401,0.18
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,13757,17.44
AXISGOLD,AXIS MF - AXIS GOLD ETF,2790791,2793.26
AXISHCETF,AXISAMC - AXISHCETF,5018,7.12
AXISILVER,AXISAMC - AXISILVER,937377,1536.29
AXISNIFTY,AXISAMC - AXISNIFTY,26585,74.48
AXISTECETF,AXISAMC - AXISTECETF,7566,30.85
AXISVALUE,AXISAMC - AXISVALUE,1051,0.30
AXITA,AXITA COTTON LIMITED,52959,6.80
AXSENSEX,AXISAMC - AXSENSEX,1770,1.50
AYMSYNTEX,AYM SYNTEX LIMITED,20213,39.31
AZAD,AZAD ENGINEERING LIMITED,566841,9542.09
BAIDFIN,BAID FINSERV LIMITED,37553,4.64
BAJAJ-AUTO,BAJAJ AUTO LIMITED,357017,31721.88
BAJAJCON,BAJAJ CONSUMER CARE LTD,1959582,4843.66
BAJAJELEC,BAJAJ ELECT.LTD,451246,2678.78
BAJAJFINSV,BAJAJ FINSERV LTD.,590966,11840.81
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,920748,4593.06
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23085444,27608.85
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,22566964,5701.39
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,63669,8280.03
BAJAJINDEF,INDEF MANUFACTURING LTD,9362,35.25
BAJEL,BAJEL PROJECTS LIMITED,198001,407.71
BAJFINANCE,BAJAJ FINANCE LIMITED,2180512,20660.48
BALAJEE,SHREE TIRUPATI BALAJEE L,130061,68.44
BALAJITELE,BALAJI TELEFILMS LIMITED.,86897,107.94
BALAMINES,BALAJI AMINES LIMITED,257029,4248.37
BALAXI,BALAXI PHARMA LTD,86195,52.32
BALKRISIND,BALKRISHNA IND. LTD,176544,4397.85
BALMLAWRIE,BALMER LAWRIE & CO LTD,1780272,4024.37
BALPHARMA,BAL PHARMA LTD.,2501,2.07
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,993500,5153.39
BALUFORGE,BALU FORGE INDUSTRIES LTD,280859,1823.25
BANARISUG,BANNARI AMMAN SUGARS LTD,492,17.87
BANCOINDIA,BANCO PRODUCTS (I) LTD,488436,3624.67
BANDHANBNK,BANDHAN BANK LIMITED,12418312,21669.98
BANKBARODA,BANK OF BARODA,4765037,11754.82
BANKBEES,NIP IND ETF BANK BEES,465915,2694.13
BANKBETF,BFAM - BANKBETF,9034,5.11
BANKETF,MIRAEAMC - BANKETF,3176,18.23
BANKETFADD,DSPAMC - DSPBANKETF,3097,1.79
BANKIETF,ICICIPRAMC - IPRU5008,268952,154.18
BANKINDIA,BANK OF INDIA,16005750,19165.47
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,12866,73.39
BANKPSU,MIRAEAMC - BANKPSU,13037,9.59
BANSALWIRE,BANSAL WIRE INDUSTRIES L,210140,827.19
BANSWRAS,BANSWARA SYNTEX LIMITED,3608,5.89
BASF,BASF INDIA LTD,170830,8788.17
BASML,BANNARI AM SPIN MILL LTD.,72903,21.62
BATAINDIA,BATA INDIA LTD,334181,4199.01
BAYERCROP,BAYER CROPSCIENCE LTD,63832,3405.99
BBETF0432,EDELAMC - BBETF0432,150,1.93
BBL,BHARAT BIJLEE LTD,106177,3131.14
BBNPNBETF,BARODABNP - BBNPNBETF,1000,0.59
BBNPPGOLD,BARODABNP - BBNPPGOLD,24668,29.57
BBOX,BLACK BOX LIMITED,460100,2600.79
BBTC,BOMBAY BURMAH TRADING COR,205325,4032.98
BCLIND,BCL INDUSTRIES LIMITED,1670832,739.78
BCONCEPTS,BRAND CONCEPTS LIMITED,887,3.96
BDL,BHARAT DYNAMICS LIMITED,3953687,66975.31
BEARDSELL,BEARDSELL LIMITED,4501,1.57
BECTORFOOD,MRS BECTORS FOOD SPE LTD,191597,2751.18
BEDMUTHA,BEDMUTHA INDUST LTD,7361,10.61
BEL,BHARAT ELECTRONICS LTD,21427394,82831.86
BELLACASA,BELLA CASA FASH AND RET L,6133,23.99
BELRISE,BELRISE INDUSTRIES LTD,12969132,19145.77
BEML,BEML LIMITED,756137,32969.84
BEPL,BHANSALI ENG. POLYMERS LT,2876807,3370.39
BERGEPAINT,BERGER PAINTS (I) LTD,362305,2010.30
BESTAGRO,BEST AGROLIFE LIMITED,74242,332.25
BFINVEST,BF INVESTMENT LIMITED,105555,563.13
BFSI,MIRAEAMC - MAFSETF,1176655,320.45
BFUTILITIE,BF UTILITIES LIMITED,272291,2129.50
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,600815,1752.76
BHAGERIA,BHAGERIA INDUSTRIES LTD,190066,430.63
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,1000,0.97
BHANDARI,BHANDARI HOSIERY EXP LTD,887044,45.91
BHARATFORG,BHARAT FORGE LTD,976754,12662.60
BHARATGEAR,BHARAT GEARS LTD.,7603,9.57
BHARATRAS,BHARAT RASAYAN LTD,17791,1960.21
BHARATSE,BHARAT SEATS LIMITED,46296,89.51
BHARATWIRE,BHARAT WIRE ROPES LTD.,842289,1861.03
BHARTIARTL,BHARTI AIRTEL LIMITED,580475,11041.93
BHARTIHEXA,BHARTI HEXACOM LIMITED,93110,1698.14
BHEL,BHEL,12870981,31539.70
BIGBLOC,BIGBLOC CONSTRUCTION LTD,74200,69.77
BIKAJI,BIKAJI FOODS INTERN LTD,613948,4721.00
BIOCON,BIOCON LIMITED.,3008211,11153.34
BIRLACABLE,BIRLA CABLE LIMITED,17391,31.12
BIRLACORPN,BIRLA CORPORATION LTD,316350,4114.44
BIRLAMONEY,ADITYA BIRLA MONEY LTD,42433,75.06
BIRLANU,BIRLANU LIMITED,44462,952.38
BLACKBUCK,BLACKBUCK LIMITED,1036921,6582.85
BLAL,BEML LAND ASSETS LIMITED,97538,223.06
BLISSGVS,BLISS GVS PHARMA LTD,812041,1310.26
BLKASHYAP,B.L.KASHYAP & SON LTD,696020,485.73
BLS,BLS INTL SERVS LTD,7861029,28991.74
BLSE,BLS E-SERVICES LIMITED,79855,148.39
BLUEDART,BLUE DART EXPRESS LTD,74956,4601.00
BLUEJET,BLUE JET HEALTHCARE LTD,2451492,18220.66
BLUESTARCO,BLUE STAR LIMITED,226672,4379.45
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,670490,4856.42
BLUSPRING,BLUSPRING ENTERPRISES LTD,240255,201.21
BODALCHEM,BODAL CHEMICALS LTD,738384,538.17
BOMDYEING,BOMBAY DYEING & MFG. CO L,6431397,10906.07
BORANA,BORANA WEAVES LIMITED,37309,84.77
BOROLTD,BOROSIL LIMITED,372778,1378.96
BORORENEW,BOROSIL RENEWABLES LTD,1731254,10612.35
BOROSCI,BOROSIL SCIENTIFIC LTD,68693,101.31
BOSCHLTD,BOSCH LIMITED,13849,5435.75
BPCL,BHARAT PETROLEUM CORP  LT,2613172,8635.34
BPL,BPL LTD,70803,58.67
BRIGADE,BRIGADE ENTER. LTD,492361,5258.68
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,186836,158.79
BRITANNIA,BRITANNIA INDUSTRIES LTD,75185,4457.28
BRNL,BHARAT ROAD NETWORK LTD,10420,2.43
BSE,BSE LIMITED,3335016,82503.25
BSE500IETF,ICICIPRAMC - ICICI500,532740,209.58
BSHSL,BOMBAY SUPER HYBRID SEEDS,3456,5.58
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,441336,470.43
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,287070,83.63
BSLSENETFG,BIRLASLAMC - BSLSENETFG,2440,2.04
BSOFT,BIRLASOFT LIMITED,5075596,22088.27
BUTTERFLY,BTRFLY GANDHI APPL LTD,8027,61.00
BYKE,THE BYKE HOSPITALITY LTD,12650,8.79
CAMLINFINE,CAMLIN FINE SCIENCES LTD,1816585,3734.58
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,984238,2836.70
CAMS,COMPUTER AGE MNGT SER LTD,960839,39062.03
CANBK,CANARA BANK,27384005,31063.66
CANFINHOME,CAN FIN HOMES LTD,432308,3426.57
CANTABIL,CANTABIL RETAIL LTD,1255566,3332.93
CAPACITE,CAPACITE INFRAPROJECT LTD,1749370,5875.57
CAPITALSFB,CAPITAL SMALL FIN BANK L,106956,307.50
CAPLIPOINT,CAPLIN POINT LAB LTD.,122925,2607.16
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,345382,3436.30
CARERATING,CARE RATINGS LIMITED,182053,3133.18
CARRARO,CARRARO INDIA LIMITED,168764,829.89
CARTRADE,CARTRADE TECH LIMITED,940266,22475.44
CARYSIL,CARYSIL LIMITED,237864,2116.07
CASHIETF,ICICIPRAMC - CASHIETF,14,0.14
CASTROLIND,CASTROL INDIA LIMITED,7669656,16673.69
CCCL,CONS. CONST. CONSORT LTD,468792,115.75
CCL,CCL PRODUCTS (I) LTD,147159,1235.94
CDSL,CENTRAL DEPO SER (I) LTD,5250069,84599.97
CEATLTD,CEAT LIMITED,88198,3379.11
CEIGALL,CEIGALL INDIA LIMITED,684822,1859.59
CELLO,CELLO WORLD LIMITED,604700,3812.04
CEMPRO,CEMINDIA PROJECTS LIMITED,887005,6455.97
CENTENKA,CENTURY ENKA LTD,53303,300.47
CENTEXT,CENTURY EXTRUSIONS LTD,2300,0.70
CENTRALBK,CENTRAL BANK OF INDIA,38002981,15789.77
CENTRUM,CENTRUM CAPITAL LIMITED,30773,10.52
CENTUM,CENTUM ELECTRONICS LTD,45046,1149.60
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,117956,950.03
CERA,CERA SANITARYWARE LTD,51880,3434.37
CESC,CESC LTD,4515936,7793.30
CEWATER,CONCORD ENVIRO SYSTEMS L,81206,453.48
CGCL,CAPRI GLOBAL CAPITAL LTD,4876528,8940.49
CGPOWER,CG POWER AND IND SOL LTD,4222130,29864.00
CHALET,CHALET HOTELS LIMITED,180895,1762.69
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5039910,27526.96
CHEMBOND,CHEMBOND MATERIALTECH LTD,573,3.16
CHEMCON,CHEMCON SPECIAL CHEM LTD,264560,697.79
CHEMFAB,CHEMFAB ALKALIS LIMITED,7155,49.22
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,205170,918.14
CHENNPETRO,CHENNAI PETROLEUM CORP LT,2070107,15644.75
CHEVIOT,CHEVIOT COMPANY LIMITED,2001,25.46
CHOICEIN,CHOICE INTERNATIONAL LTD,1694521,12974.43
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,239440,3853.30
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,91627,1787.38
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,523889,2377.68
CIFL,CAPITAL INDIA FINANCE LTD,33421,12.69
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,71068,1109.12
CIPLA,CIPLA LTD,500062,7964.75
CLEAN,CLEAN SCIENCE & TECH LTD,1023966,13355.55
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,235377,720.48
CMSINFO,CMS INFO SYSTEMS LIMITED,924089,3771.71
COALINDIA,COAL INDIA LTD,9133325,36232.16
COASTCORP,COASTAL CORPORATION LTD,18093,7.20
COCHINSHIP,COCHIN SHIPYARD LIMITED,2834455,56725.73
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43057,21.06
COFORGE,COFORGE LIMITED,1133002,20008.75
COHANCE,COHANCE LIFESCIENCES LTD,808400,7327.49
COLPAL,COLGATE PALMOLIVE LTD.,708596,16903.30
COMMOIETF,ICICIPRAMC - ICICICOMMO,62213,56.29
COMPUSOFT,COMPUCOM SOFTWARE LTD,34671,7.48
COMSYN,COMMERCIAL SYN BAGS LTD,1056,1.64
CONCOR,CONTAINER CORP OF IND LTD,3703103,21903.63
CONCORDBIO,CONCORD BIOTECH LIMITED,243517,4122.85
CONFIPET,CONFIDENCE PETRO IND LTD.,3983046,2365.37
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1663,3.68
CONSUMBEES,NIP IND ETF CONSUMPTION,265033,357.56
CONSUMER,MIRAEAMC - CONSUMER,50526,6.16
CONSUMIETF,ICICIPRAMC - ICICICONSU,59985,73.94
CONTROLPR,CONTROL PRINT LIMITED,57243,455.81
CORALFINAC,CORAL INDIA FIN & HOUS LT,1000,0.45
CORDSCABLE,CORDS CABLE INDUS LTD.,8225,15.37
COROMANDEL,COROMANDEL INTERNTL. LTD,248161,5787.48
COSMOFIRST,COSMO FIRST LIMITED,444220,4448.46
CPCAP,CP CAPITAL LIMITED,525,0.69
CPPLUS,ADITYA INFOTECH LIMITED,43889,613.17
CPSEETF,CPSE ETF,2703108,2521.18
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,23370,1429.01
CREATIVE,CREATIVE NEWTECH LIMITED,372033,2552.60
CREDITACC,CREDITACCESS GRAMEEN LTD,422499,5499.14
CREST,CREST VENTURES LIMITED,28311,119.72
CRISIL,CRISIL LTD,72394,3811.49
CRIZAC,CRIZAC LIMITED,1201971,3764.88
CROMPTON,CROMPT GREA CON ELEC LTD,6194267,19880.55
CSBBANK,CSB BANK LIMITED,787056,2982.85
CSLFINANCE,CSL FINANCE LIMITED,8416,26.54
CUB,CITY UNION BANK LTD,1043794,2212.63
CUMMINSIND,CUMMINS INDIA LTD,108687,4159.58
CUPID,CUPID LIMITED,21581213,33607.10
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,4611,10.65
CYIENT,CYIENT LIMITED,783657,10224.37
CYIENTDLM,CYIENT DLM LIMITED,798907,4037.93
DABUR,DABUR INDIA LTD,1636916,8620.90
DALBHARAT,DALMIA BHARAT LIMITED,98763,2176.85
DALMIASUG,DALMIA BHARAT SUG IN LTD,220815,867.13
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1261179,3174.51
DATAMATICS,DATAMATICS GLOBAL SER LTD,372376,3207.87
DATAPATTNS,DATA PATTERNS INDIA LTD,535565,14936.92
DAVANGERE,DAVANGERE SUGAR COMPANY L,4623001,180.09
DBCORP,D.B.CORP LTD,155047,412.27
DBEIL,DEEPAK BUILDERS & ENG I L,219033,375.48
DBL,DILIP BUILDCON LIMITED,786862,3901.79
DBOL,DHAMPUR BIO ORGANICS LTD,50524,45.62
DBREALTY,VALOR ESTATE LIMITED,4340317,7888.38
DCAL,DISHMAN CARBO AMCIS LTD,418854,1209.63
DCBBANK,DCB BANK LIMITED,4810844,6577.21
DCI,DC INFOTECH AND COMUN LTD,170530,432.05
DCM,DCM LTD,4862,6.44
DCMNVL,DCM NOUVELLE LIMITED,2401,4.50
DCMSHRIRAM,DCM SHRIRAM LIMITED,133452,1749.49
