sebi_report_as_on_reporting_date_27oct2025,unnamed_1,unnamed_2,unnamed_3
DCMSRIND,DCM SHRIRAM IND LTD,568445,1019.82
DCW,DCW LTD,4276852,3293.02
DCXINDIA,DCX SYSTEMS LIMITED,2727024,7630.89
DDEVPLSTIK,DDEV PLASTIKS IND LTD,224316,711.78
DECCANCE,DECCAN CEMENTS LIMITED,179438,1772.43
DEEDEV,DEE DEVELOPMENT ENG LTD,214210,616.73
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,749705,10071.50
DEEPAKNTR,DEEPAK NITRITE LTD,651253,12902.27
DEEPINDS,DEEP INDUSTRIES LIMITED,579067,2876.77
DELHIVERY,DELHIVERY LIMITED,1852239,8206.24
DELTACORP,DELTA CORP LIMITED,9155485,8739.09
DEN,DEN NETWORKS LTD,3191875,1262.88
DENORA,DE NORA INDIA LIMITED,12278,110.42
DENTA,DENTA WATER N INFRA SOL L,378639,1612.58
DEVIT,DEV INFO TECHNOLOGY LTD,14403,8.13
DEVYANI,DEVYANI INTERNATIONAL LTD,9235056,16037.67
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,931991,1415.49
DHANBANK,DHANLAXMI BANK LIMITED,445420,124.32
DHANI,DHANI SERVICES LIMITED,2755260,1674.17
DHANUKA,DHANUKA AGRITECH LTD,89110,1432.13
DHARMAJ,DHARMAJ CROP GUARD LTD,4150,13.19
DHUNINV,DHUNSERI INVESTMENTS LTD,1113,20.71
DIACABS,DIAMOND POWER INFRA LTD,3918177,5895.77
DIAMINESQ,DIAMINES & CHEMICALS LTD,300,1.15
DIAMONDYD,PRATAAP SNACKS LIMITED,887368,9124.18
DIFFNKG,DIFFUSION ENGINEERS LTD,156748,583.44
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,4800,1.58
DIGISPICE,DIGISPICE TECHNOLOGIES LT,690,0.23
DIGITIDE,DIGITIDE SOLUTIONS LTD,495216,1016.00
DISHTV,DISH TV INDIA LTD.,3394428,206.46
DIVGIITTS,DIVGI TORQTRANSFER SYST L,10838,71.55
DIVISLAB,DIVI S LABORATORIES LTD,184134,11912.65
DIVOPPBEES,NIP IND ETF DIV OPP,112903,93.47
DIXON,DIXON TECHNO (INDIA) LTD,322199,52513.09
DLF,DLF LIMITED,3969797,31549.92
DLINKINDIA,D-LINK INDIA LTD,401610,1978.48
DMART,AVENUE SUPERMARTS LIMITED,337324,14912.95
DMCC,DMCC SPECIALITY CHEMICALS,12103,38.33
DODLA,DODLA DAIRY LIMITED,60776,834.92
DOLATALGO,DOLAT ALGOTECH LIMITED,525071,487.77
DOLLAR,DOLLAR INDUSTRIES LIMITED,168569,669.32
DOLPHIN,DOLPHIN OFF ENT (IND) L,310,1.30
DOMS,DOMS INDUSTRIES LIMITED,123883,3266.41
DONEAR,DONEAR IND. LIMITED,34526,36.30
DPABHUSHAN,D. P. ABHUSHAN LIMITED,10727,162.66
DPSCLTD,DPSC LIMITED,46869,8.67
DPWIRES,D P WIRES LIMITED,27409,75.38
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,3715,0.78
DREAMFOLKS,DREAMFOLKS SERVICES LTD,22806,36.11
DREDGECORP,DREDGING CORP OF INDIA,156064,1081.33
DRREDDY,DR. REDDY S LABORATORIES,550298,7077.68
DSSL,DYNACONS SYS & SOLN LTD,81575,883.83
DTIL,DHUNSERI TEA & IND. LTD.,4248,8.74
DUCON,DUCON INFRATECHNOLOGIES L,116460,7.22
DVL,DHUNSERI VENTURES LIMITED,22423,80.16
DWARKESH,DWARIKESH SUGAR IND LTD,2550968,1359.32
DYCL,DYNAMIC CABLES LIMITED,231033,1013.59
DYNAMATECH,DYNAMATIC TECHNOLOGIES,74413,5306.21
DYNPRO,DYNEMIC PRODUCTS LIMITED,5377,18.67
EASEMYTRIP,EASY TRIP PLANNERS LTD,65819995,8094.30
EBBETF0430,EDELAMC - EBBETF0430,834,12.77
EBBETF0431,EDELAMC - EBBETF0431,321,4.41
EBBETF0433,EDELAMC - EBBETF0433,427,5.42
EBGNG,GNG ELECTRONICS LIMITED,201341,716.36
ECAPINSURE,EDELAMC - ECAPINSURE,262006,61.78
ECLERX,ECLERX SERVICES LTD,56405,2392.07
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,280133,760.98
EDELWEISS,EDELWEISS FIN SERV LTD,15949256,17774.85
EFCIL,EFC (I) LIMITED,228026,707.80
EGOLD,EDELAMC - EGOLD,82441,90.60
EICHERMOT,EICHER MOTORS LTD,102734,6811.08
EIDPARRY,EID PARRY INDIA LTD,272238,2861.02
EIEL,ENVIRO INFRA ENGINEERS L,3803173,9870.25
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,37443,146.50
EIHOTEL,EIH LIMITED,766268,3046.83
EIMCOELECO,EIMCO ELECON (INDIA) LTD,48452,1007.46
EKC,EVEREST KANTO CYLINDERLTD,1248797,1870.15
ELDEHSG,ELDECO HSG & IND LTD.,127,1.04
ELECON,ELECON ENG. CO. LTD,1373436,8422.91
ELECTCAST,ELECTROSTEEL CASTINGS LTD,7564755,8591.81
ELECTHERM,ELECTROTHERM (I) LTD.,8144,85.81
ELGIEQUIP,ELGI EQUIPMENTS LTD,1078948,5600.36
ELIN,ELIN ELECTRONICS LIMITED,89720,189.88
ELLEN,ELLENBARRIE INDUS GASES L,397850,2066.75
EMAMILTD,EMAMI LIMITED,666694,3941.19
EMAMIPAP,EMAMI PAPER MILLS LIMITED,183810,202.99
EMBDL,EMBASSY DEVELOPMENTS LTD,40610705,46711.34
EMCURE,EMCURE PHARMACEUTICALS L,81350,1124.15
EMIL,ELECTRONICS MART IND LTD,2079710,3212.20
EMKAY,EMKAY GLOBAL FIN SERV LTD,195,0.68
EMMBI,EMMBI INDUSTRIES LIMITED,1351,1.67
EMSLIMITED,EMS LIMITED,1179330,7350.83
EMUDHRA,EMUDHRA LIMITED,182510,1312.91
EMULTIMQ,EDELAMC - EMULTIMQ,38221,16.35
ENDURANCE,ENDURANCE TECHNO. LTD.,104434,2999.97
ENGINERSIN,ENGINEERS INDIA LTD,11882943,25604.68
ENIL,ENTERTAIN NET. IND. LTD.,36209,58.90
ENRIN,SIEMENS ENERGY INDIA LTD,262671,8667.79
ENTERO,ENTERO HEALTHCARE SOLU L,297412,3560.52
EPACK,EPACK DURABLE LIMITED,1405481,5290.05
EPIGRAL,EPIGRAL LIMITED,268897,4791.02
EPL,EPL LIMITED,1900274,4363.75
EQUAL200,MIRAEAMC - EQUAL200,7223,0.96
EQUAL50ADD,DSPAMC - DSPNEWETF,14658,48.08
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,10196817,6549.71
ERIS,ERIS LIFESCIENCES LIMITED,93667,1566.37
ESABINDIA,ESAB INDIA LTD,10617,559.94
ESAFSFB,ESAF SMALL FINANCE BANK L,1655429,581.81
ESCORTS,ESCORTS KUBOTA LIMITED,174836,6352.60
ESG,MIRAEAMC - MAESGETF,15780,6.83
ESILVER,EDELAMC - ESILVER,85200,133.58
ESSENTIA,INTEGRA ESSENTIA LIMITED,89743,2.11
ESTER,ESTER INDUSTRIES LTD,344454,460.51
ETERNAL,ETERNAL LIMITED,13330551,40496.14
ETHOSLTD,ETHOS LIMITED,23870,644.27
EUREKAFORB,EUREKA FORBES LIMITED,96759,555.57
EUROBOND,EURO PANEL PRODUCTS LTD,1487,3.43
EVEREADY,EVEREADY INDS. IND.  LTD.,1221993,4967.52
EVERESTIND,EVEREST INDUSTRIES LTD,8113,55.80
EVIETF,ICICIPRAMC - EVIETF,138452,44.20
EVINDIA,MIRAEAMC - EVINDIA,233916,71.45
EXCELINDUS,EXCEL INDUSTRIES LTD,27370,341.72
EXICOM,EXICOM TELE SYSTEMS LTD,765513,1261.58
EXIDEIND,EXIDE INDUSTRIES LTD,5849668,24769.50
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,38413,445.61
EXXARO,EXXARO TILES LIMITED,163876,13.01
FACT,FACT LTD,746996,7346.34
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,29844,292.10
FAZE3Q,FAZE THREE LIMITED,61766,325.48
FCL,FINEOTEX CHEMICAL LIMITED,1253583,3301.73
FCSSOFT,FCS SOFTWARE SOLN. LTD.,314389,9.29
FDC,FDC LIMITED,513698,2512.25
FEDERALBNK,FEDERAL BANK LTD,3136256,6661.51
FEDFINA,FEDBANK FINANCIAL SER L,3522798,5067.30
FIBERWEB,FIBERWEB INDIA LIMITED,6224,2.78
FIEMIND,FIEM INDUSTRIES LIMITED,110305,2218.12
FILATEX,FILATEX INDIA LTD,3242451,1804.41
FILATFASH,FILATEX FASHIONS LIMITED,1070284,6.34
FINCABLES,FINOLEX CABLES LTD,1143902,10666.62
FINEORG,FINE ORGANIC IND. LTD.,32833,1578.47
FINIETF,ICICIPRAMC-ICICIFIN,1698253,532.81
FINOPB,FINO PAYMENTS BANK LTD,1296566,3991.51
FINPIPE,FINOLEX INDUSTRIES LTD,3118786,6827.54
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2404449,9204.36
FISCHER,FISCHER MEDICAL VENTURE L,98868,106.01
FIVESTAR,FIVE-STAR BUS FIN LTD,2063163,12150.48
FLAIR,FLAIR WRITING INDUST LTD,241047,793.14
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,503705,18711.31
FMCGIETF,ICICIPRAMC - ICICIFMCG,2172644,1299.93
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,116316,588.56
FOODSIN,FOODS & INNS LIMITED,18673,18.56
FORCEMOT,FORCE MOTORS LIMITED,66527,10998.11
FORTIS,FORTIS HEALTHCARE LTD,751815,7084.82
FOSECOIND,FOSECO INDIA LTD,3522,211.89
FSL,FIRSTSOURCE SOLU. LTD.,1979791,7044.60
FUSION,FUSION FINANCE LIMITED,1589556,3848.27
GABRIEL,GABRIEL INDIA LTD,174984,1750.44
GAEL,GUJARAT AMBUJA EXPORTS LT,1804095,2249.15
GAIL,GAIL (INDIA) LTD,16206238,30343.42
GALAPREC,GALA PRECISION ENG LTD,47654,448.60
GALAXYSURF,GALAXY SURFACTANTS LTD,43446,1065.75
GALLANTT,GALLANTT ISPAT LIMITED,216548,1337.61
GANDHAR,GANDHAR OIL REFINE IND L,715387,1208.53
GANDHITUBE,GANDHI SPL. TUBES LTD,33795,303.63
GANECOS,GANESHA ECOSPHERE LIMITED,134076,2026.53
GANESHBE,GANESH BENZOPLAST LIMITED,398881,450.95
GANESHCP,GANESH CONSUMER PRODUCT L,100,0.28
GANESHHOU,GANESH HOUSING LIMITED,478961,4550.73
GARFIBRES,GARWARE TECH FIBRES LTD,71115,608.11
GARUDA,GARUDA CONSTRUCT N ENG L,677235,1358.12
GATECH,GACM TECHNOLOGIES LIMITED,9936,0.07
GATEWAY,GATEWAY DISTRIPARKS LTD,5253293,3576.21
GCSL,GRETEX CORPORATE SERVICES,550,1.43
GEECEE,GEECEE VENTURES LIMITED,251,0.96
GEEKAYWIRE,GEEKAY WIRES LIMITED,1871,1.45
GEMAROMA,GEM AROMATICS LIMITED,159431,381.55
GENESYS,GENESYS INTL CORPN LTD,655434,4196.57
GENUSPAPER,GENUS P&B LIMITED,139039,29.32
GENUSPOWER,GENUS POWER INFRASTRU LTD,3929076,14138.20
GEOJITFSL,GEOJIT FINANCIAL SER L,1749617,1451.51
GESHIP,THE GE SHPG.LTD,894440,9579.68
GFLLIMITED,GFL LIMITED,38823,26.49
GHCL,GHCL LIMITED,688247,4232.56
GHCLTEXTIL,GHCL TEXTILES LIMITED,95077,84.79
GICHSGFIN,GIC HOUSING FINANCE LTD,1212193,2412.19
GICRE,GENERAL INS CORP OF INDIA,2462083,9857.19
GILLETTE,GILLETTE INDIA LTD,38237,3720.46
GILT5YBEES,RELCAPAMC - NETFGILT5Y,45051,28.52
GIPCL,GUJ IND POW CO. LTD,2632879,5276.04
GLAND,GLAND PHARMA LIMITED,159557,3127.27
GLAXO,GLAXOSMITHKLINE PHARMA LT,110597,3278.99
GLENMARK,GLENMARK PHARMACEUTICALS,356389,7046.21
GLOBALVECT,GLOBAL VEC HELICORP LTD,1904,4.46
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,561056,413.23
GLOBUSSPR,GLOBUS SPIRITS LTD,175823,1972.03
GLOSTERLTD,GLOSTER LIMITED,4472,29.80
GMBREW,G M BREWERIES LTD,90309,950.42
GMDCLTD,GUJARAT MINERAL DEV CORP,6211127,33546.23
GMMPFAUDLR,GMM PFAUDLER LIMITED,323458,3874.26
GMRAIRPORT,GMR AIRPORTS LIMITED,16398992,14612.09
GMRP&UI,GMR POW AND URBAN INFRA L,12605859,14667.89
GNA,GNA AXLES LIMITED,157973,544.40
GNFC,GUJ NAR VAL FER & CHEM L,1959667,10771.29
GOACARBON,GOA CARBON LIMITED,36660,181.47
GOCLCORP,GOCL CORPORATION LIMITED,384573,1475.91
GOCOLORS,GO FASHION INDIA LTD,144502,1100.65
GODAVARIB,GODAVARI BIOREFINERIES L,32962,88.90
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,877642,29435.51
GODIGIT,GO DIGIT GENERAL INS LTD,232019,830.62
GODREJAGRO,GODREJ AGROVET LIMITED,837018,6261.83
GODREJCP,GODREJ CONSUMER PRODUCTS,591947,7214.51
GODREJIND,GODREJ INDUSTRIES LTD,202706,2324.66
GODREJPROP,GODREJ PROPERTIES LTD,810657,18651.85
GOKEX,GOKALDAS EXPORTS LTD.,1231102,10222.75
GOKUL,GOKUL REFOILS & SOLV LTD,786,0.35
GOKULAGRO,GOKUL AGRO RESOURCES LTD,498227,893.70
GOLD1,KOTAK GOLD ETF,1181619,1149.93
GOLD360,360ONEAMC - GOLD360,24838,31.20
GOLDBEES,NIP IND ETF GOLD BEES,23756010,23769.41
GOLDCASE,ZERODHAAMC - GOLDCASE,2682074,509.06
GOLDETF,MIRAEAMC - MAGOLDETF,736105,859.90
GOLDETFADD,DSPAMC - DSPGOLDETF,22097,26.47
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2155064,8148.88
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,3856145,3974.17
GOLDSHARE,UTI GOLD ETF,1383263,1188.59
GOLDTECH,AION-TECH SOLUTIONS LTD,1500,1.02
GOODLUCK,GOODLUCK INDIA LIMITED,765032,7791.25
GOPAL,GOPAL SNACKS LIMITED,635210,2310.17
GOYALALUM,GOYAL ALUMINIUMS LIMITED,1560,0.13
GPIL,GODAWARI POW & ISP LTD,8500137,19207.90
GPPL,GUJARAT PIPAVAV PORT LTD,9140801,17917.05
GPTHEALTH,GPT HEALTHCARE LIMITED,540724,870.30
GPTINFRA,GPT INFRAPROJECTS LTD,149772,174.79
GRANULES,GRANULES INDIA LIMITED,4279769,22497.16
GRAPHITE,GRAPHITE INDIA LTD,2079854,11806.55
GRASIM,GRASIM INDUSTRIES LTD,204363,5498.19
GRAUWEIL,GRAUER & WEIL IND LTD,2000,1.83
GRAVITA,GRAVITA INDIA LIMITED,824142,14776.18
GREAVESCOT,GREAVES COTTON LTD.,5480995,12137.24
GREENLAM,GREENLAM INDUSTRIES LTD.,115092,295.54
GREENPANEL,GREENPANEL INDUSTRIES LTD,252534,778.73
GREENPLY,GREENPLY INDUSTRIES LTD,418330,1303.08
GREENPOWER,ORIENT GREEN POWER CO LTD,4313557,613.70
GRINDWELL,GRINDWELL NORTON LIMITED,62099,1108.99
GRINFRA,G R INFRAPROJECTS LIMITED,69724,930.21
GRMOVER,GRM OVERSEAS LIMITED,2611756,9739.49
GROWWDEFNC,GROWWAMC - GROWWDEFNC,899359,741.07
GROWWEV,GROWWAMC - GROWWEV,220056,66.97
GROWWGOLD,GROWWAMC - GROWWGOLD,294314,358.62
GROWWLIQID,GROWWAMC - GROWWLIQID,1490,1.57
GROWWLOVOL,GROWWAMC - GROWWLOVOL,3869,0.40
GROWWMOM50,GROWWAMC - GROWWMOM50,229073,24.75
GROWWN200,GROWWAMC - GROWWN200,22445,2.54
GROWWNET,GROWWAMC - GROWWNET,142993,15.28
GROWWNIFTY,GROWWAMC - GROWWNIFTY,505,0.05
GROWWNXT50,GROWWAMC - GROWWNXT50,25,0.02
GROWWPOWER,GROWWAMC - GROWWPOWER,42614,4.36
GROWWRAIL,GROWWAMC - GROWWRAIL,3494138,1256.46
GROWWSLVR,GROWWAMC - GROWWSLVR,536944,870.98
GRPLTD,GRP LIMITED,3286,79.59
GRSE,GARDEN REACH SHIP&ENG LTD,1636098,42963.20
GRWRHITECH,GARWARE HI-TECH FILMS LTD,133589,4988.81
GSEC10IETF,ICICIPRAMC - ICICI10GS,1137,2.94
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2094,0.62
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1972,1.25
GSFC,GUJ STATE FERT & CHEM LTD,7181686,14983.44
GSLSU,GLOBAL SURFACES LIMITED,144220,212.94
GSPL,GUJARAT STATE PETRO LTD,813700,2731.19
GSS,GSS INFOTECH LIMITED,501659,140.17
GTL,GTL LTD,109871,13.75
GTLINFRA,GTL INFRA.LTD,7380471,122.21
GTPL,GTPL HATHWAY LIMITED,43950,53.10
GUFICBIO,GUFIC BIOSCIENCES LTD.,122261,452.99
GUJALKALI,GUJARAT ALKALIES & CHEM,345135,2227.41
GUJAPOLLO,GUJ. APOLLO IND. LTD.,427,2.08
GUJGASLTD,GUJARAT GAS LIMITED,674067,3182.05
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1299516,5364.21
GULFOILLUB,GULF OIL LUB. IND. LTD.,174376,2155.50
GULFPETRO,GP PETROLEUMS LIMITED,68428,30.19
GULPOLY,GULSHAN POLYOLS LIMITED,271150,474.17
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,557991,1938.88
GVT&D,GE VERNOVA T&D INDIA LTD,160161,4650.41
HAL,HINDUSTAN AERONAUTICS LTD,2816508,134140.66
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2811082,18770.33
HAPPYFORGE,HAPPY FORGINGS LIMITED,94736,921.26
HARDWYN,HARDWYN INDIA LIMITED,11362,1.56
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,516221,2734.21
HARRMALAYA,HARRISON MALAYALAM LTD,8436,18.23
HARSHA,HARSHA ENGINEERS INT LTD,1073284,4822.77
HATHWAY,HATHWAY CABLE & DATACOM,29200718,4567.90
HATSUN,HATSUN AGRO PRODUCT LTD.,72622,747.81
HAVELLS,HAVELLS INDIA LIMITED,905913,14157.39
HBLENGINE,HBL ENGINEERING LTD,3513279,27456.48
HCC,HINDUSTAN CONSTRUCTION CO,8076377,2381.18
HCG,HEALTHCARE GLOB. ENT. LTD,345486,2159.12
HCL-INSYS,HCL INFOSYSTEMS LTD,325,0.06
HCLTECH,HCL TECHNOLOGIES LTD,1610093,25222.11
HDBFS,HDB FINANCIAL SERVICES L,741953,5586.40
HDFCAMC,HDFC AMC LIMITED,191777,10645.04
HDFCBANK,HDFC BANK LTD,3105617,29391.02
HDFCBSE500,HDFCAMC - HDFCBSE500,12361,4.61
HDFCGOLD,HDFC GOLD ETF,2296967,2319.78
HDFCGROWTH,HDFCAMC - HDFCGROWTH,9960,12.29
HDFCLIFE,HDFC LIFE INS CO LTD,1235711,9317.84
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,20464,4.26
HDFCMID150,HDFCAMC - HDFCMID150,713781,150.57
HDFCMOMENT,HDFCAMC - HDFCMOMENT,530115,172.11
HDFCNEXT50,HDFCAMC - HDFCNEXT50,67133,46.03
HDFCNIF100,HDFCAMC - HDFCNIF100,25012,6.61
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,82948,46.47
HDFCNIFIT,HDFCAMC - HDFCNIFIT,281660,105.66
HDFCNIFTY,HDFCAMC - HDFCNIFTY,42917,117.32
HDFCPSUBK,HDFCAMC HDFCPSUBK,38929,29.67
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,181851,51.68
HDFCQUAL,HDFCAMC - HDFCQUAL,22665,13.25
HDFCSENSEX,HDFCAMC - HDFCSENSEX,23921,21.79
HDFCSILVER,HDFCAMC - HDFCSILVER,6224863,9962.02
HDFCSML250,HDFCAMC - HDFCSML250,3097124,5367.83
HDFCVALUE,HDFCAMC - HDFCVALUE,353,0.47
HEALTHIETF,ICICIPRAMC - ICICIPHARM,106437,158.95
HEALTHY,BIRLASLAMC - HEALTHY,173373,25.83
HEG,HEG LTD,2013824,10563.94
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,808357,1720.60
HEMIPROP,HEMISPHERE PROP IND LTD,2972583,4670.36
HERANBA,HERANBA INDUSTRIES LTD,119033,405.65
HERCULES,HERCULES HOI. LTD.,31956,64.83
HERITGFOOD,HERITAGE FOODS LTD,1114123,5549.07
HEROMOTOCO,HERO MOTOCORP LIMITED,188563,9658.70
HESTERBIO,HESTER BIOSCIENCES LTD,8099,164.40
HEUBACHIND,HEUBACH COLORANTS IND LTD,36385,201.53
HEXT,HEXAWARE TECHNOLOGIES LTD,358156,2709.55
HFCL,HFCL LIMITED,35946347,33053.69
HGINFRA,H.G.INFRA ENGINEERING LTD,524263,5630.63
HGS,HINDUJA GLOBAL SOLS. LTD.,136860,831.24
HIKAL,HIKAL LIMITED,1395127,4394.64
HILINFRA,HIGHWAY INFRASTRUCTURE L,106351,85.09
HILTON,HILTON METAL FORGING LTD,103649,48.17
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2874393,4221.88
HINDALCO,HINDALCO  INDUSTRIES  LTD,1114824,7930.41
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,3339,15.68
HINDCON,HINDCON CHEMICALS LIMITED,2986,0.97
HINDCOPPER,HINDUSTAN COPPER LTD,14728790,43116.77
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4179162,8149.57
HINDPETRO,HINDUSTAN PETROLEUM CORP,1867203,7867.42
HINDUNILVR,HINDUSTAN UNILEVER LTD.,635196,16220.05
HINDWAREAP,HINDWARE HME INOVATON LTD,1494014,4491.12
HINDZINC,HINDUSTAN ZINC LIMITED,8722381,42698.67
HIRECT,HIND RECTIFIER LIMITED,39280,637.84
HISARMETAL,HISAR METAL IND. LIMITED,2522,5.34
HITECH,HI-TECH PIPES LIMITED,7468480,8664.75
HITECHCORP,HITECH CORPORATION LTD,1398,2.89
HLEGLAS,HLE GLASCOAT LIMITED,301244,1543.06
HLVLTD,HLV LIMITED,994458,138.60
HMAAGRO,HMA AGRO INDUSTRIES LTD,543341,181.57
HMVL,HINDUSTAN MEDIA VENT LTD,27761,24.41
HNDFDS,HINDUSTAN FOODS LIMITED,76486,416.19
HNGSNGBEES,NIP IND ETF HANGSENG BEES,522997,2613.51
HOMEFIRST,HOME FIRST FIN CO IND LTD,284289,3586.65
HONASA,HONASA CONSUMER LIMITED,517071,1481.08
HONAUT,HONEYWELL AUTOMATION IND,10199,4017.30
HONDAPOWER,HONDA I POWER PRODUCT LTD,22833,672.19
HPAL,HP ADHESIVES LIMITED,93242,64.68
HPL,HPL ELECTRIC & POWER LTD,724326,3889.82
HSCL,HIMADRI SPECIALITY CHEM L,4796424,23281.09
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3085392,9080.78
HUDCO,HSG & URBAN DEV CORPN LTD,12769690,30806.21
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1056737,3783.18
HYUNDAI,HYUNDAI MOTOR INDIA LTD,815160,19993.83
ICEMAKE,ICE MAKE REFRIGERAT LTD,28160,229.99
ICICIB22,ICICIPRAMC - BHARATIWIN,377337,419.57
ICICIBANK,ICICI BANK LTD.,3912644,54436.42
ICICIGI,ICICI LOMBARD GIC LIMITED,90510,1804.13
ICICIPRULI,ICICI PRU LIFE INS CO LTD,978223,6128.92
ICIL,INDO COUNT INDUSTRIES LTD,1111897,3316.77
ICRA,ICRA LIMITED,4232,275.26
IDBI,IDBI BANK LIMITED,33957769,31221.90
IDEA,VODAFONE IDEA LIMITED,507784163,41602.13
IDEAFORGE,IDEAFORGE TECHNO LTD,1179239,6377.07
IDFCFIRSTB,IDFC FIRST BANK LIMITED,47763405,33912.26
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,6933,19.09
IEX,INDIAN ENERGY EXC LTD,8804565,14395.47
IFBAGRO,IFB AGRO INDUSTRIES LTD,13134,159.42
IFBIND,IFB INDUSTRIES LTD,261726,4222.41
IFCI,IFCI LTD,19087319,11396.87
IFGLEXPOR,IFGL REFRACTORIES LIMITED,45859,130.37
IGARASHI,IGARASHI MOTORS INDIA LTD,175204,971.06
IGCL,INDOGULF CROPSCIENCES LTD,418500,467.26
IGIL,INTERNATIO GEMM INS (I) L,1054588,4073.72
IGL,INDRAPRASTHA GAS LTD,2159786,4701.93
IGPL,I G PETROCHEMICALS LTD,90055,475.84
IIFL,IIFL FINANCE LIMITED,2000237,8971.75
IIFLCAPS,IIFL CAPITAL SERVICES LTD,1644929,5222.65
IKIO,IKIO TECHNOLOGIES LIMITED,354872,841.45
IKS,INVENTURUS KNOWLEDGE SO L,562708,8926.82
IMAGICAA,IMAGICAAWORLD ENT LTD,2795775,1821.06
IMFA,INDIAN METALS & FERRO,252490,2369.62
IMPAL,IND MOTOR PART & ACC LTD,673,7.89
INDBANK,INDBANK MERCH BANK,7849,3.40
INDGN,INDEGENE LIMITED,1080623,6256.86
INDHOTEL,THE INDIAN HOTELS CO. LTD,4217998,32126.49
INDIACEM,THE INDIA CEMENTS LIMITED,577532,2051.48
INDIAGLYCO,INDIA GLYCOLS LTD,1308817,10790.88
INDIAMART,INDIAMART INTERMESH LTD,120793,3018.54
INDIANB,INDIAN BANK,446454,3128.21
INDIANHUME,INDIAN HUME PIPE CO. LTD.,87233,358.32
INDIASHLTR,INDIA SHELTER FIN CORP L,425778,3536.81
INDIGO,INTERGLOBE AVIATION LTD,351336,19867.65
INDIGOPNTS,INDIGO PAINTS LIMITED,157441,1791.99
INDIQUBE,INDIQUBE SPACES LIMITED,155651,365.49
INDNIPPON,INDIA NIPPON ELECT  LTD,76874,713.42
INDOAMIN,INDO AMINES LIMITED,235315,363.25
INDOBORAX,INDO BORAX & CHEMICAL LTD,1788,3.00
INDOCO,INDOCO REMEDIES LTD.,113694,345.41
INDOFARM,INDO FARM EQUIPMENT LTD,356846,887.18
INDORAMA,INDO RAMA SYNTHETICS LTD,196271,123.53
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1022137,3097.89
INDOTECH,INDO TECH TRANSFORM LTD.,9520,167.00
INDOTHAI,INDO THAI SEC LTD,195,0.67
INDOWIND,INDOWIND ENERGY LTD,14835,2.77
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,400389,2119.29
INDSWFTLAB,IND SWIFT LABORATORIES LT,6617,6.91
INDTERRAIN,IND TERRAIN FASHIONS LTD,21671,9.26
INDUSINDBK,INDUSIND BANK LIMITED,3715994,30581.35
INDUSTOWER,INDUS TOWERS LIMITED,4818094,16986.30
INFIBEAM,INFIBEAM AVENUES LIMITED,20130767,3901.20
INFOBEAN,INFOBEANS TECHNO. LTD.,17248,100.21
INFRABEES,NIP IND ETF INFRA BEES,17351,164.34
INFRAIETF,ICICIPRAMC - ICICIINFRA,139661,131.48
INFY,INFOSYS LIMITED,5855376,89593.21
INGERRAND,INGERSOLL-RAND INDIA LTD,69094,2448.01
INNOVACAP,INNOVA CAPTAB LIMITED,79437,694.20
INNOVANA,INNOVANA THINKLABS LTD,203,0.65
INOXGREEN,INOX GREEN ENERGY SER LTD,4522202,10443.50
INOXINDIA,INOX INDIA LIMITED,145040,1767.98
