sebi_report_as_on_reporting_date_06oct2025,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6
CHENNPETRO,CHENNAI PETRO CORP LTD DE,1656122.00,12193.77,,,
IOC,INDIAN OIL CORP LTD,16557853.00,24538.69,,,
EXIDEIND,EXIDE INDUSTRIES LTD,5934893.00,25992.50,,,
ASHOKA,ASHOKA BUILDCON LTD,4894206.00,10324.29,,,
ETERNAL,ETERNAL LIMITED,10232466.00,29030.18,,,
ICICIB22,ICICIPRAMC - BHARATIWIN,510173.00,565.15,,,
OFSS,ORACLE FIN SERV SOFT LTD.,181602.00,16633.80,,,
SYNGENE,SYNGENE INTERNATIONAL LTD,710275.00,4881.85,,,
AARTIIND,AARTI INDUSTRIES LTD,3945448.00,17433.42,,,
ADANIGREEN,ADANI GREEN ENERGY LTD,2521707.00,26835.82,,,
DIXON,DIXON TECHNO (INDIA) LTD,168120.00,27720.46,,,
KFINTECH,KFIN TECHNOLOGIES LIMITED,1964998.00,23464.88,,,
MANORAMA,MANORAMA INDUSTRIES LTD,263929.00,3841.77,,,
HEG,HEG LIMITED,1655044.00,8668.74,,,
DELTACORP,DELTA CORP LIMITED,9165755.00,8877.21,,,
GRAVITA,GRAVITA INDIA LIMITED,872720.00,15639.00,,,
HUDCO,BOND 7.03% PA TAX FREE S1,12587427.00,30445.93,,,
RBA,RESTAURANT BRAND ASIA LTD,5685487.00,4786.93,,,
TTML,TATA TELESERV(MAHARASTRA),352444.00,237.31,,,
RAILTEL,RAILTEL CORP OF IND LTD,6856618.00,28439.95,,,
JINDALSAW,JINDAL SAW LIMITED,8771367.00,20089.61,,,
APOLLOTYRE,APOLLO TYRES LTD,1234567.00,5974.73,,,
ABBOTINDIA,ABBOTT INDIA LIMITED,11059.00,3495.56,,,
LICI,LIFE INSURA CORP OF INDIA,3434784.00,31325.54,,,
CANFINHOME,CAN FIN HOMES LTD,656021.00,5121.82,,,
MID150BEES,NIP IND ETF MIDCAP 150,741447.00,1622.99,,,
NATIONALUM,NATIONAL ALUM CO LTD,9735124.00,19507.12,,,
INDIGOPNTS,INDIGO PAINTS LIMITED,124203.00,1469.86,,,
DEEPAKNTR,DEEPAK NITRITE LTD,608480.00,12290.77,,,
GOKEX,GOKALDAS EXPORTS LTD.,934743.00,7572.57,,,
KPIGREEN,KPI GREEN ENERGY LIMITED,1920031.00,9389.78,,,
RKFORGE,RAMKRISHNA FORGINGS LTD,2522916.00,15980.43,,,
SUMICHEM,SUMITOMO CHEM INDIA LTD,586067.00,3335.85,,,
ACUTAAS,ACUTAAS CHEMICALS LIMITED,261070.00,3382.14,,,
ICICIPRULI,ICICI PRU LIFE INS CO LTD,1000087.00,6308.42,,,
BAJAJCON,BAJAJ CONSUMER CARE LTD,1647899.00,3899.95,,,
MODEFENCE,MOTILALAMC - MODEFENCE,5486096.00,4920.39,,,
MSUMI,MOTHERSON SUMI WRNG IND L,10330624.00,4715.88,,,
IOB,INDIAN OVERSEAS BANK,29231899.00,12537.70,,,
MCX,MULTI COMMODITY EXCHANGE,371334.00,29910.96,,,
OLAELEC,OLA ELECTRIC MOBILITY LTD,13416429.00,8082.89,,,
HERITGFOOD,HERITAGE FOODS LTD,1105311.00,5540.07,,,
STARHEALTH,STAR HEALTH & AL INS CO L,1165227.00,5389.35,,,
NSLNISP,NMDC STEEL LIMITED,20875459.00,9447.41,,,
AZAD,AZAD ENGINEERING LIMITED,524930.00,8864.57,,,
HEMIPROP,HEMISPHERE PROP IND LTD,3458148.00,5615.32,,,
GANDHAR,GANDHAR OIL REFINE IND L,730151.00,1267.42,,,
PPLPHARMA,PIRAMAL PHARMA LIMITED,9404641.00,19498.11,,,
TVSSCS,TVS SUPPLY CHAIN SOL L,3074296.00,4392.87,,,
WELENT,WELSPUN ENTERPRISES LTD.,967701.00,4941.36,,,
WCIL,WESTERN CARRIERS (IND) L,1039140.00,1366.98,,,
FCL,FINEOTEX CHEMICAL LIMITED,1427759.00,3772.31,,,
SFL,SHEELA FOAM LIMITED,384234.00,2806.45,,,
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,606065.00,22436.34,,,
TVSMOTOR,TVS MOTOR COMPANY  LTD,185785.00,6168.14,,,
NOCIL,NOCIL LIMITED,2340507.00,5012.44,,,
BPCL,BHARAT PETROLEUM CORP  LT,2485192.00,8169.21,,,
GLAND,GLAND PHARMA LIMITED,174530.00,3440.01,,,
FORTIS,FORTIS HEALTHCARE LTD,419199.00,3397.50,,,
BHARATFORG,BHARAT FORGE LTD,1187500.00,15226.04,,,
NIACL,THE NEW INDIA ASSU CO LTD,3332770.00,7130.28,,,
BANCOINDIA,BANCO PRODUCTS (I) LTD,411012.00,3041.65,,,
CARBORUNIV,CARBORUNDUM UNIV LTD,357809.00,3571.88,,,
BORORENEW,BOROSIL RENEWABLES LTD,1382754.00,8159.69,,,
GUJALKALI,GUJALKALI NPP010699DEPO,363315.00,2349.71,,,
WOCKPHARMA,WOCKHARDT LIMITED,1882663.00,28732.74,,,
YATHARTH,YATHARTH HOSP & TRA C S L,795707.00,5463.73,,,
AIAENG,AIA ENGINEERING LIMITED,75451.00,2508.24,,,
SAGILITY,SAGILITY LIMITED,29641303.00,13179.67,,,
M&MFIN,M&M FIN. SERVICES LTD,2304163.00,6468.52,,,
GODREJIND,GODREJ INDUSTRIES LTD.,182800.00,2163.84,,,
FINCABLES,FINOLEX CABLES LTD,1012219.00,9712.18,,,
LIQUIDBEES,NIP IND ETF LIQUID BEES,63326.00,633.44,,,
NITCO,NITCO LIMITED,534017.00,721.53,,,
GSFC,GUJ STATE FERT & CHEM LTD,7087306.00,14862.35,,,
FEDFINA,FEDBANK FINANCIAL SER L,2984775.00,4172.39,,,
BBL,BHARAT BIJLEE LTD,109801.00,3252.97,,,
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,201011.00,3733.53,,,
HLEGLAS,HLE GLASCOAT LIMITED,307195.00,1576.62,,,
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,17794.00,99.46,,,
EMCURE,EMCURE PHARMACEUTICALS L,76201.00,1054.85,,,
MOM100,MOTILAL OS MIDCAP100 ETF,1268707.00,788.97,,,
DIGITIDE,DIGITIDE SOLUTIONS LTD,471766.00,1010.89,,,
TECHNOE,TECHNO ELEC & ENG CO. LTD,603062.00,8600.40,,,
CAPLIPOINT,CAPLIN POINT LAB LTD.,122287.00,2611.71,,,
DIVISLAB,DIVI S LABORATORIES LTD,262375.00,16296.49,,,
EUREKAFORB,EUREKA FORBES LIMITED,101196.00,583.52,,,
IIFLCAPS,IIFL CAPITAL SERVICES LTD,1323964.00,4116.51,,,
HUBTOWN,HUBTOWN LIMITED,3158266.00,9313.45,,,
EUROBOND,EURO PANEL PRODUCTS LTD,2187.00,4.93,,,
HDFCSILVER,HDFCAMC - HDFCSILVER,1750502.00,2224.23,,,
ABDL,ALLIED BLEND N DISTILS L,905888.00,4408.67,,,
SANDHAR,SANDHAR TECHNOLOGIES LTD,373672.00,1782.50,,,
IMFA,INDIAN METALS & FERRO,242954.00,2048.81,,,
FINEORG,FINE ORGANIC IND. LTD.,29341.00,1428.72,,,
ASALCBR,ASSO ALCOHOLS & BREW LTD,106219.00,1045.64,,,
IRMENERGY,IRM ENERGY LIMITED,304144.00,1115.72,,,
KIRLOSENG,KIRLOSKAR OIL ENG LTD,397063.00,3710.70,,,
KMEW,KNOWLEDGE MARINE & EN W L,37202.00,783.95,,,
MICEL,MIC ELECTRONICS LTD,1811567.00,1229.35,,,
PSPPROJECT,PSP PROJECTS LIMITED,476921.00,3562.40,,,
UDS,UPDATER SERVICES LIMITED,866162.00,2546.11,,,
BATAINDIA,BATA INDIA LTD,303782.00,3867.55,,,
BBTC,BOMBAY BURMAH TRADING COR,260538.00,5048.85,,,
SKFINDIA,SKF INDIA LTD,67335.00,3173.42,,,
STYRENIX,STYRENIX PERFORMANCE LTD,109523.00,2970.47,,,
TEGA,TEGA INDUSTRIES LIMITED,1822025.00,36336.36,,,
USHAMART,USHA MARTIN LIMITED,2273105.00,9037.77,,,
CCL,CCL PRODUCTS (I) LTD,146920.00,1237.99,,,
ADVENZYMES,ADVANCED ENZYME TECH LTD,648517.00,2309.70,,,
MEDIASSIST,MEDI ASSIST HEALTH SER L,194223.00,1039.21,,,
SILVERETF,UTIAMC - SILVERETF,685738.00,890.39,,,
SENCO,SENCO GOLD LIMITED,948318.00,3694.10,,,
BECTORFOOD,MRS BECTORS FOOD SPE LTD,220232.00,3147.98,,,
LICMFGOLD,LIC MF - LIC GOLD ETF,14251.00,1506.16,,,
BOROLTD,BOROSIL LIMITED,330953.00,1238.94,,,
GMRP&UI,GMR POW AND URBAN INFRA L,12223885.00,14220.52,,,
AKUMS,AKUMS DRUGS AND PHARMA L,458186.00,2382.33,,,
KEI,KEI INDUSTRIES LTD.,117252.00,4560.30,,,
VISHNU,VISHNU CHEMICALS LIMITED,561238.00,2776.01,,,
DIACABS,DIAMOND POWER INFRA LTD,3228733.00,4888.76,,,
MIRZAINT,MIRZA INTERNATIONAL LIMIT,193437.00,80.40,,,
STOVEKRAFT,STOVE KRAFT LIMITED,203215.00,1371.57,,,
GAEL,GUJARAT AMBUJA EXPORTS LT,1826039.00,2300.30,,,
KITEX,KITEX GARMENTS LTD,190602.00,390.16,,,
SEQUENT,SEQUENT SCIENTIFIC LTD.,1220660.00,2327.87,,,
VARROC,VARROC ENGINEERING LTD.,386561.00,2303.69,,,
WSTCSTPAPR,WEST COAST PAPER MILLS,354869.00,1934.88,,,
BLUEDART,BLUE DART EXPRESS LTD,74324.00,4597.37,,,
KALAMANDIR,SAI SILKS (KALAMANDIR) L,2704941.00,4726.86,,,
SRM,SRM CONTRACTORS LIMITED,90271.00,493.85,,,
BARBEQUE,BARBEQUE NATION HOSP. LTD,387948.00,1101.56,,,
AURIONPRO,AURIONPRO SOLN LTD,396924.00,5142.87,,,
ARISINFRA,ARISINFRA SOLUTIONS LTD,529397.00,832.67,,,
ANDHRAPAP,ANDHRA PAPER LIMITED,580531.00,489.34,,,
SILVERCASE,ZERODHAAMC - SILVERCASE,1152677.00,151.51,,,
AKZOINDIA,AKZO NOBEL INDIA LIMITED,30025.00,1070.17,,,
VADILALIND,VADILAL INDUSTRIES LTD,15678.00,863.59,,,
SNOWMAN,SNOWMAN LOGISTICS LTD.,1220006.00,785.04,,,
BERGEPAINT,BERGER PAINTS (I) LTD,344433.00,1912.12,,,
LINCOLN,LINCOLN PHARMA LTD,144358.00,870.28,,,
CMSINFO,CMS INFO SYSTEMS LIMITED,641503.00,2747.81,,,
LUMAXIND,LUMAX INDUSTRIES LTD,8872.00,401.64,,,
MAXESTATES,MAX ESTATES LIMITED,328130.00,1625.61,,,
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,1124235.00,1641.68,,,
DODLA,DODLA DAIRY LIMITED,54725.00,760.53,,,
GOKULAGRO,GOKUL AGRO RESOURCES LTD,200293.00,732.00,,,
MCLEODRUSS,MCLEOD RUSSEL INDIA LIMIT,147664.00,55.56,,,
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,59671.00,494.02,,,
DDEVPLSTIK,DDEV PLASTIKS IND LTD,186963.00,600.44,,,
OILIETF,ICICIPRAMC - OILIETF,3883784.00,446.25,,,
ARVSMART,ARVIND SMARTSPACES LTD,156815.00,1053.11,,,
GRINFRA,G R INFRAPROJECTS LIMITED,70963.00,947.83,,,
ACCELYA,ACCELYA KALE SOLUTION LTD,298699.00,4322.02,,,
TVTODAY,TV TODAY NETWORK LIMITED,267563.00,506.55,,,
DBCORP,D.B.CORP LTD,136978.00,371.04,,,
ETHOSLTD,ETHOS LIMITED,33233.00,883.66,,,
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,720385.00,678.95,,,
NAVNETEDUL,NAVNEET EDUCATION LTD,688943.00,1074.30,,,
SPAL,S. P. APPARELS LIMITED,63569.00,486.00,,,
GULPOLY,GULSHAN POLYOLS LIMITED,289596.00,513.60,,,
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,32104.00,135.94,,,
KOKUYOCMLN,KOKUYO CAMLIN LIMITED,157072.00,199.90,,,
STYLAMIND,STYLAM INDUSTRIES LIMITED,68548.00,1212.90,,,
JINDALPOLY,JINDAL POLY FILMS LIMITED,202459.00,1283.20,,,
BBOX,BLACK BOX LIMITED,54902.00,292.55,,,
ICRA,ICRA LIMITED,3737.00,247.88,,,
AVADHSUGAR,AVADH SUG & ENERGY LTD,240627.00,1249.75,,,
ZOTA,ZOTA HEALTH CARE LIMITED,94370.00,1124.06,,,
SCHNEIDER,SCHNEIDER ELECTRIC INFRA,72903.00,616.67,,,
RATNAVEER,RATNAVEER PRECISION ENG L,426930.00,668.51,,,
VAKRANGEE,VAKRANGEE LIMITED,404846.00,45.38,,,
KANORICHEM,KANORIA CHEM & IND LTD,12230.00,16.10,,,
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,38132.00,24.81,,,
QPOWER,QUALITY POWER ELEC EQUP L,764307.00,6104.47,,,
TRACXN,TRACXN TECHNOLOGIES LTD,277666.00,187.02,,,
ORIENTCER,ORIENT CERATECH LIMITED,66180.00,26.19,,,
PPL,PRAKASH PIPES LIMITED,275071.00,1000.59,,,
NIBE,NIBE LIMITED,11841.00,185.27,,,
RADIANTCMS,RADIANT CASH MGMT SER LTD,354955.00,221.31,,,
CHEVIOT,CHEVIOT COMPANY LIMITED,2758.00,35.44,,,
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,91926.00,368.90,,,
MANAKSIA,MANAKSIA LIMITED,17951.00,15.49,,,
SASTASUNDR,SASTASUNDAR VENTURES LTD,17855.00,52.59,,,
TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,18285.00,11.50,,,
DHANBANK,DHANLAXMI BANK LIMITED,467987.00,130.40,,,
SMARTWORKS,SMARTWORKS COWORKING SP L,44426.00,241.13,,,
UNICHEMLAB,UNICHEM LABORATORIES LTD,87287.00,529.63,,,
VIKRAMSOLR,VIKRAM SOLAR LIMITED,140776.00,465.07,,,
APTECHT,APTECH LIMITED,83549.00,123.64,,,
KESORAMIND,KESORAM INDUSTRIES LTD,155144.00,9.37,,,
JAGSNPHARM,JAGSONPAL PHARMA,141827.00,353.48,,,
INDOWIND,INDOWIND ENERGY LTD,14830.00,2.78,,,
NAGAFERT,NAGARJUN FERT AND CHE LTD,41316.00,2.72,,,
IFBAGRO,IFB AGRO INDUSTRIES LTD,103.00,0.85,,,
DCAL,DISHMAN CARBO AMCIS LTD,302345.00,872.16,,,
SUKHJITS,SUKHJIT STARCH & CHEM LTD,1741.00,3.57,,,
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,297327.00,316.77,,,
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,31254.00,64.71,,,
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,148479.00,447.72,,,
SUPERHOUSE,SUPERHOUSE LIMITED,2761.00,5.12,,,
WANBURY,WANBURY LIMITED,30784.00,81.14,,,
SENSEXIETF,ICICI PRUD SENSEX ETF,10395.00,96.63,,,
ALMONDZ,ALMONDZ GLOBAL SEC LTD,11269.00,2.45,,,
KRITINUT,KRITI NUTRIENTS LIMITED,2050.00,1.93,,,
KRYSTAL,KRYSTAL INTEGRATED SER L,32138.00,214.83,,,
OBCL,ORISSA BENGAL CARRIER LTD,2382.00,1.43,,,
BHARATSE,BHARAT SEATS LIMITED,34659.00,58.32,,,
SALSTEEL,S.A.L. STEEL LTD.,15771.00,2.97,,,
KICL,KALYANI INVEST CO LTD,4526.00,234.35,,,
BANKIETF,ICICIPRAMC - IPRU5008,414900.00,235.13,,,
ESILVER,EDELAMC - ESILVER,30928.00,36.57,,,
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,172792.00,131.29,,,
EMULTIMQ,EDELAMC - EMULTIMQ,45225.00,19.34,,,
NPST,NETWORK PEOPLE SRV TECH L,40432.00,827.89,,,
IVZINGOLD,INVESCO INDIA GOLD ETF,630.00,66.78,,,
HDFCQUAL,HDFCAMC - HDFCQUAL,28085.00,16.27,,,
CIFL,CAPITAL INDIA FINANCE LTD,31068.00,12.03,,,
MOHEALTH,MOTILALAMC - MOHEALTH,33260.00,14.87,,,
MOGOLD,MOTILALAMC - MOGOLD,1030.00,1.23,,,
NV20BEES,NIP IND ETF ETF NV20,22076.00,32.71,,,
FISCHER,FISCHER MEDICAL VENTURE L,116627.00,126.20,,,
SETF10GILT,SBIAMC - SETF10GILT,6373.00,16.47,,,
SILVER1,KOTAKMAMC - KOTAKSILVE,448195.00,562.37,,,
ZIMLAB,ZIM LABORATORIES LIMITED,24840.00,26.98,,,
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD.,52042.00,340.83,,,
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,16000.00,1.20,,,
KABRAEXTRU,KABRAEXTRUSION,6356.00,18.24,,,
RUBYMILLS,THE RUBY MILLS LTD,6058.00,15.09,,,
EFCIL,EFC (I) LIMITED,7364.00,22.33,,,
FIBERWEB,FIBERWEB INDIA LIMITED,5666.00,2.73,,,
ABSLBANETF,BIRLASLAMC - ABSLBANETF,18322.00,10.23,,,
USK,UDAYSHIVAKUMAR INFRA LTD,7912.00,2.78,,,
EBBETF0430,BHARAT Bond ETF - April 2030 -,838.00,12.83,,,
CONSUMIETF,ICICIPRAMC - ICICICONSU,65040.00,79.93,,,
BSE500IETF,ICICIPRAMC - ICICI500,555559.00,217.64,,,
INDOTHAI,INDO THAI SEC LTD,27064.00,80.49,,,
BBETF0432,EDELAMC - BBETF0432,193.00,2.48,,,
SBIETFCON,SBIAMC - SBIETFCON,7474.00,9.49,,,
MOTOUR,MOTILALAMC - MOTOUR,1.00,0.00,,,
AONELIQUID,AONEAMC - AONELIQUID,6.00,0.06,,,
SPECTRUM,SPECTRUM ELECTRIC IND LTD,232.00,3.76,,,
TPLPLASTEH,TPL PLASTECH LIMITED,74994.00,64.71,,,
OCCLLTD,OCCL LIMITED,1000.00,1.29,,,
AXISHCETF,AXISAMC - AXISHCETF,5035.00,7.13,,,
ASPINWALL,ASPINWALL & CO LTD,240.00,0.68,,,
SURANAT&P,SURANA TELECOM AND POW LT,30359.00,7.37,,,
HERCULES,HERCULES HOI. LTD.,1904.00,3.29,,,
MEGASTAR,MEGASTAR FOODS LIMITED,32.00,0.10,,,
DOLPHIN,DOLPHIN OFF ENT (IND) L,307.00,1.28,,,
MANAKALUCO,MANAK ALUMINIUM CO. LTD.,200.00,0.06,,,
HINDCON,HINDCON CHEMICALS LIMITED,78.00,0.03,,,
PVP,PVP VENTURES LIMITED,8758.00,2.39,,,
HISARMETAL,HISAR METAL IND. LIMITED,2099.00,4.56,,,
KILITCH,KILITCH DRUGS INDIA LTD,1.00,0.00,,,
CLEDUCATE,CL EDUCATE LIMITED,1.00,0.00,,,
MEDANTA,GLOBAL HEALTH LIMITED,156442.00,2082.00,,,
CAMS,COMPUTER AGE MNGT SER LTD,937373.00,38272.56,,,
GESHIP,THE GE SHPG.LTD,958547.00,10241.38,,,
SWIGGY,SWIGGY LIMITED,6966157.00,30028.86,,,
TATASTEEL,TATA STEEL LIMITED,14199364.00,22599.85,,,
WELSPUNLIV,WELSPUN LIVING LIMITED,10183734.00,14354.36,,,
NUVOCO,NUVOCO VISTAS CORP LTD,625097.00,2674.01,,,
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,10627682.00,6822.15,,,
SYRMA,SYRMA SGS TECHNOLOGY LTD,1186659.00,9107.40,,,
BLUESTARCO,BLUE STAR LIMITED,206858.00,3914.80,,,
CGPOWER,CROMPGREAVNPP011299DEPO,3655395.00,25726.50,,,
PATELENG,PATEL ENGINEERING LTD.,5817592.00,2510.89,,,
CEATLTD,CEAT LIMITED,150044.00,5230.83,,,
SARDAEN,SARDA ENERGY & MIN LTD,1571687.00,8716.52,,,
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2077488.00,7895.80,,,
IDBI,IDBI BANK LIMITED,36159166.00,33290.92,,,
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,1792276.00,4118.84,,,
TECHM,TECH MAHINDRA LIMITED,1378527.00,21609.58,,,
NYKAA,FSN E COMMERCE VENTURES,1594321.00,3612.36,,,
MARICO,MARICO LIMITED,451380.00,3254.99,,,
HINDUNILVR,HINDUSTAN UNILEVER LTD.,521804.00,13372.91,,,
MIDHANI,MISHRA DHATU NIGAM LTD,2657518.00,11026.81,,,
RITES,RITES LIMITED,4811813.00,13882.32,,,
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,413523.00,1512.00,,,
LATENTVIEW,LATENT VIEW ANALYTICS LTD,883890.00,3849.17,,,
PSUBNKBEES,NIP IND ETF PSU BANK BEES,4853691.00,3946.92,,,
ALKYLAMINE,ALKYL AMINE CHEM LTD,155991.00,3284.87,,,
CIPLA,CIPLA NPP101299 DEPO,326226.00,5008.36,,,
INDGN,INDEGENE LIMITED,984101.00,5830.82,,,
CUMMINSIND,CUMMINS INDIA LTD,176019.00,6798.83,,,
RAYMOND,RAYMOND LTD,742711.00,5531.39,,,
JSWSTEEL,JSW STEEL LIMITED,289885.00,3049.73,,,
M&M,MAHINDRA & MAHINDRA LTD,932724.00,32076.85,,,
NFL,NATIONAL FERTILIZERS LIMI,9538944.00,10038.87,,,
COLPAL,COLGATE PALMOLIVE LTD.,624902.00,15125.70,,,
SONACOMS,SONA BLW PRECISION FRGS L,4238464.00,19987.49,,,
LAOPALA,LA OPALA RG LIMITED,299305.00,837.09,,,
ALKEM,ALKEM LABORATORIES LTD.,25600.00,1402.19,,,
REDTAPE,REDTAPE LIMITED,1324326.00,1986.43,,,
63MOONS,63 MOONS TECHNOLOGIES LTD,302931.00,2704.55,,,
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,2721498.00,7908.58,,,
STLTECH,STERLITE TECHNOLOGIES LTD,1366445.00,1604.99,,,
ICIL,INDO COUNT INDUSTRIES LTD,805501.00,2467.13,,,
ADANIPORTS,ADANI PORT & SEZ LTD,2142544.00,29817.94,,,
QUESS,QUESS CORP LIMITED,539317.00,1732.75,,,
HBLENGINE,HBL ENGINEERING LTD,3143788.00,22871.58,,,
LTF,L&T FINANCE LIMITED,3816157.00,8002.39,,,
JWL,JUPITER WAGONS LIMITED,4640205.00,17782.64,,,
AGI,AGI GREENPAC LIMITED,431380.00,3788.11,,,
ZAGGLE,ZAGGLE PREPA OCEAN SER L,1687224.00,6258.48,,,
ORISSAMINE,ORISSA MIN DEV CO LTD,40057.00,2381.50,,,
AEROFLEX,AEROFLEX INDUSTRIES LTD,2482442.00,4785.03,,,
SPARC,SUN PHARMA ADVANCED RESEA,1673936.00,2745.90,,,
BEPL,BHANSALI ENG. POLYMERS LT,2713056.00,3235.55,,,
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,375157.00,5011.71,,,
ONESOURCE,ONESOURCE SPECL PHARMA L,211684.00,4259.18,,,
FINOPB,FINO PAYMENTS BANK LTD,789297.00,2287.39,,,
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,8997980.00,10629.67,,,
STERTOOLS,STERLING TOOLS LTD.,324564.00,1225.95,,,
AXISGOLD,AXIS MF - AXIS GOLD ETF,2225656.00,2108.47,,,
FORCEMOT,FORCE MOTORS LIMITED,60114.00,10005.30,,,
KSB,KSB LIMITED,148633.00,1240.76,,,
LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,52852.00,58.08,,,
ADANIENT,ADANI ENTERPRISES LIMITED,858989.00,22474.17,,,
HPL,HPL ELECTRIC & POWER LTD,723952.00,3927.46,,,
GALLANTT,GALLANTT ISPAT LIMITED,167526.00,1144.96,,,
GRMOVER,GRM OVERSEAS LIMITED,2303175.00,8368.92,,,
VASCONEQ,VASCON ENGINEERS LTD,4352247.00,2757.36,,,
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,124932.00,1331.64,,,
TATAGOLD,TATAAML-TATAGOLD,13539185.00,1483.57,,,
SETFGOLD,SBI-ETF GOLD,957940.00,922.83,,,
RRKABEL,R R KABEL LIMITED,266049.00,3574.57,,,
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,755109.00,9063.20,,,
TRIVENI,TRIVENI ENGG. & INDS. LTD,1265291.00,4917.07,,,
NIFTYBEES,NIP IND ETF NIFTY BEES,5230673.00,14556.12,,,
UTKARSHBNK,UTKARSH SMALL FIN BANK L,13280411.00,3831.79,,,
ROHLTD,ROYAL ORCHID HOTELS LTD,356347.00,1615.98,,,
GPTHEALTH,GPT HEALTHCARE LIMITED,523729.00,847.78,,,
KIOCL,KIOCL LIMITED,348819.00,1703.03,,,
ORIENTTECH,ORIENT TECHNOLOGIES LTD,359876.00,1516.36,,,
HINDPETRO,HINDUSTAN PETROLEUM CORP,1640072.00,6716.93,,,
GVT&D,GE VERNOVA T&D INDIA LTD,119880.00,3431.56,,,
GOODLUCK,GOODLUCK INDIA LIMITED,778735.00,7891.31,,,
ECLERX,ECLERX SERVICES LTD,61625.00,2475.84,,,
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,1656297.00,3207.93,,,
JINDWORLD,JINDAL WORLDWIDE LTD,2850641.00,1350.35,,,
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,476968.00,2267.43,,,
BASF,BASF INDIA LTD,168723.00,8725.99,,,
POWERMECH,POWER MECH PROJECTS LTD.,256400.00,7675.62,,,
SILVERIETF,ICICIPRAMC - ICICISILVE,3300007.00,4342.42,,,
IIFL,SEC RED NCD 9.50 % SR. I,1943746.00,8499.78,,,
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,381776.00,4663.11,,,
GARFIBRES,GARWARE TECH FIBRES LTD,69879.00,600.30,,,
EVEREADY,EVEREADY INDS. IND.  LTD.,1357509.00,5632.47,,,
ENDURANCE,ENDURANCE TECHNO. LTD.,109996.00,3136.39,,,
HNGSNGBEES,NIP IND ETF HANGSENG BEES,458957.00,2270.18,,,
AGIIL,AGI INFRA LIMITED,455689.00,4672.06,,,
DCBBANK,DCB BANK LIMITED,5344912.00,6896.78,,,
EIDPARRY,EID PARRY INDIA LTD,222786.00,2365.10,,,
SAKSOFT,SAKSOFT LIMITED,701833.00,1531.99,,,
APLLTD,ALEMBIC PHARMA LTD,214393.00,2184.83,,,
APTUS,APTUS VALUE HSG FIN I LTD,1729631.00,5718.70,,,
HCC,HINDUSTAN CONSTRUCTION CO,5175439.00,1565.63,,,
TCPLPACK,TCPL PACKAGING LIMITED,25174.00,1012.44,,,
VRLLOG,VRL LOGISTICS LIMITED,742923.00,2133.21,,,
SENORES,SENORES PHARMACEUTICALS L,542194.00,3686.04,,,
ENTERO,ENTERO HEALTHCARE SOLU L,303060.00,3639.96,,,
REMSONSIND,REMSONS INDUSTRIES LTD,116955.00,159.41,,,
SALZERELEC,SALZER ELECTRONICS LTD,268074.00,2452.07,,,
WEL,WONDER ELECTRICALS LTD,1257815.00,1905.06,,,
ROTO,ROTO PUMPS LIMITED,881341.00,817.71,,,
CONCORDBIO,CONCORD BIOTECH LIMITED,202431.00,3521.44,,,
IPL,INDIA PESTICIDES LIMITED,899554.00,1984.21,,,
ASTEC,ASTEC LIFESCIENCES LTD,320139.00,3238.00,,,
MAITHANALL,MAITHAN ALLOYS LTD,202657.00,2309.23,,,
AXISBNKETF,AXISAMC - AXISBNKETF,467.00,2.65,,,
MAHKTECH,MIRAEAMC - MAHKTECH,2994401.00,812.11,,,
TATVA,TATVA CHIN PHARM CHEM LTD,171406.00,1779.49,,,
DREDGECORP,DREDGING CORP OF INDIA,159061.00,1110.80,,,
NESCO,NESCO LTD.,266350.00,3438.41,,,
JSFB,JANA SMALL FIN BANK LTD,345981.00,1761.51,,,
