sebi_report_as_on_reporting_date_09oct2025,unnamed_1,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7
NECLIFE,NECTAR LIFESCIENCES LTD.,3907.00,1.33,,,,
PANCARBON,PANA CARBON IND CO LTD,100.00,0.50,,,,
AVROIND,AVRO INDIA LIMITED,500.00,0.75,,,,
OCCL,ORIENTAL CARBN & CHEM LTD,720.00,2.26,,,,
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,1000.00,0.97,,,,
SRGHFL,SRG HOUSING FINANCE L,2.00,0.01,,,,
MOTILALOFS,MOTILAL OSWAL FIN LTD,1180705.00,10292.45,,,,
APARINDS,APAR INDUSTRIES LIMITED,76368.00,6304.86,,,,
ASTRAL,ASTRAL LIMITED,976184.00,14730.34,,,,
INDUSTOWER,INDUS TOWERS LIMITED,5271290.00,18542.42,,,,
ASTRAMICRO,ASTRA MICROWAVE LTD,2025071.00,18499.13,,,,
WAAREEENER,WAAREE ENERGIES LIMITED,1682718.00,57201.77,,,,
MSPL,MSP STEEL & POWER LTD.,1048645.00,386.40,,,,
TFCILTD,TOURISM FINANCE CORP. OF,57661399.00,30708.54,,,,
SWANCORP,SWAN CORP LIMITED,6503184.00,32543.73,,,,
HAL,HINDUSTAN AERONAUTICS LTD,2789350.00,132438.29,,,,
CUB,CITY UNION BANK LTD,1330887.00,2711.34,,,,
NHPC,NHPC LTD,32528918.00,29705.53,,,,
STAR,STRIDES PHARMA SCI LTD,816694.00,6447.01,,,,
SHRIPISTON,SHRIRAM PIST. & RING LTD,53573.00,1361.49,,,,
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,189349.00,3991.58,,,,
TEAMLEASE,TEAMLEASE SERVICES LTD.,95097.00,1932.68,,,,
DEVYANI,DEVYANI INTERNATIONAL LTD,9552137.00,16632.17,,,,
RSYSTEMS,R SYSTEMS INTERNATIONAL L,436582.00,1985.84,,,,
DYNAMATECH,DYNAMATIC TECHNOLOGIES,79072.00,5559.69,,,,
ITDC,INDIA TOUR. DEV. CO. LTD.,221189.00,1456.95,,,,
DONEAR,DONEAR IND. LIMITED,32814.00,34.52,,,,
PCJEWELLER,PC JEWELLER LTD,72995036.00,10154.35,,,,
AJANTPHARM,AJANTPHARM LTD,80396.00,2146.49,,,,
EASEMYTRIP,EASY TRIP PLANNERS LTD,67708663.00,8358.69,,,,
DSSL,DYNACONS SYS & SOLN LTD,99074.00,1072.85,,,,
RADHIKAJWE,RADHIKA JEWELTECH LIMITED,452375.00,434.54,,,,
HDFCBANK,HDFC BANK LTD,3673169.00,34590.95,,,,
BAJAJFINSV,BAJAJ FINSERV LTD.,974409.00,19496.29,,,,
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,570676.00,2576.65,,,,
JINDRILL,JINDAL DRILLING AND INDUS,489507.00,3295.70,,,,
KCP,KCP LTD,1387645.00,3015.48,,,,
BSE,BSE LIMITED,3603168.00,86805.71,,,,
ITC,ITC LTD,12624655.00,52840.91,,,,
TATAMOTORS,TATA MOTORS LIMITED,15239219.00,111301.64,,,,
CEMPRO,CEMINDIA PROJECTS LIMITED,952591.00,6979.66,,,,
GABRIEL,GABRIEL INDIA LTD,189652.00,1927.86,,,,
ITCHOTELS,ITC HOTELS LIMITED,6708836.00,15316.86,,,,
IEX,INDIAN ENERGY EXC LTD,8847442.00,14557.15,,,,
KOTAKBANK,KOTAK MAHINDRA BANK LTD,326935.00,6844.06,,,,
ICICIBANK,ICICI BANK LTD DEPO SETT,2379998.00,33068.15,,,,
LTIM,LTIMINDTREE LIMITED,139527.00,7598.94,,,,
GILLETTE,GILLETTE INDIA LTD,32409.00,3196.35,,,,
BOSCHLTD,BOSCH LIMITED,13909.00,5470.06,,,,
AMBER,AMBER ENTERPRISES (I) LTD,156503.00,12357.41,,,,
COFORGE,COFORGE LIMITED,1043206.00,18097.89,,,,
JKCEMENT,JK CEMENT LIMITED,36334.00,2441.80,,,,
INDIGO,INTERGLOBE AVIATION LTD,463940.00,26052.95,,,,
LODHA,LODHA DEVELOPERS LIMITED,1915039.00,24261.18,,,,
BSOFT,BIRLASOFT LIMITED,5264676.00,23051.44,,,,
TPHQ,TEAMO PRODUCTIONS HQ LTD,10000.00,0.07,,,,
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,18368167.00,12105.30,,,,
ALOKINDS,ALOK INDUSTRIES LIMITED,13985655.00,2774.25,,,,
SYNCOMF,SYNCOM FORMU (I) LTD,224279.00,42.70,,,,
SUBEXLTD,SUBEX LTD,794039.00,131.40,,,,
TEJASNET,TEJAS NETWORKS LIMITED,4191947.00,30571.30,,,,
SJS,SJS ENTERPRISES LIMITED,156288.00,2042.43,,,,
DREAMFOLKS,DREAMFOLKS SERVICES LTD,8378.00,19.47,,,,
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2830573.00,4202.99,,,,
WABAG,VA TECH WABAG LTD,921999.00,13464.26,,,,
INDUSINDBK,INDUSIND BANK LIMITED,4687991.00,38082.49,,,,
MRPL,MRPL,7371378.00,11482.06,,,,
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,324748.00,1680.97,,,,
KTKBANK,KARNATAKA BANK LIMITED,15361627.00,28652.39,,,,
REPCOHOME,REPCO HOME FINANCE LTD,929392.00,3826.82,,,,
KSL,KALYANI STEELS LIMITED,281302.00,2435.96,,,,
CPPLUS,ADITYA INFOTECH LIMITED,29473.00,410.12,,,,
VSTIND,VST INDUSTRIES LTD.,1319886.00,3940.36,,,,
ARVINDFASN,ARVIND FASHIONS LIMITED,468898.00,2477.35,,,,
CHAMBLFERT,CHAMBAL FERT - DEPO SETT.,4792723.00,26568.07,,,,
TEXRAIL,TEXMACO RAIL & ENG. LTD.,8965540.00,14934.91,,,,
STLNETWORK,STL NETWORKS LIMITED,427283.00,125.83,,,,
NAHARINDUS,NAHAR INDS ENT LTD,12660.00,16.68,,,,
SUPRIYA,SUPRIYA LIFESCIENCE LTD,455911.00,3204.33,,,,
EKC,EVEREST KANTO CYLINDERLTD,1315999.00,1965.87,,,,
SHARDAMOTR,SHARDA MOTOR INDS LTD,130610.00,1393.65,,,,
ARE&M,AMARA RAJA ENERGY MOB LTD,1546349.00,16524.59,,,,
ALLTIME,ALL TIME PLASTICS LIMITED,160138.00,454.49,,,,
IGL,INDRAPRASTHA GAS LTD,2158169.00,4721.24,,,,
SADBHAV,SADBHAV ENGINEERING LTD,571189.00,75.55,,,,
DALBHARAT,DALMIA BHARAT LIMITED,49692.00,1120.45,,,,
PARADEEP,PARADEEP PHOSPHATES LTD,7321570.00,14054.75,,,,
JMFINANCIL,JM FINANCIAL LIMITED,11993767.00,19476.81,,,,
MANINFRA,MAN INFRA LTD,1763546.00,3118.70,,,,
EXICOM,EXICOM TELE SYSTEMS LTD,746052.00,1253.29,,,,
TTKPRESTIG,TTK PRESTIGE LTD,104545.00,723.69,,,,
SIEMENS,SIEMENS LTD,370313.00,12938.37,,,,
MPHASIS,MPHASIS LIMITED,192544.00,5470.95,,,,
WELCORP,WELSPUN CORP LIMITED,1574630.00,13346.47,,,,
OIL,OIL INDIA LTD,3532946.00,15972.58,,,,
PETRONET,PETRONET LNG LIMITED,2381921.00,7115.10,,,,
JKPAPER,JK PAPER LIMITED,745001.00,3059.64,,,,
FACT,FERT & CHEM TRAVANCORE,753031.00,7428.88,,,,
KARURVYSYA,KARUR VYSYA BANK LTD,3004552.00,6469.83,,,,
BRIGADE,BRIGADE ENTER. LTD,750176.00,7749.08,,,,
UNOMINDA,UNO MINDA LIMITED,396957.00,4990.24,,,,
VBL,VARUN BEVERAGES LIMITED,9503390.00,47290.92,,,,
VTL,VARDHMAN TEXTILES LIMITED,671130.00,3164.91,,,,
VOLTAS,VOLTAS LTD,493547.00,6960.38,,,,
HDFCLIFE,HDFC LIFE INS CO LTD,901247.00,6848.98,,,,
TDPOWERSYS,TD POWER SYSTEMS LTD.,732651.00,3872.85,,,,
INTELLECT,INTELLECT DESIGN ARENA,486515.00,4916.25,,,,
DMART,AVENUE SUPERMARTS LIMITED,303132.00,13536.20,,,,
GODREJPROP,GODREJ PROPERTIES LTD,1140052.00,25520.80,,,,
FIVESTAR,FIVE-STAR BUS FIN LTD,2102997.00,12468.25,,,,
INOXWIND,INOX WIND LIMITED,20927626.00,35124.84,,,,
SAREGAMA,SAREGAMA INDIA LIMITED,690306.00,3625.22,,,,
PFIZER,PFIZER LTD.,53468.00,2886.85,,,,
SONATSOFTW,SONATA SOFTWARE LTD,2028261.00,8210.53,,,,
KPIL,KALPATARU PROJECT INT LTD,185510.00,2280.17,,,,
SHRIRAMFIN,SEC RED NCD 9.12% SR. I,3508517.00,23082.95,,,,
TI,TILAKNAGAR INDUSTRIES LTD,3538219.00,15717.25,,,,
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,26032.00,1598.79,,,,
POLYMED,POLY MEDICURE LIMITED,309416.00,6723.44,,,,
CYIENTDLM,CYIENT DLM LIMITED,747258.00,3770.58,,,,
MMFL,MM FORGINGS LTD,274766.00,1002.15,,,,
JAGRAN,JAGRAN PRAKASHAN LIMITED,729260.00,539.74,,,,
MIDSMALL,MIRAEAMC - MIDSMALL,1234433.00,600.61,,,,
NIVABUPA,NIVA BUPA HEALTH INS CO L,6600411.00,5597.29,,,,
AVL,ADITYA VISION LIMITED,125003.00,656.66,,,,
AXISBPSETF,AXISAMC - AXISBPSETF,8669.00,1.12,,,,
GROWWMOM50,GROWWAMC - GROWWMOM50,234996.00,25.20,,,,
SBISILVER,SBIAMC - SBISILVER,743026.00,1081.46,,,,
MAMATA,MAMATA MACHINERY LIMITED,540600.00,2604.88,,,,
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,227381.00,2923.42,,,,
SCHAND,S CHAND AND COMPANY LTD,132699.00,283.11,,,,
MOSMALL250,MOTILALAMC - MOSMALL250,2617480.00,450.97,,,,
EVINDIA,MIRAEAMC - EVINDIA,244278.00,74.82,,,,
STYLEBAAZA,BAAZAR STYLE RETAIL LTD,767290.00,2671.34,,,,
JKLAKSHMI,JK LAKSHMI CEMENT LIMITED,266052.00,2428.45,,,,
PNGJL,P N GADGIL JEWELLERS LTD,632399.00,3908.57,,,,
SPANDANA,SPANDANA SPHOORTY FIN LTD,712203.00,2470.36,,,,
NIITLTD,NIIT LIMITED,2892167.00,4155.95,,,,
NSIL,NALWA SONS INVESTMENT LTD,26140.00,2002.88,,,,
TAJGVK,TAJ GVK HOTELS & RESORTS,1025834.00,4513.08,,,,
SAGCEM,SAGAR CEMENTS LTD,272343.00,729.05,,,,
APOLLOHOSP,APOLLO HOSPITALS LTD-DEPO,95552.00,7252.75,,,,
DBEIL,DEEPAK BUILDERS & ENG I L,148081.00,265.91,,,,
INFRAIETF,ICICIPRAMC - ICICIINFRA,163785.00,153.52,,,,
PANACEABIO,PANACEA BIOTEC LTD,375079.00,1566.49,,,,
SANOFICONR,SANOFI CONS HEALTHC IND L,3184.00,160.62,,,,
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,267969.00,760.13,,,,
MVGJL,MANOJ VAIBHAV GEM N JEW L,262759.00,596.61,,,,
HDFCMOMENT,HDFCAMC - HDFCMOMENT,601882.00,193.92,,,,
MIDCAPIETF,ICICIPRAMC - ICICIM150,4592062.00,1007.88,,,,
GOLDCASE,ZERODHAAMC - GOLDCASE,2424353.00,439.55,,,,
BLISSGVS,BLISS GVS PHARMA LTD,766286.00,1242.64,,,,
GROWWRAIL,GROWWAMC - GROWWRAIL,2097494.00,763.11,,,,
MIDQ50ADD,DSPAMC - DSPQ50ETF,29219.00,74.24,,,,
ZYDUSWELL,ZYDUS WELLNESS LIMITED,277694.00,1265.29,,,,
JUBLPHARMA,JUBILANT PHARMOVA LTD,471709.00,5274.66,,,,
CARRARO,CARRARO INDIA LIMITED,74554.00,341.48,,,,
NDRAUTO,NDR AUTO COMPONENTS LTD,29784.00,321.92,,,,
BHARATRAS,BHARAT RASAYAN LTD,10232.00,1088.24,,,,
ARMANFIN,ARMAN FIN SERV LTD,63069.00,998.14,,,,
PFS,PTC INDIA FIN SERV LTD,1987847.00,806.35,,,,
MASPTOP50,MIRAEAMC - MASPTOP50,498734.00,310.13,,,,
IGPL,I G PETROCHEMICALS LTD,100326.00,525.23,,,,
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,80874.00,45.06,,,,
ARVIND,ARVIND LIMITED,1343186.00,4513.27,,,,
PFOCUS,PRIME FOCUS LIMITED,1322640.00,2376.35,,,,
GROWWSLVR,GROWWAMC - GROWWSLVR,281859.00,433.83,,,,
SUMMITSEC,SUMMIT SECURITIES LTD,17063.00,367.08,,,,
MOMENTUM,BIRLASLAMC - MOMENTUM,63014.00,19.96,,,,
IMPAL,IND MOTOR PART & ACC LTD,671.00,7.87,,,,
KECL,KIRLOSKAR ELECTRIC CO LTD,221453.00,305.71,,,,
MONARCH,MONARCH NETWORTH CAP LTD,356060.00,1284.47,,,,
BSHSL,BOMBAY SUPER HYBRID SEEDS,10584.00,15.53,,,,
ORIENTHOT,ORIENT HOTELS LTD,2696409.00,3778.18,,,,
GROWWGOLD,GROWWAMC - GROWWGOLD,278760.00,324.77,,,,
AXISTECETF,AXISAMC - AXISTECETF,12231.00,48.79,,,,
WINDLAS,WINDLAS BIOTECH LIMITED,224692.00,2046.91,,,,
MINDTECK,MINDTECK (INDIA) LIMITED,6553.00,18.79,,,,
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,110013.00,572.39,,,,
ATULAUTO,ATUL AUTO LIMITED,259156.00,1330.31,,,,
GSS,GSS INFOTECH LIMITED,551422.00,155.22,,,,
SMLT,SARTHAK METALS LIMITED,4221.00,4.76,,,,
PYRAMID,PYRAMID TECHNOPLAST LTD,40500.00,71.33,,,,
WESTLIFE,WESTLIFE FOODWORLD LTD,91459.00,685.63,,,,
SHALPAINTS,SHALIMAR PAINTS LTD,879035.00,849.77,,,,
ORIENTPPR,ORIENT PAPER AND INDS LTD,3416899.00,1143.37,,,,
PNBGILTS,PNB GILTS LIMITED,3634886.00,3838.53,,,,
NIFTYIETF,ICICI PRUD NIFTY ETF,497033.00,1362.99,,,,
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,224376.00,999.15,,,,
LIQUIDADD,DSPAMC - LIQUIDADD,2340.00,25.57,,,,
KDDL,KDDL LIMITED,32896.00,901.35,,,,
HATSUN,HATSUN AGRO PRODUCT LTD.,60510.00,571.32,,,,
KOLTEPATIL,KOLTE PATIL DEV. LTD.,320549.00,1420.40,,,,
AJMERA,AJMERA REALTY & INF I LTD,201337.00,1930.34,,,,
JLHL,JUPITER LIFE LINE HOSP L,16250.00,241.42,,,,
VERANDA,VERANDA LEARNING SOL LTD,6165983.00,14215.02,,,,
HEUBACHIND,HEUBACH COLORANTS IND LTD,31607.00,177.70,,,,
SATIN,SATIN CREDIT NET LTD,429413.00,694.60,,,,
ALLDIGI,ALLDIGI TECH LIMITED,32170.00,250.44,,,,
AGRITECH,AGRI-TECH (INDIA) LIMITED,3499.00,6.57,,,,
CHEMFAB,CHEMFAB ALKALIS LIMITED,7270.00,50.74,,,,
URJA,URJA GLOBAL LIMITED,308822.00,44.25,,,,
TECH,BIRLASLAMC - TECH,23921.00,9.28,,,,
MATRIMONY,MATRIMONY.COM LIMITED,18348.00,118.50,,,,
NILKAMAL,NILKAMAL LIMITED,6766.00,118.40,,,,
SGIL,SYNERGY GREEN IND. LTD,30654.00,169.56,,,,
NILAINFRA,NILA INFRASTRUCTURES LTD,62501.00,7.82,,,,
HDFCGROWTH,HDFCAMC - HDFCGROWTH,9440.00,11.55,,,,
TARSONS,TARSONS PRODUCTS LIMITED,1506797.00,5565.08,,,,
HDFCNEXT50,HDFCAMC - HDFCNEXT50,112067.00,77.26,,,,
VISHWARAJ,VISHWARAJ SUGAR IND LTD,134518.00,17.12,,,,
BIGBLOC,BIGBLOC CONSTRUCTION LTD,69601.00,68.11,,,,
ITETFADD,DSPAMC - DSPITETF,15673.00,5.83,,,,
MAKEINDIA,MIRAEAMC - MAMFGETF,25632.00,37.93,,,,
MAYURUNIQ,MAYUR UNIQUOTERS LTD,144314.00,803.04,,,,
PVTBANKADD,DSPAMC - DSPPVBKETF,36983.00,10.03,,,,
SAKHTISUG,SAKHTISUG SUGARS LTD,1077557.00,454.26,,,,
UNIDT,UNITED DRILLING TOOLS LTD,4399.00,9.81,,,,
VSTL,VIBHOR STEEL TUBES LTD,9251.00,16.65,,,,
COASTCORP,COASTAL CORPORATION LTD,15542.00,6.15,,,,
AARON,AARON INDUSTRIES LIMITED,891.00,2.16,,,,
PSUBANK,KOTAK PSU BANK,25077.00,180.53,,,,
AURUM,AURUM PROPTECH LIMITED,150942.00,286.69,,,,
TASTYBITE,TASTY BITE EATABLES LTD,7957.00,864.88,,,,
STEELCITY,STEEL CITY SECURITIES LTD,513.00,0.52,,,,
GEEKAYWIRE,GEEKAY WIRES LIMITED,1781.00,1.39,,,,
LICNETFN50,LICNAMC - LICNFENGP,301.00,0.82,,,,
NIFTY1,KOTAK NIFTY ETF,59291.00,161.76,,,,
MBLINFRA,MBL INFRASTRUCTURE LTD,160306.00,69.88,,,,
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,177736.00,754.40,,,,
THEINVEST,THE INVEST TRUST OF IND L,1715.00,2.43,,,,
SANGAMIND,SANGAM (INDIA) LTD,18985.00,86.12,,,,
GROWWN200,GROWWAMC - GROWWN200,24799.00,2.80,,,,
ROSSTECH,ROSSELL TECHSYS LIMITED,75480.00,553.16,,,,
EVERESTIND,EVEREST INDUSTRIES LIMITE,10400.00,71.46,,,,
AMANTA,AMANTA HEALTHCARE LIMITED,10147.00,13.65,,,,
CORDSCABLE,CORDS CABLE INDUS LTD.,6535.00,12.40,,,,
NATCAPSUQ,NATURAL CAPSULES LIMITED,200.00,0.45,,,,
SILINV,SIL INVESTMENTS LIMITED,518.00,3.70,,,,
EMKAY,EMKAY GLOBAL FIN SERV LTD,1075.00,4.20,,,,
ZODIAC,ZODIAC ENERGY LIMITED,137.00,0.62,,,,
MMP,MMP INDUSTRIES LIMITED,35747.00,100.26,,,,
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,20525.00,47.12,,,,
AARTECH,AARTECH SOLONICS LIMITED,1000.00,0.53,,,,
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12.00,0.12,,,,
HCL-INSYS,HCL INFOSYSTEMS LTD,325.00,0.06,,,,
LOKESHMACH,LOKESH MACHINES LTD,1245.00,3.79,,,,
BIRLACABLE,BIRLA CABLE LIMITED,13752.00,25.74,,,,
BHARATGEAR,BHARAT GEARS LTD.,7703.00,9.68,,,,
KANPRPLA,KANPUR PLASTIPACK LIMITED,150.00,0.35,,,,
NAHARPOLY,NAHAR POLY FILMS LIMITED,592.00,1.75,,,,
AVONMORE,AVONMORE CAP&MGT SERV LTD,12427.00,2.36,,,,
SURAJLTD,SURAJ LIMITED,47.00,0.15,,,,
MANGALAM,MANGALAM DRUG & CHEM LTD,5400.00,4.81,,,,
BRNL,BHARAT ROAD NETWORK LTD,1907.00,0.43,,,,
GOLDTECH,AION-TECH SOLUTIONS LTD,1500.00,1.02,,,,
LANCER,LANCER CONTAINER LINE LTD,2000.00,0.25,,,,
AGSTRA,AGS TRANSACT TECH LTD,3262.00,3.15,,,,
500245,KIRLOSKAR FERROUS INDUSTRIES L,2.00,0.01,,,,
CASHIETF,ICICIPRAMC - CASHIETF,10.00,0.10,,,,
WENDT,WENDT (INDIA) LIMITED,34723.00,3405.24,,,,
ONGC,OIL AND NATURAL GAS CORP.,11040523.00,28247.00,,,,
MOREPENLAB,MOREPENLABNPP080200DEPO,13551795.00,8185.51,,,,
RVNL,RAIL VIKAS NIGAM LIMITED,17932471.00,69116.10,,,,
GPPL,GUJARAT PIPAVAV PORT LTD,9050140.00,17821.30,,,,
IRB,IRB INFRA DEV LTD.,64331710.00,31833.00,,,,
RMDRIP,R M DRIP & SPRINK SYS LTD,119147.00,90.61,,,,
NESTLEIND,NESTLE INDIA LIMITED,582505.00,6921.57,,,,
HINDZINC,HINDUSTAN ZINC LIMITED,6542987.00,31518.86,,,,
THERMAX,THERMAX LTD,270164.00,9411.51,,,,
BALUFORGE,BALU FORGE INDUSTRIES LTD,224226.00,1476.80,,,,
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2845299.00,19030.83,,,,
MUFTI,CREDO BRANDS MARKETING L,485411.00,642.27,,,,
IRFC,INDIAN RAILWAY FIN CORP L,45692667.00,64385.91,,,,
GAIL,GAIL (INDIA) LIMITED,17194682.00,32194.55,,,,
TATAPOWER,TATA POWER CO LTD,10142252.00,40271.56,,,,
ENGINERSIN,ENGINEERS INDIA LTD,11868478.00,25655.79,,,,
RBLBANK,RBL BANK LIMITED,14314790.00,37352.86,,,,
YESBANK,YES BANK LIMITED,350271392.00,74498.14,,,,
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,651621.00,8678.89,,,,
INGERRAND,INGERSOLL RAND LTD.,67001.00,2365.92,,,,
TARIL,TRANS & RECTI. LTD,1456731.00,7610.11,,,,
TANLA,TANLA PLATFORMS LIMITED,2393909.00,16713.89,,,,
DHARMAJ,DHARMAJ CROP GUARD LTD,4017.00,12.35,,,,
NOVAAGRI,NOVA AGRITECH LIMITED,30692.00,17.37,,,,
INSECTICID,INSECTICIDES (I) LTD,108576.00,912.79,,,,
JUBLINGREA,JUBILANT INGREVIA LIMITED,1056854.00,7752.95,,,,
KELLTONTEC,KELLTON TECH SOL LTD,4433461.00,1192.02,,,,
ESSENTIA,INTEGRA ESSENTIA LIMITED,77743.00,1.90,,,,
MTARTECH,MTAR TECHNOLOGIES LIMITED,289777.00,5250.66,,,,
SWSOLAR,STRLNG & WIL REN ENE LTD,9036784.00,27059.51,,,,
PRAJIND,PRAJ INDUSTRIES LTD,4670537.00,21084.68,,,,
CLEAN,CLEAN SCIENCE & TECH LTD,960023.00,12733.70,,,,
HGINFRA,H.G.INFRA ENGINEERING LTD,481251.00,5259.28,,,,
SUNFLAG,SUNFLAG IRON AND STEEL CO,609960.00,1751.76,,,,
RTNPOWER,RATTANINDIA POWER LIMITED,24605266.00,3311.71,,,,
GMDCLTD,GUJARAT MIN. DEV. CORPN,5712644.00,29329.28,,,,
PRSMJOHNSN,PRISM JOHNSON LIMITED,1135119.00,1914.20,,,,
JSWCEMENT,JSW CEMENT LIMITED,3159943.00,4683.77,,,,
UTIAMC,UTI ASSET MNGMT CO LTD,290544.00,3900.50,,,,
ELECON,ELECON ENG. CO. LTD,1246412.00,7787.42,,,,
SUBROS,SUBROS LTD,128835.00,1365.30,,,,
CARTRADE,CARTRADE TECH LIMITED,171877.00,3574.89,,,,
RALLIS,RALLIS-12.50%NCD80-2001,1307911.00,4387.21,,,,
UNIONBANK,UNION BANK OF INDIA,23525020.00,32286.23,,,,
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,5310.00,14.02,,,,
ISGEC,ISGEC HEAVY ENG LTD,177363.00,1947.47,,,,
LICHSGFIN,LIC HOUSING FINANCE LTD,3224560.00,19427.78,,,,
PERSISTENT,PERSISTENT SYSTEMS LTD,456187.00,25112.06,,,,
SURYAROSNI,SURYA ROSHNI LTD,730106.00,2240.61,,,,
IRCTC,INDIAN RAIL TOUR CORP LTD,3350810.00,26651.34,,,,
TCS,TATA CONSULTANCY SERV LTD,4238209.00,136479.36,,,,
AUBANK,AU SMALL FINANCE BANK LTD,931637.00,6843.44,,,,
TIINDIA,TUBE INVEST OF INDIA LTD,209278.00,6791.80,,,,
DISHTV,DISH TV INDIA LTD.,3114742.00,197.99,,,,
SAIL,STEEL AUTHORITY OF INDIA,17163776.00,22749.39,,,,
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,859276.00,3108.39,,,,
JYOTISTRUC,JYOTI STRUCTURES LTD,21716910.00,4032.27,,,,
GTLINFRA,GTL INFRA.LTD,7135007.00,120.99,,,,
NCC,NCC LIMITED,13159302.00,30412.05,,,,
KAYNES,KAYNES TECHNOLOGY IND LTD,418236.00,28362.44,,,,
EIEL,ENVIRO INFRA ENGINEERS L,3798880.00,9910.14,,,,
ENRIN,SIEMENS ENERGY INDIA LTD,204102.00,6878.14,,,,
BHARTIARTL,BHARTI AIRTEL LIMITED,1212341.00,23154.90,,,,
INDOAMIN,INDO AMINES LIMITED,228405.00,371.88,,,,
TBZ,TRIB BHIMJI ZAVERI LTD,406184.00,815.28,,,,
BAJEL,BAJEL PROJECTS LIMITED,163438.00,341.30,,,,
MOTISONS,MOTISONS JEWELLERS LTD,3758406.00,754.06,,,,
KOPRAN,KOPRAN LTD,385564.00,703.80,,,,
SKYGOLD,SKY GOLD AND DIAMONDS LTD,1537170.00,4617.58,,,,
COHANCE,COHANCE LIFESCIENCES LTD,751511.00,6857.10,,,,
COSMOFIRST,COSMO FIRST LIMITED,434147.00,4364.66,,,,
GULFOILLUB,GULF OIL LUB. IND. LTD.,183804.00,2278.48,,,,
PIDILITIND,PIDILITE INDUSTRIES LTD,358871.00,5491.13,,,,
LTFOODS,LT FOODS LIMITED,1320849.00,5792.95,,,,
ZENSARTECH,ZENSAR TECHNOLOGIES -DEPO,710024.00,5811.93,,,,
AUROPHARMA,AUROBINDO PHARMA LTD,806520.00,9374.55,,,,
GOLDBEES,NIP IND ETF GOLD BEES,25535324.00,24497.37,,,,
GODREJCP,GODREJ CONSUMER PRODUCTS,521985.00,6464.03,,,,
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,1090650.00,7513.23,,,,
GENUSPOWER,GENUS POWER INFRASTRU LTD,3816642.00,13863.25,,,,
LINDEINDIA,LINDE INDIA LIMITED,147840.00,9981.06,,,,
AEGISLOG,AEGIS LOGISTICS LIMITED,871222.00,7059.13,,,,
360ONE,360 ONE WAM LIMITED,452339.00,4900.25,,,,
ASTERDM,ASTER DM HEALTHCARE LTD.,468823.00,2924.53,,,,
NETWEB,NETWEB TECH INDIA LTD,457894.00,15942.92,,,,
LUPIN,LUPIN LIMITED,432882.00,8623.64,,,,
SAILIFE,SAI LIFE SCIENCES LIMITED,829056.00,7187.87,,,,
EPL,EPL LIMITED,1784085.00,4148.51,,,,
HINDOILEXP,HINDUSTAN OIL EXPLORATION,3996442.00,7882.14,,,,
PENIND,PENNAR INDUSTRIES LTD,1955114.00,4592.40,,,,
ATGL,ADANI TOTAL GAS LIMITED,1716897.00,11922.08,,,,
3MINDIA,3M INDIA LIMITED,8495.00,2572.94,,,,
DBL,DILIP BUILDCON LIMITED,734254.00,3669.98,,,,
TIMKEN,TIMKEN INDIA LTD.,76494.00,2571.38,,,,
GODFRYPHLP,GODFREY PHILIPS-DEPO,777165.00,26458.32,,,,
PGIL,HOUSE OF PEARL FASHIONS L,110860.00,1556.32,,,,
EBGNG,GNG ELECTRONICS LIMITED,204470.00,764.01,,,,
VMART,VMART RETAIL LTD,108304.00,981.49,,,,
ORIENTCEM,ORIENT CEMENT LTD.,2885588.00,7169.10,,,,
METAL,MIRAEAMC - METAL,1800763.00,186.44,,,,
HDFCSML250,HDFCAMC - HDFCSML250,3223616.00,5581.13,,,,
MON100,MOTILAL OS NASDAQ100 ETF,1592885.00,3536.85,,,,
PRICOLLTD,PRICOL LIMITED,429095.00,2067.86,,,,
KIRIINDUS,KIRI INDUSTRIES LIMITED,2667264.00,16324.72,,,,
VIKASECO,VIKAS ECOTECH LIMITED,86868.00,1.90,,,,
HIKAL,HIKAL LIMITED,1272000.00,4145.37,,,,
5PAISA,5PAISA CAPITAL LIMITED,30363.00,136.23,,,,
HDFCMID150,HDFCAMC - HDFCMID150,788294.00,166.13,,,,
MAHLOG,MAHINDRA LOGISTIC LIMITED,408307.00,1472.30,,,,
