sebi_report_as_on_reporting_date_30oct2025,unnamed_1,unnamed_2,unnamed_3
AKZOINDIA,AKZO NOBEL INDIA LIMITED,27966,987.74
ALANKIT,ALANKIT LIMITED,226321,32.51
ALBERTDAVD,ALBERT DAVID LIMITED,3851,31.72
ALEMBICLTD,ALEMBIC LIMITED,2280565,2662.51
ALICON,ALICON CASTALLOY LIMITED,13543,139.04
ALIVUS,ALIVUS LIFE SCIENCES LTD,220503,2266.47
ALKALI,ALKALI METALS LTD,880,0.84
ALKEM,ALKEM LABORATORIES LTD.,22695,1244.75
ALKYLAMINE,ALKYL AMINES CHEM. LTD,172324,3559.12
ALLCARGO,ALLCARGO LOGISTICS LTD,13785967,5145.40
ALLDIGI,ALLDIGI TECH LIMITED,32065,248.90
ALLTIME,ALL TIME PLASTICS LIMITED,132487,381.45
ALMONDZ,ALMONDZ GLOBAL SEC LTD,11391,2.47
ALOKINDS,ALOK INDUSTRIES LIMITED,15227949,2968.30
ALPA,ALPA LABORATORIES LTD,2698,2.97
ALPHA,KOTAKMAMC - KOTAKALPHA,4481457,2217.15
ALPHAETF,MIRAEAMC - ALPHAETF,1771166,448.75
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14574,38.72
ALPL30IETF,ICICIPRAMC - ICICIALPLV,878860,250.15
AMANTA,AMANTA HEALTHCARE LIMITED,10437,13.48
AMBER,AMBER ENTERPRISES (I) LTD,178605,14273.26
AMBIKCO,AMBIKA COTTON MILL LTD.,14364,216.68
AMBUJACEM,AMBUJA CEMENTS LTD,2223930,12921.22
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2258,6.73
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42379,318.94
ANANDRATHI,ANAND RATHI WEALTH LTD,110280,3186.84
ANANTRAJ,ANANT RAJ LIMITED,10277159,67438.54
ANDHRAPAP,ANDHRA PAPER LIMITED,604190,506.48
ANDHRSUGAR,ANDHRA SUGARS LTD,461956,492.23
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,819279,22248.71
ANMOL,ANMOL INDIA LIMITED,100,0.01
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121508,775.13
ANTHEM,ANTHEM BIOSCIENCES LTD,292620,2269.33
ANUHPHR,ANUH PHARMA LIMITED,23752,22.92
ANUP,THE ANUP ENGINEERING LTD,87199,2266.33
ANURAS,ANUPAM RASAYAN INDIA LTD,4161996,41141.28
AONEGOLD,AONEAMC - AONEGOLD,282770,33.14
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,48183,4.96
AONETOTAL,AONEAMC - AONETOTAL,71759,8.41
APARINDS,APAR INDUSTRIES LTD.,68098,5733.23
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,32944,135.36
APEX,APEX FROZEN FOODS LIMITED,191260,467.09
APLAPOLLO,APL APOLLO TUBES LTD,274813,4776.61
APLLTD,ALEMBIC PHARMA LTD,219718,2218.77
APOLLO,APOLLO MICRO SYSTEMS LTD,3027457,7815.83
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,95350,7345.16
APOLLOPIPE,APOLLO PIPES LIMITED,561275,2175.12
APOLLOTYRE,APOLLO TYRES LTD,873765,4359.18
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,159068,206.84
APTUS,APTUS VALUE HSG FIN I LTD,2006017,6518.70
ARCHIDPLY,ARCHIDPLY IND. LTD,1200,1.23
ARE&M,AMARA RAJA ENERGY MOB LTD,1453799,15497.40
ARIES,ARIES AGRO LTD.,104044,411.82
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,687614,742.97
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,173618,736.26
ARISINFRA,ARISINFRA SOLUTIONS LTD,566876,909.27
ARKADE,ARKADE DEVELOPERS LIMITED,2861059,5132.42
ARMANFIN,ARMAN FIN SERV LTD,80904,1300.35
ARROWGREEN,ARROW GREENTECH LIMITED,14123,89.34
ARTEMISMED,ARTEMIS MED SERVICE LTD,181850,466.54
ARVIND,ARVIND LIMITED,1151802,3894.11
ARVINDFASN,ARVIND FASHIONS LIMITED,468287,2462.17
ARVSMART,ARVIND SMARTSPACES LTD,164282,1092.36
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,139521,1242.31
ASAHISONG,ASAHI SONGWON COLOR LTD,938,2.74
ASAL,AUTOMOTIVE STAMPINGS & AS,35456,208.08
ASALCBR,ASSO ALCOHOLS & BREW LTD,111317,1131.06
ASHAPURMIN,ASHAPURA MINECHEM LTD,1613110,7999.89
ASHIANA,ASHIANA HOUSING LTD,78103,247.86
ASHIMASYN,ASHIMA LTD,3000,0.69
ASHOKA,ASHOKA BUILDCON LTD,4706869,9890.98
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,8738501,11860.54
ASIANENE,ASIAN ENERGY SERVICES LTD,585942,2018.22
ASIANPAINT,ASIAN PAINTS LIMITED,600248,15084.63
ASIANTILES,ASIAN GRANITO IND. LTD.,936625,586.96
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,463024,2344.01
ASMS,BARTRONICS INDIA LIMITED,34141,5.34
ASPINWALL,ASPINWALL & CO LTD,240,0.68
ASTEC,ASTEC LIFESCIENCES LTD,365299,3549.73
ASTERDM,ASTER DM HEALTHCARE LTD.,389827,2476.32
ASTRAL,ASTRAL LIMITED,869182,13160.09
ASTRAMICRO,ASTRA MICROWAVE LTD,2179360,20170.79
ASTRAZEN,ASTRAZENECA PHARMA IND LT,26455,2144.54
ATALREAL,ATAL REALTECH LIMITED,1604000,351.28
ATAM,ATAM VALVES LIMITED,799,0.87
ATGL,ADANI TOTAL GAS LIMITED,1779121,12192.15
ATHERENERG,ATHER ENERGY LIMITED,733237,4697.37
ATL,ALLCARGO TERMINALS LTD,823911,362.75
ATUL,ATUL LTD,267828,15741.37
ATULAUTO,ATUL AUTO LIMITED,271530,1379.53
AUBANK,AU SMALL FINANCE BANK LTD,562723,4214.62
AURIONPRO,AURIONPRO SOLN LTD,415630,5236.29
AUROPHARMA,AUROBINDO PHARMA LTD,870300,10048.89
AURUM,AURUM PROPTECH LIMITED,253648,461.87
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,25664,472.33
AUTOBEES,NIPPONAMC - NETFAUTO,332625,906.25
AUTOIETF,ICICIPRAMC - ICICIAUTO,1311410,359.68
AUTOIND,AUTOLINE INDUSTRIES LTD,65068,52.13
AVADHSUGAR,AVADH SUG & ENERGY LTD,236324,1220.79
AVALON,AVALON TECHNOLOGIES LTD,239799,2448.30
AVANTEL,AVANTEL LIMITED,7096846,12804.31
AVANTIFEED,AVANTI FEEDS LIMITED,1210040,9006.97
AVG,AVG LOGISTICS LIMITED,1886,5.19
AVL,ADITYA VISION LIMITED,130385,688.18
AVONMORE,AVONMORE CAP&MGT SERV LTD,13976,2.63
AVROIND,AVRO INDIA LIMITED,1238,1.77
AVTNPL,AVT NATURAL PRODUCTS LTD,39575,37.39
AWFIS,AWFIS SPACE SOLUTIONS LTD,823527,5049.90
AWHCL,ANTONY WASTE HDG CELL LTD,256144,1546.31
AWL,AWL AGRI BUSINESS LIMITED,3815248,10684.08
AXISBANK,AXIS BANK LIMITED,992430,11571.28
AXISBNKETF,AXISAMC - AXISBNKETF,614,3.64
AXISBPSETF,AXISAMC - AXISBPSETF,1413,0.18
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,13812,17.52
AXISGOLD,AXIS MF - AXIS GOLD ETF,2732163,2728.15
AXISHCETF,AXISAMC - AXISHCETF,5468,7.79
AXISILVER,AXISAMC - AXISILVER,879466,1436.05
AXISNIFTY,AXISAMC - AXISNIFTY,24993,70.24
AXISTECETF,AXISAMC - AXISTECETF,7210,29.46
AXISVALUE,AXISAMC - AXISVALUE,891,0.25
AXITA,AXITA COTTON LIMITED,53209,6.82
AXSENSEX,AXISAMC - AXSENSEX,2268,1.94
AYMSYNTEX,AYM SYNTEX LIMITED,20623,40.00
AZAD,AZAD ENGINEERING LIMITED,565522,9540.62
BAIDFIN,BAID FINSERV LIMITED,37553,4.64
BAJAJ-AUTO,BAJAJ AUTO LIMITED,372662,33130.41
BAJAJCON,BAJAJ CONSUMER CARE LTD,1861967,4620.83
BAJAJELEC,BAJAJ ELECT.LTD,472193,2780.07
BAJAJFINSV,BAJAJ FINSERV LTD.,630403,12694.86
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,890725,4445.43
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,22937971,27417.72
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,22883489,5774.92
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,66517,8631.41
BAJAJINDEF,INDEF MANUFACTURING LTD,12105,46.50
BAJEL,BAJEL PROJECTS LIMITED,200269,411.99
BAJFINANCE,BAJAJ FINANCE LIMITED,2407269,23191.66
BALAJEE,SHREE TIRUPATI BALAJEE L,131024,68.88
BALAJITELE,BALAJI TELEFILMS LIMITED.,87485,108.43
BALAMINES,BALAJI AMINES LIMITED,263477,4338.08
BALAXI,BALAXI PHARMA LTD,86187,52.31
BALKRISIND,BALKRISHNA IND. LTD,174964,4361.96
BALMLAWRIE,BALMER LAWRIE & CO LTD,1773552,3978.69
BALPHARMA,BAL PHARMA LTD.,2501,2.07
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1009735,5217.79
BALUFORGE,BALU FORGE INDUSTRIES LTD,271798,1764.98
BANARISUG,BANNARI AMMAN SUGARS LTD,499,18.12
BANCOINDIA,BANCO PRODUCTS (I) LTD,508437,3750.79
BANDHANBNK,BANDHAN BANK LIMITED,13286642,23200.69
BANKBARODA,BANK OF BARODA,5200729,13000.39
BANKBEES,NIP IND ETF BANK BEES,483191,2804.64
BANKBETF,BFAM - BANKBETF,12295,7.05
BANKETF,MIRAEAMC - BANKETF,14148,83.12
BANKETFADD,DSPAMC - DSPBANKETF,3282,1.90
BANKIETF,ICICIPRAMC - IPRU5008,257943,147.99
BANKINDIA,BANK OF INDIA,14968028,18066.40
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,12337,70.56
BANKPSU,MIRAEAMC - BANKPSU,18171,13.76
BANSALWIRE,BANSAL WIRE INDUSTRIES L,214651,839.95
BANSWRAS,BANSWARA SYNTEX LIMITED,3608,5.89
BASF,BASF INDIA LTD,170848,8786.12
BASML,BANNARI AM SPIN MILL LTD.,77803,23.04
BATAINDIA,BATA INDIA LTD,445658,5397.24
BAYERCROP,BAYER CROPSCIENCE LTD,75643,3976.89
BBETF0432,EDELAMC - BBETF0432,148,1.90
BBL,BHARAT BIJLEE LTD,107436,3167.36
BBNPNBETF,BARODABNP - BBNPNBETF,14,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,24637,29.53
BBOX,BLACK BOX LIMITED,453040,2559.35
BBTC,BOMBAY BURMAH TRADING COR,207695,4084.77
BCLIND,BCL INDUSTRIES LIMITED,1681742,744.25
BCONCEPTS,BRAND CONCEPTS LIMITED,824,3.70
BDL,BHARAT DYNAMICS LIMITED,4022952,67942.03
BEARDSELL,BEARDSELL LIMITED,7701,2.71
BECTORFOOD,MRS BECTORS FOOD SPE LTD,189864,2728.30
BEDMUTHA,BEDMUTHA INDUST LTD,7361,10.61
BEL,BHARAT ELECTRONICS LTD,24647799,96086.74
BELLACASA,BELLA CASA FASH AND RET L,5733,22.33
BELRISE,BELRISE INDUSTRIES LTD,12960077,19121.59
BEML,BEML LIMITED,677150,29503.67
BEPL,BHANSALI ENG. POLYMERS LT,2935957,3427.56
BERGEPAINT,BERGER PAINTS (I) LTD,340474,1891.50
BESTAGRO,BEST AGROLIFE LIMITED,74903,334.38
BFINVEST,BF INVESTMENT LIMITED,103578,552.79
BFSI,MIRAEAMC - MAFSETF,1154779,314.36
BFUTILITIE,BF UTILITIES LIMITED,134949,1006.52
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,597858,1744.75
BHAGERIA,BHAGERIA INDUSTRIES LTD,209387,469.71
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,4923,6.44
BHANDARI,BHANDARI HOSIERY EXP LTD,907044,46.86
BHARATFORG,BHARAT FORGE LTD,954029,12403.73
BHARATGEAR,BHARAT GEARS LTD.,7603,9.57
BHARATRAS,BHARAT RASAYAN LTD,18189,2002.48
BHARATSE,BHARAT SEATS LIMITED,47851,93.57
BHARATWIRE,BHARAT WIRE ROPES LTD.,855353,1919.56
BHARTIARTL,BHARTI AIRTEL LIMITED,669279,12969.63
BHARTIHEXA,BHARTI HEXACOM LIMITED,102812,1891.38
BHEL,BHEL,10666952,26336.72
BIGBLOC,BIGBLOC CONSTRUCTION LTD,71031,67.79
BIKAJI,BIKAJI FOODS INTERN LTD,592716,4561.88
BIOCON,BIOCON LIMITED.,2967301,11047.49
BIRLACABLE,BIRLA CABLE LIMITED,25023,44.42
BIRLACORPN,BIRLA CORPORATION LTD,310332,4038.27
BIRLAMONEY,ADITYA BIRLA MONEY LTD,41625,73.42
BIRLANU,BIRLANU LIMITED,45287,967.49
BLACKBUCK,BLACKBUCK LIMITED,954795,6105.90
BLAL,BEML LAND ASSETS LIMITED,91637,210.67
BLISSGVS,BLISS GVS PHARMA LTD,805785,1300.05
BLKASHYAP,B.L.KASHYAP & SON LTD,690586,482.02
BLS,BLS INTL SERVS LTD,7729884,28427.06
BLSE,BLS E-SERVICES LIMITED,80624,149.58
BLUEDART,BLUE DART EXPRESS LTD,76763,5041.65
BLUEJET,BLUE JET HEALTHCARE LTD,2518658,18639.64
BLUESTARCO,BLUE STAR LIMITED,226389,4372.29
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,755972,5431.16
BLUSPRING,BLUSPRING ENTERPRISES LTD,238840,200.09
BODALCHEM,BODAL CHEMICALS LTD,730606,532.41
BOMDYEING,BOMBAY DYEING & MFG. CO L,6550134,11104.12
BORANA,BORANA WEAVES LIMITED,41412,94.38
BOROLTD,BOROSIL LIMITED,361569,1338.45
BORORENEW,BOROSIL RENEWABLES LTD,1810480,11185.02
BOROSCI,BOROSIL SCIENTIFIC LTD,68715,101.34
BOSCHLTD,BOSCH LIMITED,17046,6635.45
BPCL,BHARAT PETROLEUM CORP  LT,2881618,9716.03
BPL,BPL LTD,70794,58.66
BRIGADE,BRIGADE ENTER. LTD,479678,5140.73
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,188223,160.00
BRITANNIA,BRITANNIA INDUSTRIES LTD,86220,5095.49
BRNL,BHARAT ROAD NETWORK LTD,10520,2.45
BSE,BSE LIMITED,3513732,86126.74
BSE500IETF,ICICIPRAMC - ICICI500,544761,214.53
BSHSL,BOMBAY SUPER HYBRID SEEDS,3456,5.58
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,328429,348.56
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,288789,84.39
BSLSENETFG,BIRLASLAMC - BSLSENETFG,1216,1.01
BSOFT,BIRLASOFT LIMITED,5364812,23156.62
BUTTERFLY,BTRFLY GANDHI APPL LTD,9888,76.43
BYKE,THE BYKE HOSPITALITY LTD,11300,7.85
CAMLINFINE,CAMLIN FINE SCIENCES LTD,1801285,3708.55
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,1001439,2884.64
CAMS,COMPUTER AGE MNGT SER LTD,930009,37777.27
CANBK,CANARA BANK,25697810,29269.86
CANFINHOME,CAN FIN HOMES LTD,362516,2873.22
CANTABIL,CANTABIL RETAIL LTD,1308416,3470.66
CAPACITE,CAPACITE INFRAPROJECT LTD,1721988,5792.87
CAPITALSFB,CAPITAL SMALL FIN BANK L,108465,311.69
CAPLIPOINT,CAPLIN POINT LAB LTD.,123771,2622.46
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,348796,3466.71
CARERATING,CARE RATINGS LIMITED,179558,3085.86
CARRARO,CARRARO INDIA LIMITED,184076,909.95
CARTRADE,CARTRADE TECH LIMITED,1054912,26098.73
CARYSIL,CARYSIL LIMITED,223732,1988.20
CASHIETF,ICICIPRAMC - CASHIETF,14,0.14
CASTROLIND,CASTROL INDIA LIMITED,7978029,17254.28
CCCL,CONS. CONST. CONSORT LTD,471123,116.09
CCL,CCL PRODUCTS (I) LTD,154052,1295.92
CDSL,CENTRAL DEPO SER (I) LTD,5239847,84389.65
CEATLTD,CEAT LIMITED,116315,4553.13
CEIGALL,CEIGALL INDIA LIMITED,682795,1851.95
CELLO,CELLO WORLD LIMITED,604978,3890.97
CEMPRO,CEMINDIA PROJECTS LIMITED,814034,5891.69
CENTENKA,CENTURY ENKA LTD,53131,298.87
CENTEXT,CENTURY EXTRUSIONS LTD,2300,0.70
CENTRALBK,CENTRAL BANK OF INDIA,38154912,15888.72
CENTRUM,CENTRUM CAPITAL LIMITED,29275,10.03
CENTUM,CENTUM ELECTRONICS LTD,64527,1656.58
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,114229,922.30
CERA,CERA SANITARYWARE LTD,50830,3364.40
CESC,CESC LTD,4275215,7378.95
CEWATER,CONCORD ENVIRO SYSTEMS L,83524,463.88
CGCL,CAPRI GLOBAL CAPITAL LTD,5220588,9755.84
CGPOWER,CG POWER AND IND SOL LTD,4347020,30756.02
CHALET,CHALET HOTELS LIMITED,183042,1781.94
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5021039,27310.69
CHEMBOND,CHEMBOND MATERIALTECH LTD,573,3.16
CHEMCON,CHEMCON SPECIAL CHEM LTD,271554,714.38
CHEMFAB,CHEMFAB ALKALIS LIMITED,7263,49.75
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,210488,939.45
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1381306,10510.18
CHEVIOT,CHEVIOT COMPANY LIMITED,1755,22.60
CHOICEIN,CHOICE INTERNATIONAL LTD,1620252,12384.68
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,227994,3693.88
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,99901,1945.44
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,507814,2307.42
CIFL,CAPITAL INDIA FINANCE LTD,32446,12.32
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,66952,1038.08
CIPLA,CIPLA LTD,651326,10306.80
CLEAN,CLEAN SCIENCE & TECH LTD,1080662,13911.42
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,262867,799.62
CMSINFO,CMS INFO SYSTEMS LIMITED,911123,3713.46
COALINDIA,COAL INDIA LTD,10912558,43064.04
COASTCORP,COASTAL CORPORATION LTD,20181,8.05
COCHINSHIP,COCHIN SHIPYARD LIMITED,2886812,57617.94
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43057,21.06
COFORGE,COFORGE LIMITED,1069469,18962.57
COHANCE,COHANCE LIFESCIENCES LTD,969424,8539.44
COLPAL,COLGATE PALMOLIVE LTD.,670722,16025.96
COMMOIETF,ICICIPRAMC - ICICICOMMO,58902,53.33
COMPUSOFT,COMPUCOM SOFTWARE LTD,34731,7.49
COMSYN,COMMERCIAL SYN BAGS LTD,731,1.13
CONCOR,CONTAINER CORP OF IND LTD,3487333,20730.24
CONCORDBIO,CONCORD BIOTECH LIMITED,250990,4229.82
CONFIPET,CONFIDENCE PETRO IND LTD.,3954092,2349.32
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1663,3.68
CONSUMBEES,NIP IND ETF CONSUMPTION,277025,374.65
CONSUMER,MIRAEAMC - CONSUMER,49929,6.09
CONSUMIETF,ICICIPRAMC - ICICICONSU,64366,79.64
CONTROLPR,CONTROL PRINT LIMITED,59760,474.40
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,6145,11.66
COROMANDEL,COROMANDEL INTERNTL. LTD,327385,7455.91
COSMOFIRST,COSMO FIRST LIMITED,454000,4526.35
CPCAP,CP CAPITAL LIMITED,525,0.69
CPPLUS,ADITYA INFOTECH LIMITED,68634,950.61
CPSEETF,CPSE ETF,2895498,2708.07
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,22215,1352.26
CREATIVE,CREATIVE NEWTECH LIMITED,368702,2530.12
CREDITACC,CREDITACCESS GRAMEEN LTD,386430,5001.98
CREST,CREST VENTURES LIMITED,28311,119.72
CRISIL,CRISIL LTD,68099,3598.93
CRIZAC,CRIZAC LIMITED,1210366,3779.27
CROMPTON,CROMPT GREA CON ELEC LTD,6496084,20738.30
CSBBANK,CSB BANK LIMITED,783886,2971.50
CSLFINANCE,CSL FINANCE LIMITED,8566,26.94
CUB,CITY UNION BANK LTD,1286334,2811.79
CUMMINSIND,CUMMINS INDIA LTD,94827,3656.10
CUPID,CUPID LIMITED,19021480,28579.11
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,4611,10.65
CYIENT,CYIENT LIMITED,798899,10394.52
CYIENTDLM,CYIENT DLM LIMITED,751624,3822.99
DABUR,DABUR INDIA LTD,1822908,9547.52
DALBHARAT,DALMIA BHARAT LIMITED,133597,2913.26
DALMIASUG,DALMIA BHARAT SUG IN LTD,87611,332.99
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1339063,3366.85
DATAMATICS,DATAMATICS GLOBAL SER LTD,346076,3001.32
DATAPATTNS,DATA PATTERNS INDIA LTD,557073,15517.47
DAVANGERE,DAVANGERE SUGAR COMPANY L,4357048,171.01
DBCORP,D.B.CORP LTD,160309,425.08
DBEIL,DEEPAK BUILDERS & ENG I L,224945,384.05
DBL,DILIP BUILDCON LIMITED,786469,3893.63
DBOL,DHAMPUR BIO ORGANICS LTD,39114,35.20
DBREALTY,VALOR ESTATE LIMITED,4579089,8237.68
DCAL,DISHMAN CARBO AMCIS LTD,406635,1178.47
DCBBANK,DCB BANK LIMITED,4782625,6574.96
DCI,DC INFOTECH AND COMUN LTD,170530,432.05
DCM,DCM LTD,4833,6.40
DCMNVL,DCM NOUVELLE LIMITED,2153,4.14
DCMSHRIRAM,DCM SHRIRAM LIMITED,172612,2319.70
DCMSRIND,DCM SHRIRAM IND LTD,563783,1013.46
