sebi_report_as_on_reporting_date_16oct2025,unnamed_1,unnamed_2,unnamed_3
AMBER,AMBER ENTERPRISES (I) LTD,166891,13227.48
AMBIKCO,AMBIKA COTTON MILL LTD.,14253,218.51
AMBUJACEM,AMBUJA CEMENTS LTD,2150934,12536.19
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,1858,5.73
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42131,317.31
ANANDRATHI,ANAND RATHI WEALTH LTD,138915,4059.28
ANANTRAJ,ANANT RAJ LIMITED,8656307,57832.30
ANDHRAPAP,ANDHRA PAPER LIMITED,589366,495.39
ANDHRSUGAR,ANDHRA SUGARS LTD,466096,500.38
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,1005429,26781.93
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,114545,738.85
ANTHEM,ANTHEM BIOSCIENCES LTD,192995,1565.06
ANUHPHR,ANUH PHARMA LIMITED,33220,30.75
ANUP,THE ANUP ENGINEERING LTD,89835,2346.71
ANURAS,ANUPAM RASAYAN INDIA LTD,3396687,32849.14
AONEGOLD,AONEAMC - AONEGOLD,291544,34.41
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,39385,4.01
AONETOTAL,AONEAMC - AONETOTAL,214765,25.11
APARINDS,APAR INDUSTRIES LTD.,74171,6152.14
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,28497,120.11
APEX,APEX FROZEN FOODS LIMITED,160875,388.12
APLAPOLLO,APL APOLLO TUBES LTD,267357,4550.79
APLLTD,ALEMBIC PHARMA LTD,207363,2113.09
APOLLO,APOLLO MICRO SYSTEMS LTD,3453947,9143.88
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,79402,6032.47
APOLLOPIPE,APOLLO PIPES LIMITED,388950,1666.48
APOLLOTYRE,APOLLO TYRES LTD,1091944,5298.65
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,115345,160.30
APTUS,APTUS VALUE HSG FIN I LTD,1858099,6066.15
ARCHIDPLY,ARCHIDPLY IND. LTD,1100,1.13
ARE&M,AMARA RAJA ENERGY MOB LTD,1509298,16101.67
ARIES,ARIES AGRO LTD.,108889,431.71
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,380273,403.14
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,172486,731.64
ARISINFRA,ARISINFRA SOLUTIONS LTD,553695,875.41
ARKADE,ARKADE DEVELOPERS LIMITED,2898057,5228.95
ARMANFIN,ARMAN FIN SERV LTD,71844,1144.12
ARROWGREEN,ARROW GREENTECH LIMITED,4913,30.00
ARTEMISMED,ARTEMIS MED SERVICE LTD,182819,466.62
ARVIND,ARVIND LIMITED,1322811,4432.83
ARVINDFASN,ARVIND FASHIONS LIMITED,465943,2458.82
ARVSMART,ARVIND SMARTSPACES LTD,167085,1111.66
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,150624,1318.05
ASAHISONG,ASAHI SONGWON COLOR LTD,1546,4.49
ASAL,AUTOMOTIVE STAMPINGS & AS,35445,209.64
ASALCBR,ASSO ALCOHOLS & BREW LTD,111261,1105.37
ASHAPURMIN,ASHAPURA MINECHEM LTD,1419437,6795.39
ASHIANA,ASHIANA HOUSING LTD,96640,302.90
ASHIMASYN,ASHIMA LTD,1000,0.25
ASHOKA,ASHOKA BUILDCON LTD,4727830,9938.49
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,7178104,9606.58
ASIANENE,ASIAN ENERGY SERVICES LTD,552078,1892.51
ASIANPAINT,ASIAN PAINTS LIMITED,785200,19500.21
ASIANTILES,ASIAN GRANITO IND. LTD.,260571,154.14
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,345535,1765.11
ASMS,BARTRONICS INDIA LIMITED,34173,5.34
ASPINWALL,ASPINWALL & CO LTD,240,0.68
ASTEC,ASTEC LIFESCIENCES LTD,321316,3239.48
ASTERDM,ASTER DM HEALTHCARE LTD.,438822,2745.13
ASTRAL,ASTRAL LIMITED,938590,14181.73
ASTRAMICRO,ASTRA MICROWAVE LTD,2133147,19616.55
ASTRAZEN,ASTRAZENECA PHARMA IND LT,28536,2324.52
ATALREAL,ATAL REALTECH LIMITED,1645493,360.81
ATAM,ATAM VALVES LIMITED,1899,1.86
ATGL,ADANI TOTAL GAS LIMITED,1744284,12028.35
ATHERENERG,ATHER ENERGY LIMITED,665752,3814.44
ATL,ALLCARGO TERMINALS LTD,910200,398.52
ATUL,ATUL LTD,264959,15578.13
ATULAUTO,ATUL AUTO LIMITED,261877,1337.55
AUBANK,AU SMALL FINANCE BANK LTD,748768,5507.08
AURIONPRO,AURIONPRO SOLN LTD,419827,5382.72
AUROPHARMA,AUROBINDO PHARMA LTD,812626,9438.49
AURUM,AURUM PROPTECH LIMITED,270672,497.31
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,26532,490.72
AUTOBEES,NIPPONAMC - NETFAUTO,412609,1124.16
AUTOIETF,ICICIPRAMC - ICICIAUTO,1337090,363.63
AUTOIND,AUTOLINE INDUSTRIES LTD,61218,49.47
AVADHSUGAR,AVADH SUG & ENERGY LTD,235194,1218.11
AVALON,AVALON TECHNOLOGIES LTD,231798,2328.58
AVANTEL,AVANTEL LIMITED,5841306,10747.15
AVANTIFEED,AVANTI FEEDS LIMITED,1171763,8688.26
AVG,AVG LOGISTICS LIMITED,3991,9.91
AVL,ADITYA VISION LIMITED,128931,677.24
AVONMORE,AVONMORE CAP&MGT SERV LTD,13007,2.46
AVROIND,AVRO INDIA LIMITED,1105,1.59
AVTNPL,AVT NATURAL PRODUCTS LTD,44916,41.24
AWFIS,AWFIS SPACE SOLUTIONS LTD,782935,4790.29
AWHCL,ANTONY WASTE HDG CELL LTD,247667,1538.28
AWL,AWL AGRI BUSINESS LIMITED,4333612,12068.28
AXISBANK,AXIS BANK LIMITED,1707425,19845.16
AXISBNKETF,AXISAMC - AXISBNKETF,2276,13.30
AXISBPSETF,AXISAMC - AXISBPSETF,1386,0.18
AXISCADES,AXISCADES TECH LTD,554,9.25
AXISCETF,AXISAMC - AXISCETF,15010,19.04
AXISGOLD,AXIS MF - AXIS GOLD ETF,2979215,2969.75
AXISHCETF,AXISAMC - AXISHCETF,4745,6.70
AXISILVER,AXISAMC - AXISILVER,1055062,1774.10
AXISNIFTY,AXISAMC - AXISNIFTY,16734,45.67
AXISTECETF,AXISAMC - AXISTECETF,10349,41.56
AXISVALUE,AXISAMC - AXISVALUE,5637,1.67
AXITA,AXITA COTTON LIMITED,53491,6.85
AXSENSEX,AXISAMC - AXSENSEX,1313,1.10
AYMSYNTEX,AYM SYNTEX LIMITED,16055,32.09
AZAD,AZAD ENGINEERING LIMITED,589388,9927.01
BAIDFIN,BAID FINSERV LIMITED,37553,4.64
BAJAJ-AUTO,BAJAJ AUTO LIMITED,361078,32028.32
BAJAJCON,BAJAJ CONSUMER CARE LTD,1753849,4243.91
BAJAJELEC,BAJAJ ELECT.LTD,387981,2352.51
BAJAJFINSV,BAJAJ FINSERV LTD.,807485,16172.11
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,953111,4763.29
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,22951696,27529.59
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,22648600,5755.36
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,68244,8827.13
BAJAJINDEF,INDEF MANUFACTURING LTD,10441,40.28
BAJEL,BAJEL PROJECTS LIMITED,179285,372.07
BAJFINANCE,BAJAJ FINANCE LIMITED,2261813,21183.56
BALAJEE,SHREE TIRUPATI BALAJEE L,117576,63.64
BALAJITELE,BALAJI TELEFILMS LIMITED.,85868,107.32
BALAMINES,BALAJI AMINES LIMITED,254313,4220.23
BALAXI,BALAXI PHARMA LTD,86704,52.54
BALKRISIND,BALKRISHNA IND. LTD,178932,4449.26
BALMLAWRIE,BALMER LAWRIE & CO LTD,1815692,4116.30
BALPHARMA,BAL PHARMA LTD.,2150,1.78
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,964626,5048.89
BALUFORGE,BALU FORGE INDUSTRIES LTD,263882,1732.27
BANARISUG,BANNARI AMMAN SUGARS LTD,493,17.90
BANCOINDIA,BANCO PRODUCTS (I) LTD,487347,3637.16
BANDHANBNK,BANDHAN BANK LIMITED,14526987,25096.94
BANKBARODA,BANK OF BARODA,5714006,14146.91
BANKBEES,NIP IND ETF BANK BEES,472363,2696.95
BANKBETF,BFAM - BANKBETF,10110,5.65
BANKETF,MIRAEAMC - BANKETF,5779,32.69
BANKETFADD,DSPAMC - DSPBANKETF,23630,13.69
BANKIETF,ICICIPRAMC - IPRU5008,304265,172.40
BANKINDIA,BANK OF INDIA,20835085,24803.87
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,13777,77.29
BANKPSU,MIRAEAMC - BANKPSU,10833,7.80
BANSALWIRE,BANSAL WIRE INDUSTRIES L,214926,845.33
BANSWRAS,BANSWARA SYNTEX LIMITED,3608,5.89
BASF,BASF INDIA LTD,166942,8625.42
BASML,BANNARI AM SPIN MILL LTD.,71903,21.35
BATAINDIA,BATA INDIA LTD,340422,4276.35
BAYERCROP,BAYER CROPSCIENCE LTD,63819,3410.15
BBETF0432,EDELAMC - BBETF0432,180,2.31
BBL,BHARAT BIJLEE LTD,105585,3122.98
BBNPNBETF,BARODABNP - BBNPNBETF,212,0.12
BBNPPGOLD,BARODABNP - BBNPPGOLD,25548,30.43
BBOX,BLACK BOX LIMITED,235097,1337.48
BBTC,BOMBAY BURMAH TRADING COR,247355,4788.00
BCLIND,BCL INDUSTRIES LIMITED,1614218,721.81
BCONCEPTS,BRAND CONCEPTS LIMITED,916,4.08
BDL,BHARAT DYNAMICS LIMITED,4026332,68142.67
BEARDSELL,BEARDSELL LIMITED,4301,1.49
BECTORFOOD,MRS BECTORS FOOD SPE LTD,222834,3165.63
BEDMUTHA,BEDMUTHA INDUST LTD,7083,10.25
BEL,BHARAT ELECTRONICS LTD,21543814,82662.51
BELLACASA,BELLA CASA FASH AND RET L,6023,23.47
BELRISE,BELRISE INDUSTRIES LTD,14778073,21611.81
BEML,BEML LIMITED,776002,33809.87
BEPL,BHANSALI ENG. POLYMERS LT,2739783,3243.04
BERGEPAINT,BERGER PAINTS (I) LTD,342557,1900.49
BESTAGRO,BEST AGROLIFE LIMITED,70226,319.15
BFINVEST,BF INVESTMENT LIMITED,105831,564.12
BFSI,MIRAEAMC - MAFSETF,1139095,308.84
BFUTILITIE,BF UTILITIES LIMITED,414568,3300.11
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,592558,1734.34
BHAGERIA,BHAGERIA INDUSTRIES LTD,100321,186.14
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,1000,0.97
BHANDARI,BHANDARI HOSIERY EXP LTD,891782,46.17
BHARATFORG,BHARAT FORGE LTD,1123840,14430.85
BHARATGEAR,BHARAT GEARS LTD.,7603,9.57
BHARATRAS,BHARAT RASAYAN LTD,9440,1004.80
BHARATSE,BHARAT SEATS LIMITED,42990,81.64
BHARATWIRE,BHARAT WIRE ROPES LTD.,909755,1982.05
BHARTIARTL,BHARTI AIRTEL LIMITED,1224108,23507.32
BHARTIHEXA,BHARTI HEXACOM LIMITED,106926,1930.09
BHEL,BHEL,12429691,30538.97
BIGBLOC,BIGBLOC CONSTRUCTION LTD,75428,70.82
BIKAJI,BIKAJI FOODS INTERN LTD,583884,4518.52
BIOCON,BIOCON LIMITED.,3158873,11688.53
BIRLACABLE,BIRLA CABLE LIMITED,16407,29.65
BIRLACORPN,BIRLA CORPORATION LTD,309797,4049.00
BIRLAMONEY,ADITYA BIRLA MONEY LTD,47765,84.82
BIRLANU,BIRLANU LIMITED,42966,929.41
BLACKBUCK,BLACKBUCK LIMITED,947803,5899.08
BLAL,BEML LAND ASSETS LIMITED,95234,218.45
BLISSGVS,BLISS GVS PHARMA LTD,831259,1340.36
BLKASHYAP,B.L.KASHYAP & SON LTD,661373,464.26
BLS,BLS INTL SERVS LTD,7528074,27871.31
BLSE,BLS E-SERVICES LIMITED,84273,156.10
BLUEDART,BLUE DART EXPRESS LTD,79274,4848.79
BLUEJET,BLUE JET HEALTHCARE LTD,2557045,19032.44
BLUESTARCO,BLUE STAR LIMITED,175517,3318.87
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,585592,4236.73
BLUSPRING,BLUSPRING ENTERPRISES LTD,248221,209.85
BODALCHEM,BODAL CHEMICALS LTD,744537,542.97
BOMDYEING,BOMBAY DYEING & MFG. CO L,6358123,10789.05
BORANA,BORANA WEAVES LIMITED,35612,80.39
BOROLTD,BOROSIL LIMITED,359511,1335.17
BORORENEW,BOROSIL RENEWABLES LTD,1532993,9231.16
BOROSCI,BOROSIL SCIENTIFIC LTD,64299,95.56
BOSCHLTD,BOSCH LIMITED,14133,5550.68
BPCL,BHARAT PETROLEUM CORP  LT,2726795,9015.69
BPL,BPL LTD,71664,59.32
BRIGADE,BRIGADE ENTER. LTD,653982,6853.31
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,180899,153.37
BRITANNIA,BRITANNIA INDUSTRIES LTD,77022,4562.66
BRNL,BHARAT ROAD NETWORK LTD,11907,2.76
BSE,BSE LIMITED,3254840,80216.78
BSE500IETF,ICICIPRAMC - ICICI500,545464,214.06
BSHSL,BOMBAY SUPER HYBRID SEEDS,6366,9.64
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,425768,446.40
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,295251,85.20
BSLSENETFG,BIRLASLAMC - BSLSENETFG,1260,1.04
BSOFT,BIRLASOFT LIMITED,5602364,24121.19
BUTTERFLY,BTRFLY GANDHI APPL LTD,8478,64.53
BYKE,THE BYKE HOSPITALITY LTD,10400,7.36
CAMLINFINE,CAMLIN FINE SCIENCES LTD,1828741,3777.68
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,1024846,2951.85
CAMS,COMPUTER AGE MNGT SER LTD,1049066,42479.48
CANBK,CANARA BANK,24964924,27742.90
CANFINHOME,CAN FIN HOMES LTD,584693,4581.65
CANTABIL,CANTABIL RETAIL LTD,1174998,3134.44
CAPACITE,CAPACITE INFRAPROJECT LTD,1734075,5873.87
CAPITALSFB,CAPITAL SMALL FIN BANK L,107573,309.54
CAPLIPOINT,CAPLIN POINT LAB LTD.,120938,2572.21
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,363673,3613.81
CARERATING,CARE RATINGS LIMITED,185506,3199.96
CARRARO,CARRARO INDIA LIMITED,126786,614.41
CARTRADE,CARTRADE TECH LIMITED,917873,21855.33
CARYSIL,CARYSIL LIMITED,232169,2055.36
CASHIETF,ICICIPRAMC - CASHIETF,1012,10.45
CASTROLIND,CASTROL INDIA LIMITED,7469669,16304.29
CCCL,CONS. CONST. CONSORT LTD,464238,114.72
CCL,CCL PRODUCTS (I) LTD,147496,1238.60
CDSL,CENTRAL DEPO SER (I) LTD,5377541,86588.42
CEATLTD,CEAT LIMITED,120951,4247.38
CEIGALL,CEIGALL INDIA LIMITED,699633,1901.37
CELLO,CELLO WORLD LIMITED,576604,3567.35
CEMPRO,CEMINDIA PROJECTS LIMITED,944428,6895.95
CENTENKA,CENTURY ENKA LTD,51365,292.54
CENTEXT,CENTURY EXTRUSIONS LTD,15215,4.57
CENTRALBK,CENTRAL BANK OF INDIA,38406329,15884.66
CENTRUM,CENTRUM CAPITAL LIMITED,32927,11.21
CENTUM,CENTUM ELECTRONICS LTD,44533,1136.96
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,109507,889.87
CERA,CERA SANITARYWARE LTD,50220,3340.55
CESC,CESC LTD,4959269,8452.07
CEWATER,CONCORD ENVIRO SYSTEMS L,84224,472.30
CGCL,CAPRI GLOBAL CAPITAL LTD,4657913,8403.87
CGPOWER,CG POWER AND IND SOL LTD,3628323,25494.85
CHALET,CHALET HOTELS LIMITED,196032,1902.03
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4974776,27314.20
CHEMBOND,CHEMBOND MATERIALTECH LTD,573,3.16
CHEMCON,CHEMCON SPECIAL CHEM LTD,250118,667.03
CHEMFAB,CHEMFAB ALKALIS LIMITED,7335,50.84
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,214426,958.02
CHENNPETRO,CHENNAI PETROLEUM CORP LT,2075604,15638.97
CHEVIOT,CHEVIOT COMPANY LIMITED,2690,34.62
CHOICEIN,CHOICE INTERNATIONAL LTD,1695675,12964.57
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,275200,4370.44
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,90665,1759.49
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,578367,2606.45
CIFL,CAPITAL INDIA FINANCE LTD,38570,14.69
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,59386,902.25
CIPLA,CIPLA LTD,250973,3873.55
CLEAN,CLEAN SCIENCE & TECH LTD,976050,12876.81
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,240523,732.69
CMSINFO,CMS INFO SYSTEMS LIMITED,803627,3318.71
COALINDIA,COAL INDIA LTD,9751468,38680.96
COASTCORP,COASTAL CORPORATION LTD,17542,6.89
COCHINSHIP,COCHIN SHIPYARD LIMITED,2826378,56683.58
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,53053,26.11
COFORGE,COFORGE LIMITED,1038187,18105.53
COHANCE,COHANCE LIFESCIENCES LTD,743206,6779.80
COLPAL,COLGATE PALMOLIVE LTD.,604780,14603.67
COMMOIETF,ICICIPRAMC - ICICICOMMO,59134,53.11
COMPUSOFT,COMPUCOM SOFTWARE LTD,35991,7.74
COMSYN,COMMERCIAL SYN BAGS LTD,2446,3.77
CONCOR,CONTAINER CORP OF IND LTD,3728591,22086.86
CONCORDBIO,CONCORD BIOTECH LIMITED,229495,3929.83
CONFIPET,CONFIDENCE PETRO IND LTD.,4081984,2424.82
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1663,3.68
CONSUMBEES,NIP IND ETF CONSUMPTION,301192,404.20
CONSUMER,MIRAEAMC - CONSUMER,131517,16.02
CONSUMIETF,ICICIPRAMC - ICICICONSU,57547,70.44
CONTROLPR,CONTROL PRINT LIMITED,55892,445.94
CORDSCABLE,CORDS CABLE INDUS LTD.,6035,11.46
COROMANDEL,COROMANDEL INTERNTL. LTD,263769,6144.08
COSMOFIRST,COSMO FIRST LIMITED,434482,4364.68
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,37220,517.76
CPSEETF,CPSE ETF,3021950,2809.15
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,21447,1302.61
CREATIVE,CREATIVE NEWTECH LIMITED,372034,2552.60
CREDITACC,CREDITACCESS GRAMEEN LTD,381050,4872.72
CREST,CREST VENTURES LIMITED,23186,100.40
CRISIL,CRISIL LTD,81646,4245.95
CRIZAC,CRIZAC LIMITED,992615,3063.28
CROMPTON,CROMPT GREA CON ELEC LTD,5903075,19064.70
CSBBANK,CSB BANK LIMITED,885210,3351.91
CSLFINANCE,CSL FINANCE LIMITED,8704,27.37
CUB,CITY UNION BANK LTD,1251636,2549.30
CUMMINSIND,CUMMINS INDIA LTD,196079,7614.18
CUPID,CUPID LIMITED,19999807,29458.21
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,4758,10.99
CYIENT,CYIENT LIMITED,825610,10728.39
CYIENTDLM,CYIENT DLM LIMITED,824892,4158.91
DABUR,DABUR INDIA LTD,1754995,9211.35
DALBHARAT,DALMIA BHARAT LIMITED,51608,1159.84
DALMIASUG,DALMIA BHARAT SUG IN LTD,256844,1011.94
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1371727,3433.60
DATAMATICS,DATAMATICS GLOBAL SER LTD,391209,3372.36
DATAPATTNS,DATA PATTERNS INDIA LTD,529345,14731.92
DAVANGERE,DAVANGERE SUGAR COMPANY L,6200520,243.72
DBCORP,D.B.CORP LTD,196259,512.94
DBEIL,DEEPAK BUILDERS & ENG I L,172451,304.45
DBL,DILIP BUILDCON LIMITED,740316,3683.02
DBOL,DHAMPUR BIO ORGANICS LTD,56204,51.31
DBREALTY,VALOR ESTATE LIMITED,4292949,7831.05
DCAL,DISHMAN CARBO AMCIS LTD,370494,1071.28
DCBBANK,DCB BANK LIMITED,5466416,7049.20
DCI,DC INFOTECH AND COMUN LTD,75140,184.84
DCM,DCM LTD,4918,6.51
DCMNVL,DCM NOUVELLE LIMITED,3349,6.05
DCMSHRIRAM,DCM SHRIRAM LIMITED,162872,2114.17
DCMSRIND,DCM SHRIRAM IND LTD,541055,972.14
DCW,DCW LTD,4244063,3286.54
DCXINDIA,DCX SYSTEMS LIMITED,2666194,7542.04
