sebi_report_as_on_reporting_date_16oct2025,unnamed_1,unnamed_2,unnamed_3
DDEVPLSTIK,DDEV PLASTIKS IND LTD,219177,697.30
DECCANCE,DECCAN CEMENTS LIMITED,180701,1787.60
DEEDEV,DEE DEVELOPMENT ENG LTD,204198,593.93
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,723700,9700.39
DEEPAKNTR,DEEPAK NITRITE LTD,637832,12716.86
DEEPINDS,DEEP INDUSTRIES LIMITED,565127,2813.30
DELHIVERY,DELHIVERY LIMITED,2059624,9130.35
DELTACORP,DELTA CORP LIMITED,9131681,8769.66
DEN,DEN NETWORKS LTD,3139523,1251.15
DENORA,DE NORA INDIA LIMITED,12568,112.58
DENTA,DENTA WATER N INFRA SOL L,410152,1761.19
DEVIT,DEV INFO TECHNOLOGY LTD,24403,12.46
DEVYANI,DEVYANI INTERNATIONAL LTD,9718538,16889.64
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,940751,1436.50
DHANBANK,DHANLAXMI BANK LIMITED,536933,147.73
DHANI,DHANI SERVICES LIMITED,6505220,4190.73
DHANUKA,DHANUKA AGRITECH LTD,88161,1424.61
DHARMAJ,DHARMAJ CROP GUARD LTD,5266,16.18
DHUNINV,DHUNSERI INVESTMENTS LTD,1259,22.95
DIACABS,DIAMOND POWER INFRA LTD,3579926,5378.92
DIAMINESQ,DIAMINES & CHEMICALS LTD,300,1.15
DIAMONDYD,PRATAAP SNACKS LIMITED,870467,8934.61
DIFFNKG,DIFFUSION ENGINEERS LTD,141762,527.84
DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,5300,1.73
DIGISPICE,DIGISPICE TECHNOLOGIES LT,790,0.26
DIGITIDE,DIGITIDE SOLUTIONS LTD,495483,1045.05
DISHTV,DISH TV INDIA LTD.,3257914,203.78
DIVGIITTS,DIVGI TORQTRANSFER SYST L,10784,71.26
DIVISLAB,DIVI S LABORATORIES LTD,195924,12444.40
DIVOPPBEES,NIP IND ETF DIV OPP,138097,112.89
DIXON,DIXON TECHNO (INDIA) LTD,188841,31389.17
DLF,DLF LIMITED,4325925,34250.97
DLINKINDIA,D-LINK INDIA LTD,406128,2015.92
DMART,AVENUE SUPERMARTS LIMITED,304019,13507.97
DMCC,DMCC SPECIALITY CHEMICALS,11172,35.61
DODLA,DODLA DAIRY LIMITED,57548,794.55
DOLATALGO,DOLAT ALGOTECH LIMITED,562511,521.88
DOLLAR,DOLLAR INDUSTRIES LIMITED,176694,705.33
DOLPHIN,DOLPHIN OFF ENT (IND) L,309,1.29
DOMS,DOMS INDUSTRIES LIMITED,123797,3270.10
DONEAR,DONEAR IND. LIMITED,31700,33.42
DPABHUSHAN,D. P. ABHUSHAN LIMITED,10812,164.20
DPSCLTD,DPSC LIMITED,60413,10.34
DPWIRES,D P WIRES LIMITED,30064,83.42
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,9200,1.91
DREAMFOLKS,DREAMFOLKS SERVICES LTD,8474,16.80
DREDGECORP,DREDGING CORP OF INDIA,171702,1182.99
DRREDDY,DR. REDDY S LABORATORIES,605687,7741.90
DSSL,DYNACONS SYS & SOLN LTD,96948,1045.41
DTIL,DHUNSERI TEA & IND. LTD.,4248,8.74
DUCON,DUCON INFRATECHNOLOGIES L,108460,6.84
DVL,DHUNSERI VENTURES LIMITED,16953,64.61
DWARKESH,DWARIKESH SUGAR IND LTD,2455421,1322.24
DYCL,DYNAMIC CABLES LIMITED,211746,921.06
DYNAMATECH,DYNAMATIC TECHNOLOGIES,74303,5288.12
DYNPRO,DYNEMIC PRODUCTS LIMITED,4922,17.43
EASEMYTRIP,EASY TRIP PLANNERS LTD,66244050,8178.42
EBBETF0430,EDELAMC - EBBETF0430,829,12.69
EBBETF0431,EDELAMC - EBBETF0431,335,4.61
EBBETF0433,EDELAMC - EBBETF0433,47,0.59
EBGNG,GNG ELECTRONICS LIMITED,223574,814.08
ECAPINSURE,EDELAMC - ECAPINSURE,313746,74.00
ECLERX,ECLERX SERVICES LTD,58685,2350.73
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,259020,725.43
EDELWEISS,EDELWEISS FIN SERV LTD,16540702,18127.01
EFCIL,EFC (I) LIMITED,198961,623.06
EGOLD,EDELAMC - EGOLD,83539,91.85
EICHERMOT,EICHER MOTORS LTD,90315,5930.76
EIDPARRY,EID PARRY INDIA LTD,229977,2429.46
EIEL,ENVIRO INFRA ENGINEERS L,3797475,9887.59
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,37031,145.00
EIHOTEL,EIH LIMITED,780261,3102.34
EIMCOELECO,EIMCO ELECON (INDIA) LTD,49379,1029.53
EKC,EVEREST KANTO CYLINDERLTD,1265190,1884.40
ELDEHSG,ELDECO HSG & IND LTD.,323,2.57
ELECON,ELECON ENG. CO. LTD,1530163,9309.15
ELECTCAST,ELECTROSTEEL CASTINGS LTD,7448859,8562.86
ELECTHERM,ELECTROTHERM (I) LTD.,7646,80.75
ELGIEQUIP,ELGI EQUIPMENTS LTD,950404,4989.41
ELIN,ELIN ELECTRONICS LIMITED,88435,187.79
ELLEN,ELLENBARRIE INDUS GASES L,406639,2120.34
EMAMILTD,EMAMI LIMITED,752420,4437.20
EMAMIPAP,EMAMI PAPER MILLS LIMITED,184164,203.42
EMBDL,EMBASSY DEVELOPMENTS LTD,40229241,46429.88
EMCURE,EMCURE PHARMACEUTICALS L,78161,1080.63
EMIL,ELECTRONICS MART IND LTD,2241054,3451.69
EMKAY,EMKAY GLOBAL FIN SERV LTD,205,0.72
EMMBI,EMMBI INDUSTRIES LIMITED,1351,1.67
EMSLIMITED,EMS LIMITED,1207211,7552.27
EMUDHRA,EMUDHRA LIMITED,169305,1227.99
EMULTIMQ,EDELAMC - EMULTIMQ,39832,17.01
ENDURANCE,ENDURANCE TECHNO. LTD.,106027,3040.83
ENGINERSIN,ENGINEERS INDIA LTD,11972015,25826.13
ENIL,ENTERTAIN NET. IND. LTD.,35133,57.64
ENRIN,SIEMENS ENERGY INDIA LTD,274344,9090.74
ENTERO,ENTERO HEALTHCARE SOLU L,298644,3583.23
EPACK,EPACK DURABLE LIMITED,1353946,5143.52
EPIGRAL,EPIGRAL LIMITED,265766,4738.60
EPL,EPL LIMITED,1809615,4188.70
EQUAL200,MIRAEAMC - EQUAL200,7126,0.95
EQUAL50ADD,DSPAMC - DSPNEWETF,16745,54.82
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,10713638,6837.32
ERIS,ERIS LIFESCIENCES LIMITED,93002,1556.37
ESABINDIA,ESAB INDIA LTD,10565,557.56
ESAFSFB,ESAF SMALL FINANCE BANK L,1657009,581.91
ESCORTS,ESCORTS KUBOTA LIMITED,170321,6184.06
ESG,MIRAEAMC - MAESGETF,18833,8.12
ESILVER,EDELAMC - ESILVER,82914,131.61
ESSENTIA,INTEGRA ESSENTIA LIMITED,78663,1.91
ESTER,ESTER INDUSTRIES LTD,349873,468.40
ETERNAL,ETERNAL LIMITED,10619908,31253.36
ETHOSLTD,ETHOS LIMITED,27074,730.19
EUREKAFORB,EUREKA FORBES LIMITED,98327,564.26
EUROBOND,EURO PANEL PRODUCTS LTD,1545,3.55
EVEREADY,EVEREADY INDS. IND.  LTD.,1314963,5366.25
EVERESTIND,EVEREST INDUSTRIES LTD,10356,71.08
EVIETF,ICICIPRAMC - EVIETF,143411,45.84
EVINDIA,MIRAEAMC - EVINDIA,234376,71.60
EXCELINDUS,EXCEL INDUSTRIES LTD,25221,317.76
EXICOM,EXICOM TELE SYSTEMS LTD,740590,1239.45
EXIDEIND,EXIDE INDUSTRIES LTD,5516014,23902.89
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,38787,449.74
EXXARO,EXXARO TILES LIMITED,162864,12.99
FACT,FACT LTD,763458,7513.83
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,30989,304.99
FAZE3Q,FAZE THREE LIMITED,45818,241.73
FCL,FINEOTEX CHEMICAL LIMITED,1394221,3653.32
FCSSOFT,FCS SOFTWARE SOLN. LTD.,357727,10.33
FDC,FDC LIMITED,502222,2472.83
FEDERALBNK,FEDERAL BANK LTD,4863565,10007.24
FEDFINA,FEDBANK FINANCIAL SER L,3379175,4864.50
FIBERWEB,FIBERWEB INDIA LIMITED,5672,2.73
FIEMIND,FIEM INDUSTRIES LIMITED,115698,2295.05
FILATEX,FILATEX INDIA LTD,3049223,1683.14
FILATFASH,FILATEX FASHIONS LIMITED,891284,5.35
FINCABLES,FINOLEX CABLES LTD,1116375,10487.65
FINEORG,FINE ORGANIC IND. LTD.,31036,1501.94
FINIETF,ICICIPRAMC-ICICIFIN,2054412,644.02
FINOPB,FINO PAYMENTS BANK LTD,1203235,3666.36
FINPIPE,FINOLEX INDUSTRIES LTD,3022161,6669.12
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2462611,9494.44
FISCHER,FISCHER MEDICAL VENTURE L,116253,124.07
FIVESTAR,FIVE-STAR BUS FIN LTD,2067164,12216.68
FLAIR,FLAIR WRITING INDUST LTD,234878,775.49
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,528964,19633.09
FMCGIETF,ICICIPRAMC - ICICIFMCG,3200723,1905.30
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,120564,621.40
FOODSIN,FOODS & INNS LIMITED,19299,19.15
FORCEMOT,FORCE MOTORS LIMITED,64339,10606.03
FORTIS,FORTIS HEALTHCARE LTD,412848,3433.54
FOSECOIND,FOSECO INDIA LTD,3657,220.38
FSL,FIRSTSOURCE SOLU. LTD.,2038639,7243.01
FUSION,FUSION FINANCE LIMITED,1599400,3873.61
GABRIEL,GABRIEL INDIA LTD,192766,1965.50
GAEL,GUJARAT AMBUJA EXPORTS LT,1718897,2163.05
GAIL,GAIL (INDIA) LTD,16600152,31075.47
GALAPREC,GALA PRECISION ENG LTD,48642,458.87
GALAXYSURF,GALAXY SURFACTANTS LTD,46100,1129.58
GALLANTT,GALLANTT ISPAT LIMITED,176141,1196.40
GANDHAR,GANDHAR OIL REFINE IND L,704115,1195.51
GANDHITUBE,GANDHI SPL. TUBES LTD,30105,272.62
GANECOS,GANESHA ECOSPHERE LIMITED,135556,2063.44
GANESHBE,GANESH BENZOPLAST LIMITED,353603,412.05
GANESHHOU,GANESH HOUSING LIMITED,459057,4385.51
GANGAFORGE,GANGA FORGING LIMITED,10000,0.37
GARFIBRES,GARWARE TECH FIBRES LTD,75110,639.68
GARUDA,GARUDA CONSTRUCT N ENG L,673345,1303.67
GATEWAY,GATEWAY DISTRIPARKS LTD,5304678,3615.37
GCSL,GRETEX CORPORATE SERVICES,1051,2.55
GEECEE,GEECEE VENTURES LIMITED,251,0.96
GEEKAYWIRE,GEEKAY WIRES LIMITED,1771,1.38
GEMAROMA,GEM AROMATICS LIMITED,75526,182.81
GENESYS,GENESYS INTL CORPN LTD,582020,3785.56
GENUSPAPER,GENUS P&B LIMITED,142054,29.94
GENUSPOWER,GENUS POWER INFRASTRU LTD,3856220,13953.37
GEOJITFSL,GEOJIT FINANCIAL SER L,1591555,1337.10
GESHIP,THE GE SHPG.LTD,946644,10114.95
GFLLIMITED,GFL LIMITED,23106,15.85
GHCL,GHCL LIMITED,610288,3701.01
GHCLTEXTIL,GHCL TEXTILES LIMITED,92799,82.99
GICHSGFIN,GIC HOUSING FINANCE LTD,1208626,2408.91
GICRE,GENERAL INS CORP OF INDIA,2530140,10105.63
GILLETTE,GILLETTE INDIA LTD,34340,3363.71
GILT5YBEES,RELCAPAMC - NETFGILT5Y,9915,6.24
GIPCL,GUJ IND POW CO. LTD,2395721,4854.52
GLAND,GLAND PHARMA LIMITED,158007,3096.12
GLAXO,GLAXOSMITHKLINE PHARMA LT,108885,3242.86
GLENMARK,GLENMARK PHARMACEUTICALS,322246,6447.73
GLOBALVECT,GLOBAL VEC HELICORP LTD,4553,10.26
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,356342,260.91
GLOBUSSPR,GLOBUS SPIRITS LTD,169117,1900.97
GLOSTERLTD,GLOSTER LIMITED,4499,29.97
GMBREW,G M BREWERIES LTD,95721,938.34
GMDCLTD,GUJARAT MINERAL DEV CORP,5730937,30748.16
GMMPFAUDLR,GMM PFAUDLER LIMITED,282069,3339.61
GMRAIRPORT,GMR AIRPORTS LIMITED,20178753,17635.95
GMRP&UI,GMR POW AND URBAN INFRA L,12460137,14469.74
GNA,GNA AXLES LIMITED,168069,578.87
GNFC,GUJ NAR VAL FER & CHEM L,1991531,10972.70
GOACARBON,GOA CARBON LIMITED,34577,172.92
GOCLCORP,GOCL CORPORATION LIMITED,375175,1442.65
GOCOLORS,GO FASHION INDIA LTD,142530,1092.98
GODAVARIB,GODAVARI BIOREFINERIES L,17750,45.91
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,754384,25673.19
GODIGIT,GO DIGIT GENERAL INS LTD,227133,815.31
GODREJAGRO,GODREJ AGROVET LIMITED,843657,6326.77
GODREJCP,GODREJ CONSUMER PRODUCTS,580720,7095.93
GODREJIND,GODREJ INDUSTRIES LTD,238143,2741.57
GODREJPROP,GODREJ PROPERTIES LTD,917324,20866.95
GOKEX,GOKALDAS EXPORTS LTD.,978406,7957.83
GOKUL,GOKUL REFOILS & SOLV LTD,780,0.34
GOKULAGRO,GOKUL AGRO RESOURCES LTD,400544,739.72
GOLD1,KOTAK GOLD ETF,1315786,1281.13
GOLD360,360ONEAMC - GOLD360,51250,63.88
GOLDBEES,NIP IND ETF GOLD BEES,50089189,50890.35
GOLDCASE,ZERODHAAMC - GOLDCASE,3027730,565.92
GOLDETF,MIRAEAMC - MAGOLDETF,715511,818.56
GOLDETFADD,DSPAMC - DSPGOLDETF,25973,30.20
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2137041,8101.76
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,4168090,4247.48
GOLDSHARE,UTI GOLD ETF,1457981,1259.47
GOLDTECH,AION-TECH SOLUTIONS LTD,1500,1.02
GOODLUCK,GOODLUCK INDIA LIMITED,770796,7863.21
GOPAL,GOPAL SNACKS LIMITED,630438,2279.52
GOYALALUM,GOYAL ALUMINIUMS LIMITED,1560,0.13
GPIL,GODAWARI POW & ISP LTD,8635352,19364.52
GPPL,GUJARAT PIPAVAV PORT LTD,9104716,17877.94
GPTHEALTH,GPT HEALTHCARE LIMITED,549477,883.94
GPTINFRA,GPT INFRAPROJECTS LTD,130907,155.40
GRANULES,GRANULES INDIA LIMITED,3929730,20432.43
GRAPHITE,GRAPHITE INDIA LTD,2057862,11695.13
GRASIM,GRASIM INDUSTRIES LTD,239612,6374.34
GRAUWEIL,GRAUER & WEIL IND LTD,2600,2.38
GRAVITA,GRAVITA INDIA LIMITED,844383,15109.83
GREAVESCOT,GREAVES COTTON LTD.,5506052,12198.20
GREENLAM,GREENLAM INDUSTRIES LTD.,143772,370.16
GREENPANEL,GREENPANEL INDUSTRIES LTD,262984,806.59
GREENPLY,GREENPLY INDUSTRIES LTD,412918,1287.27
GREENPOWER,ORIENT GREEN POWER CO LTD,4393029,624.39
GRINDWELL,GRINDWELL NORTON LIMITED,61762,1108.31
GRINFRA,G R INFRAPROJECTS LIMITED,69541,929.17
GRMOVER,GRM OVERSEAS LIMITED,2593871,9623.98
GROWWDEFNC,GROWWAMC - GROWWDEFNC,914663,752.02
GROWWEV,GROWWAMC - GROWWEV,223982,68.24
GROWWGOLD,GROWWAMC - GROWWGOLD,254690,304.16
GROWWLIQID,GROWWAMC - GROWWLIQID,1486,1.57
GROWWLOVOL,GROWWAMC - GROWWLOVOL,4497,0.47
GROWWMOM50,GROWWAMC - GROWWMOM50,276586,29.80
GROWWN200,GROWWAMC - GROWWN200,33241,3.77
GROWWNET,GROWWAMC - GROWWNET,142439,15.20
GROWWNIFTY,GROWWAMC - GROWWNIFTY,5,0.00
GROWWNXT50,GROWWAMC - GROWWNXT50,460,0.31
GROWWPOWER,GROWWAMC - GROWWPOWER,39070,3.99
GROWWRAIL,GROWWAMC - GROWWRAIL,3020610,1089.41
GROWWSLVR,GROWWAMC - GROWWSLVR,552771,941.86
GRPLTD,GRP LIMITED,3196,77.60
GRSE,GARDEN REACH SHIP&ENG LTD,1547019,40669.81
GRWRHITECH,GARWARE HI-TECH FILMS LTD,138814,5091.69
GSEC10IETF,ICICIPRAMC - ICICI10GS,2227,5.75
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2094,0.62
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1898,1.21
GSFC,GUJ STATE FERT & CHEM LTD,7254188,15141.04
GSLSU,GLOBAL SURFACES LIMITED,150788,217.89
GSPL,GUJARAT STATE PETRO LTD,848425,2850.29
GSS,GSS INFOTECH LIMITED,551513,151.22
GTL,GTL LTD,109871,13.75
GTLINFRA,GTL INFRA.LTD,6881260,114.90
GTPL,GTPL HATHWAY LIMITED,46262,57.28
GUFICBIO,GUFIC BIOSCIENCES LTD.,139844,513.76
GUJALKALI,GUJARAT ALKALIES & CHEM,356812,2300.06
GUJAPOLLO,GUJ. APOLLO IND. LTD.,427,2.08
GUJGASLTD,GUJARAT GAS LIMITED,612233,2940.14
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1301913,5364.65
GULFOILLUB,GULF OIL LUB. IND. LTD.,182316,2256.26
GULFPETRO,GP PETROLEUMS LIMITED,62329,27.87
GULPOLY,GULSHAN POLYOLS LIMITED,287549,507.29
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,543218,1906.44
GVT&D,GE VERNOVA T&D INDIA LTD,125357,3627.50
HAL,HINDUSTAN AERONAUTICS LTD,2782576,132211.97
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2828399,18884.53
HAPPYFORGE,HAPPY FORGINGS LIMITED,72758,695.51
HARDWYN,HARDWYN INDIA LIMITED,1500,0.19
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,509875,2708.67
HARRMALAYA,HARRISON MALAYALAM LTD,7321,15.96
HARSHA,HARSHA ENGINEERS INT LTD,1079291,4848.27
HATHWAY,HATHWAY CABLE & DATACOM,29697451,4650.30
HATSUN,HATSUN AGRO PRODUCT LTD.,53389,503.91
HAVELLS,HAVELLS INDIA LIMITED,926219,14476.32
HBLENGINE,HBL ENGINEERING LTD,3219318,24196.63
HCC,HINDUSTAN CONSTRUCTION CO,7289270,2160.20
HCG,HEALTHCARE GLOB. ENT. LTD,362731,2265.58
HCL-INSYS,HCL INFOSYSTEMS LTD,325,0.06
HCLTECH,HCL TECHNOLOGIES LTD,1944474,30200.48
HDBFS,HDB FINANCIAL SERVICES L,671161,5078.74
HDFCAMC,HDFC AMC LIMITED,134609,7399.55
HDFCBANK,HDFC BANK LTD,3483569,32800.24
HDFCBSE500,HDFCAMC - HDFCBSE500,16918,6.33
HDFCGOLD,HDFC GOLD ETF,2417371,2419.83
HDFCGROWTH,HDFCAMC - HDFCGROWTH,9359,11.45
HDFCLIFE,HDFC LIFE INS CO LTD,1080894,8178.80
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,24953,5.20
HDFCMID150,HDFCAMC - HDFCMID150,788689,166.35
HDFCMOMENT,HDFCAMC - HDFCMOMENT,530753,171.82
HDFCNEXT50,HDFCAMC - HDFCNEXT50,94952,65.49
HDFCNIF100,HDFCAMC - HDFCNIF100,26424,6.97
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,81842,45.71
HDFCNIFIT,HDFCAMC - HDFCNIFIT,378328,141.24
HDFCNIFTY,HDFCAMC - HDFCNIFTY,43873,118.85
HDFCPSUBK,HDFCAMC HDFCPSUBK,29416,21.97
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,79380,22.12
HDFCQUAL,HDFCAMC - HDFCQUAL,26693,15.47
HDFCSENSEX,HDFCAMC - HDFCSENSEX,31074,28.42
HDFCSILVER,HDFCAMC - HDFCSILVER,7605901,12610.60
HDFCSML250,HDFCAMC - HDFCSML250,3063937,5296.00
HDFCVALUE,HDFCAMC - HDFCVALUE,525,0.70
HEALTHIETF,ICICIPRAMC - ICICIPHARM,114267,169.99
HEALTHY,BIRLASLAMC - HEALTHY,215343,32.12
HEG,HEG LTD,2035830,10689.33
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,802177,1711.95
HEMIPROP,HEMISPHERE PROP IND LTD,2960489,4683.16
HERANBA,HERANBA INDUSTRIES LTD,121070,412.91
HERCULES,HERCULES HOI. LTD.,29076,59.94
HERITGFOOD,HERITAGE FOODS LTD,1124514,5615.28
HEROMOTOCO,HERO MOTOCORP LIMITED,237085,12261.86
HESTERBIO,HESTER BIOSCIENCES LTD,7264,150.34
HEUBACHIND,HEUBACH COLORANTS IND LTD,30916,173.35
HEXT,HEXAWARE TECHNOLOGIES LTD,374956,2830.86
HFCL,HFCL LIMITED,38277386,34870.05
HGINFRA,H.G.INFRA ENGINEERING LTD,488187,5316.91
HGS,HINDUJA GLOBAL SOLS. LTD.,111776,710.65
HIKAL,HIKAL LIMITED,1344652,4297.25
HILINFRA,HIGHWAY INFRASTRUCTURE L,78636,63.93
HILTON,HILTON METAL FORGING LTD,103649,48.17
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2898531,4255.76
HINDALCO,HINDALCO  INDUSTRIES  LTD,1449193,10250.51
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,4159,19.55
HINDCON,HINDCON CHEMICALS LIMITED,821,0.26
HINDCOPPER,HINDUSTAN COPPER LTD,14633698,42528.89
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4052874,7953.44
HINDPETRO,HINDUSTAN PETROLEUM CORP,1730141,7214.12
HINDUNILVR,HINDUSTAN UNILEVER LTD.,519023,13262.94
HINDWAREAP,HINDWARE HME INOVATON LTD,1413137,4168.46
HINDZINC,HINDUSTAN ZINC LIMITED,7724432,37806.91
HIRECT,HIND RECTIFIER LIMITED,39457,641.87
HISARMETAL,HISAR METAL IND. LIMITED,2522,5.34
HITECH,HI-TECH PIPES LIMITED,7523874,8681.81
HITECHCORP,HITECH CORPORATION LTD,1415,2.95
HLEGLAS,HLE GLASCOAT LIMITED,325330,1664.22
HLVLTD,HLV LIMITED,856774,123.79
HMAAGRO,HMA AGRO INDUSTRIES LTD,488335,164.76
HMVL,HINDUSTAN MEDIA VENT LTD,25925,23.07
HNDFDS,HINDUSTAN FOODS LIMITED,67235,368.69
HNGSNGBEES,NIP IND ETF HANGSENG BEES,508394,2546.82
HOMEFIRST,HOME FIRST FIN CO IND LTD,259457,3285.64
HONASA,HONASA CONSUMER LIMITED,482104,1388.84
HONAUT,HONEYWELL AUTOMATION IND,9773,3866.03
HONDAPOWER,HONDA I POWER PRODUCT LTD,23664,701.95
HPAL,HP ADHESIVES LIMITED,95088,66.35
HPL,HPL ELECTRIC & POWER LTD,723842,3898.66
HSCL,HIMADRI SPECIALITY CHEM L,4687135,22784.88
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3261881,9638.51
HUDCO,HSG & URBAN DEV CORPN LTD,12654018,30573.04
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1193676,4131.97
HYUNDAI,HYUNDAI MOTOR INDIA LTD,662433,16581.99
ICEMAKE,ICE MAKE REFRIGERAT LTD,26698,220.79
ICICIB22,ICICIPRAMC - BHARATIWIN,467173,518.90
ICICIBANK,ICICI BANK LTD.,1805386,25110.61
ICICIGI,ICICI LOMBARD GIC LIMITED,95131,1889.40
ICICIPRULI,ICICI PRU LIFE INS CO LTD,1127213,7034.77
ICIL,INDO COUNT INDUSTRIES LTD,812610,2471.03
ICRA,ICRA LIMITED,3784,247.90
IDBI,IDBI BANK LIMITED,35560530,32713.35
IDEA,VODAFONE IDEA LIMITED,525143914,41853.45
IDEAFORGE,IDEAFORGE TECHNO LTD,1206769,6519.49
IDFCFIRSTB,IDFC FIRST BANK LIMITED,55657811,39161.88
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,7116,19.56
IEX,INDIAN ENERGY EXC LTD,10019381,16107.79
IFBAGRO,IFB AGRO INDUSTRIES LTD,3593,36.59
IFBIND,IFB INDUSTRIES LTD,279796,4490.34
IFCI,IFCI LTD,18992864,11375.88
IFGLEXPOR,IFGL REFRACTORIES LIMITED,45941,131.27
IGARASHI,IGARASHI MOTORS INDIA LTD,179436,995.90
IGCL,INDOGULF CROPSCIENCES LTD,419550,468.34
IGIL,INTERNATIO GEMM INS (I) L,863215,3427.37
IGL,INDRAPRASTHA GAS LTD,2181249,4756.06
IGPL,I G PETROCHEMICALS LTD,96662,507.52
IIFL,IIFL FINANCE LIMITED,1863915,8258.13
IIFLCAPS,IIFL CAPITAL SERVICES LTD,1585323,4975.40
IKIO,IKIO TECHNOLOGIES LIMITED,366729,869.58
IKS,INVENTURUS KNOWLEDGE SO L,526112,8373.64
IMAGICAA,IMAGICAAWORLD ENT LTD,2770483,1810.94
IMFA,INDIAN METALS & FERRO,266260,2434.77
IMPAL,IND MOTOR PART & ACC LTD,682,7.99
INDBANK,INDBANK MERCH BANK,7749,3.36
INDGN,INDEGENE LIMITED,1043170,6137.08
INDHOTEL,THE INDIAN HOTELS CO. LTD,4376143,33294.07
INDIACEM,THE INDIA CEMENTS LIMITED,593265,2113.26
INDIAGLYCO,INDIA GLYCOLS LTD,1357566,10928.42
INDIAMART,INDIAMART INTERMESH LTD,127154,3176.66
INDIANB,INDIAN BANK,488364,3281.80
INDIANCARD,INDIAN CARD CLOTHING CO.,100,0.25
INDIANHUME,INDIAN HUME PIPE CO. LTD.,88596,364.40
INDIASHLTR,INDIA SHELTER FIN CORP L,418584,3473.84
INDIGO,INTERGLOBE AVIATION LTD,351584,19780.02
INDIGOPNTS,INDIGO PAINTS LIMITED,145368,1675.40
INDIQUBE,INDIQUBE SPACES LIMITED,162244,381.46
INDNIPPON,INDIA NIPPON ELECT  LTD,82663,771.27
INDOAMIN,INDO AMINES LIMITED,221360,357.59
INDOBORAX,INDO BORAX & CHEMICAL LTD,1788,3.00
INDOCO,INDOCO REMEDIES LTD.,105563,323.59
INDOFARM,INDO FARM EQUIPMENT LTD,346255,849.25
INDORAMA,INDO RAMA SYNTHETICS LTD,156053,88.27
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1044433,3177.66
INDOTECH,INDO TECH TRANSFORM LTD.,8158,143.77
INDOTHAI,INDO THAI SEC LTD,7743,24.58
INDOWIND,INDOWIND ENERGY LTD,15298,2.86
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,361487,1895.74
INDSWFTLAB,IND SWIFT LABORATORIES LT,17,0.02
INDTERRAIN,IND TERRAIN FASHIONS LTD,16971,7.41
INDUSINDBK,INDUSIND BANK LIMITED,4643557,37605.63
INDUSTOWER,INDUS TOWERS LIMITED,5597842,19650.19
INFIBEAM,INFIBEAM AVENUES LIMITED,20343035,3923.17
INFOBEAN,INFOBEANS TECHNO. LTD.,17568,101.51
INFRABEES,NIP IND ETF INFRA BEES,29586,278.47
INFRAIETF,ICICIPRAMC - ICICIINFRA,154564,144.83
INFY,INFOSYS LIMITED,5004909,76658.64
INGERRAND,INGERSOLL-RAND INDIA LTD,67893,2400.07
INNOVACAP,INNOVA CAPTAB LIMITED,72786,642.67
INNOVANA,INNOVANA THINKLABS LTD,203,0.65
INOXGREEN,INOX GREEN ENERGY SER LTD,3748624,8176.20
INOXINDIA,INOX INDIA LIMITED,153417,1868.76
INOXWIND,INOX WIND LIMITED,20770170,34814.25
INSECTICID,INSECTICIDES (I) LTD,106634,896.48
INTELLECT,INTELLECT DESIGN ARENA,522786,5267.14
