sebi_report_as_on_reporting_date_25nov2025,unnamed_1,unnamed_2,unnamed_3
APOLLO,APOLLO MICRO SYSTEMS LTD,3338122,8664.42
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,227385,17147.55
APOLLOPIPE,APOLLO PIPES LIMITED,450394,1758.49
APOLLOTYRE,APOLLO TYRES LTD,594523,3007.74
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,328476,384.57
APTUS,APTUS VALUE HSG FIN I LTD,2711605,8506.47
ARCHIDPLY,ARCHIDPLY IND. LTD,609,0.62
ARE&M,AMARA RAJA ENERGY MOB LTD,1558058,16403.94
ARIES,ARIES AGRO LTD.,109120,429.88
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,846445,887.08
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,135434,575.49
ARISINFRA,ARISINFRA SOLUTIONS LTD,476023,765.83
ARKADE,ARKADE DEVELOPERS LIMITED,2950661,5253.76
ARMANFIN,ARMAN FIN SERV LTD,94367,1552.61
ARROWGREEN,ARROW GREENTECH LIMITED,12535,78.71
ARSSBL,ANAND RATHI SH N STK BR L,617633,4236.12
ARTEMISMED,ARTEMIS MED SERVICE LTD,206334,563.66
ARVIND,ARVIND LIMITED,1005059,3437.76
ARVINDFASN,ARVIND FASHIONS LIMITED,518842,2727.67
ARVSMART,ARVIND SMARTSPACES LTD,148587,967.96
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,91198,829.39
ASAHISONG,ASAHI SONGWON COLOR LTD,467,1.37
ASAL,AUTOMOTIVE STAMPINGS & AS,33264,195.65
ASALCBR,ASSO ALCOHOLS & BREW LTD,158795,1605.44
ASHAPURMIN,ASHAPURA MINECHEM LTD,1442775,7070.95
ASHIANA,ASHIANA HOUSING LTD,83678,264.72
ASHIMASYN,ASHIMA LTD,18563,3.87
ASHOKA,ASHOKA BUILDCON LTD,4438482,9285.09
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,5346103,7385.26
ASIANENE,ASIAN ENERGY SERVICES LTD,557634,1906.98
ASIANPAINT,ASIAN PAINTS LIMITED,352046,9198.26
ASIANTILES,ASIAN GRANITO IND. LTD.,2175714,1461.45
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,420917,2098.24
ASMS,BARTRONICS INDIA LIMITED,3180,0.46
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,386449,3790.88
ASTERDM,ASTER DM HEALTHCARE LTD.,576031,3757.77
ASTRAL,ASTRAL LIMITED,659795,10192.99
ASTRAMICRO,ASTRA MICROWAVE LTD,2206102,20262.08
ASTRAZEN,ASTRAZENECA PHARMA IND LT,28286,2315.86
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1757760,11863.12
ATHERENERG,ATHER ENERGY LIMITED,626345,3919.04
ATL,ALLCARGO TERMINALS LTD,915979,382.81
ATLANTAELE,ATLANTA ELECTRICALS LTD,68560,679.35
ATUL,ATUL LTD,254753,15724.81
ATULAUTO,ATUL AUTO LIMITED,286609,1428.13
AUBANK,AU SMALL FINANCE BANK LTD,460637,3575.79
AURIONPRO,AURIONPRO SOLN LTD,513442,6230.38
AUROPHARMA,AUROBINDO PHARMA LTD,494429,5880.55
AURUM,AURUM PROPTECH LIMITED,226008,408.53
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,23990,430.94
AUTOBEES,NIPPONAMC - NETFAUTO,229379,626.73
AUTOIETF,ICICIPRAMC - ICICIAUTO,839482,230.12
AUTOIND,AUTOLINE INDUSTRIES LTD,65976,52.51
AVADHSUGAR,AVADH SUG & ENERGY LTD,133457,672.75
AVALON,AVALON TECHNOLOGIES LTD,365507,3723.15
AVANTEL,AVANTEL LIMITED,7144621,12636.30
AVANTIFEED,AVANTI FEEDS LIMITED,824901,6320.94
AVG,AVG LOGISTICS LIMITED,1900,5.16
AVL,ADITYA VISION LIMITED,116740,614.22
AVONMORE,AVONMORE CAP&MGT SERV LTD,117230,21.98
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,67777,58.61
AWFIS,AWFIS SPACE SOLUTIONS LTD,783801,4731.09
AWHCL,ANTONY WASTE HDG CELL LTD,261479,1529.01
AWL,AWL AGRI BUSINESS LIMITED,3329656,9415.26
AXISBANK,AXIS BANK LIMITED,769127,9111.28
AXISBNKETF,AXISAMC - AXISBNKETF,547,3.27
AXISBPSETF,AXISAMC - AXISBPSETF,4469,0.58
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,11574,14.67
AXISGOLD,AXIS MF - AXIS GOLD ETF,2844736,2849.12
AXISHCETF,AXISAMC - AXISHCETF,7257,10.52
AXISILVER,AXISAMC - AXISILVER,925268,1498.00
AXISNIFTY,AXISAMC - AXISNIFTY,18994,53.89
AXISTECETF,AXISAMC - AXISTECETF,3661,14.80
AXISVALUE,AXISAMC - AXISVALUE,1836,0.55
AXITA,AXITA COTTON LIMITED,50178,6.49
AXSENSEX,AXISAMC - AXSENSEX,2140,1.84
AYMSYNTEX,AYM SYNTEX LIMITED,22477,43.08
AZAD,AZAD ENGINEERING LIMITED,495057,8319.97
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,347990,31121.24
BAJAJCON,BAJAJ CONSUMER CARE LTD,2278271,5987.94
BAJAJELEC,BAJAJ ELECT.LTD,480319,2747.46
BAJAJFINSV,BAJAJ FINSERV LTD.,807394,16375.86
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,924684,4558.85
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23679496,27913.44
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25817325,6337.85
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,99034,12492.16
BAJAJINDEF,INDEF MANUFACTURING LTD,10750,40.27
BAJEL,BAJEL PROJECTS LIMITED,229700,468.41
BAJFINANCE,BAJAJ FINANCE LIMITED,4021656,39514.91
BALAJEE,SHREE TIRUPATI BALAJEE L,124564,63.76
BALAJITELE,BALAJI TELEFILMS LIMITED.,285629,358.04
BALAMINES,BALAJI AMINES LIMITED,322430,4979.57
BALAXI,BALAXI PHARMA LTD,71904,42.84
BALKRISIND,BALKRISHNA IND. LTD,146223,3672.29
BALMLAWRIE,BALMER LAWRIE & CO LTD,1631206,3618.50
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1072156,5416.79
BALUFORGE,BALU FORGE INDUSTRIES LTD,302320,1950.09
BANARBEADS,BANARAS BEADS LTD,450,0.61
BANARISUG,BANNARI AMMAN SUGARS LTD,430,15.67
BANCOINDIA,BANCO PRODUCTS (I) LTD,704948,5297.21
BANDHANBNK,BANDHAN BANK LIMITED,17708013,29739.51
BANKBARODA,BANK OF BARODA,6258879,16588.50
BANKBEES,NIP IND ETF BANK BEES,353975,2058.27
BANKBETF,BFAM - BANKBETF,24286,14.24
BANKETF,MIRAEAMC - BANKETF,13379,78.58
BANKETFADD,DSPAMC - DSPBANKETF,4113,2.41
BANKIETF,ICICIPRAMC - IPRU5008,217180,126.35
BANKINDIA,BANK OF INDIA,14213481,17761.63
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,10079,57.74
BANKPSU,MIRAEAMC - BANKPSU,21472,16.80
BANSALWIRE,BANSAL WIRE INDUSTRIES L,226966,868.01
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,167575,8606.02
BASML,BANNARI AM SPIN MILL LTD.,26420,9.00
BATAINDIA,BATA INDIA LTD,494114,5807.40
BAYERCROP,BAYER CROPSCIENCE LTD,87669,4423.06
BBETF0432,EDELAMC - BBETF0432,21,0.27
BBL,BHARAT BIJLEE LTD,108954,3180.86
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,23945,28.80
BBOX,BLACK BOX LIMITED,929250,5117.24
BBTC,BOMBAY BURMAH TRADING COR,293655,5687.77
BCLIND,BCL INDUSTRIES LIMITED,1620630,694.59
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,3865622,64826.28
BEARDSELL,BEARDSELL LIMITED,10851,3.76
BECTORFOOD,MRS BECTORS FOOD SPE LTD,183795,2615.53
BEDMUTHA,BEDMUTHA INDUST LTD,6328,8.94
BEL,BHARAT ELECTRONICS LTD,23790526,93816.39
BELLACASA,BELLA CASA FASH AND RET L,10907,44.88
BELRISE,BELRISE INDUSTRIES LTD,11640621,17351.67
BEML,BEML LIMITED,1522238,32483.05
BEPL,BHANSALI ENG. POLYMERS LT,2915813,3343.60
BERGEPAINT,BERGER PAINTS (I) LTD,201164,1140.26
BESTAGRO,BEST AGROLIFE LIMITED,75650,326.89
BFINVEST,BF INVESTMENT LIMITED,98710,520.00
BFSI,MIRAEAMC - MAFSETF,927712,253.50
BFUTILITIE,BF UTILITIES LIMITED,8756,70.67
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,714823,2040.83
BHAGERIA,BHAGERIA INDUSTRIES LTD,158105,333.04
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,5810,8.80
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,553341,7460.45
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,19083,2072.97
BHARATSE,BHARAT SEATS LIMITED,41404,79.51
BHARATWIRE,BHARAT WIRE ROPES LTD.,924000,2045.79
BHARTIARTL,BHARTI AIRTEL LIMITED,689669,13989.73
BHARTIHEXA,BHARTI HEXACOM LIMITED,134306,2457.13
BHEL,BHEL,7902800,20187.86
BIGBLOC,BIGBLOC CONSTRUCTION LTD,50736,55.53
BIKAJI,BIKAJI FOODS INTERN LTD,571547,4364.61
BIOCON,BIOCON LIMITED.,3006272,11706.33
BIRLACABLE,BIRLA CABLE LIMITED,20748,35.70
BIRLACORPN,BIRLA CORPORATION LTD,315375,4057.25
BIRLAMONEY,ADITYA BIRLA MONEY LTD,39435,68.77
BIRLANU,BIRLANU LIMITED,43359,905.96
BLACKBUCK,BLACKBUCK LIMITED,1309715,8665.51
BLAL,BEML LAND ASSETS LIMITED,96407,219.16
BLISSGVS,BLISS GVS PHARMA LTD,689794,1126.63
BLKASHYAP,B.L.KASHYAP & SON LTD,762606,511.15
BLS,BLS INTL SERVS LTD,7456322,27319.14
BLSE,BLS E-SERVICES LIMITED,204216,415.05
BLUEDART,BLUE DART EXPRESS LTD,84686,5448.81
BLUEJET,BLUE JET HEALTHCARE LTD,2485268,17830.75
BLUESTARCO,BLUE STAR LIMITED,278304,5273.26
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,237630,1556.51
BLUSPRING,BLUSPRING ENTERPRISES LTD,246634,205.52
BMWVENTLTD,BMW VENTURES LIMITED,69569,48.73
BODALCHEM,BODAL CHEMICALS LTD,694930,494.45
BOMDYEING,BOMBAY DYEING & MFG. CO L,6534471,10958.51
BORANA,BORANA WEAVES LIMITED,47252,126.78
BOROLTD,BOROSIL LIMITED,391076,1428.95
BORORENEW,BOROSIL RENEWABLES LTD,1884609,11762.63
BOROSCI,BOROSIL SCIENTIFIC LTD,194847,269.81
BOSCHLTD,BOSCH LIMITED,20207,7722.29
BPCL,BHARAT PETROLEUM CORP  LT,2842675,9933.30
BPL,BPL LTD,49784,39.96
BRIGADE,BRIGADE ENTER. LTD,538548,5615.07
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,180432,153.04
BRITANNIA,BRITANNIA INDUSTRIES LTD,97670,5738.27
BRNL,BHARAT ROAD NETWORK LTD,1400,0.36
BSE,BSE LIMITED,2368210,61102.59
BSE500IETF,ICICIPRAMC - ICICI500,554095,218.62
BSHSL,BOMBAY SUPER HYBRID SEEDS,2918,4.89
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,353222,382.04
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,143336,42.07
BSLSENETFG,BIRLASLAMC - BSLSENETFG,534,0.44
BSOFT,BIRLASOFT LIMITED,4554342,19839.65
BUTTERFLY,BTRFLY GANDHI APPL LTD,18433,142.19
BYKE,THE BYKE HOSPITALITY LTD,14505,9.89
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2094053,4202.16
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,948145,2720.25
CAMS,COMPUTER AGE MNGT SER LTD,880037,35958.24
CANBK,CANARA BANK,23374291,28490.03
CANFINHOME,CAN FIN HOMES LTD,359154,2947.42
CANTABIL,CANTABIL RETAIL LTD,1335314,3468.04
CAPACITE,CAPACITE INFRAPROJECT LTD,1661316,5508.11
CAPITALSFB,CAPITAL SMALL FIN BANK L,130065,368.83
CAPLIPOINT,CAPLIN POINT LAB LTD.,133421,2771.97
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,390298,3772.27
CARERATING,CARE RATINGS LIMITED,165936,2860.35
CARRARO,CARRARO INDIA LIMITED,173552,895.67
CARTRADE,CARTRADE TECH LIMITED,1006808,24907.66
CARYSIL,CARYSIL LIMITED,170357,1622.28
CASHIETF,ICICIPRAMC - CASHIETF,17,0.18
CASTROLIND,CASTROL INDIA LIMITED,7975125,17061.40
CCCL,CONS. CONST. CONSORT LTD,9922,2.33
CCL,CCL PRODUCTS (I) LTD,195244,1821.07
CDSL,CENTRAL DEPO SER (I) LTD,5282419,85258.94
CEATLTD,CEAT LIMITED,168429,6613.14
CEIGALL,CEIGALL INDIA LIMITED,663316,1783.20
CELLO,CELLO WORLD LIMITED,713427,4570.49
CEMPRO,CEMINDIA PROJECTS LIMITED,817423,5935.16
CENTENKA,CENTURY ENKA LTD,48468,269.51
CENTRALBK,CENTRAL BANK OF INDIA,37999242,15784.56
CENTRUM,CENTRUM CAPITAL LIMITED,184153,59.78
CENTUM,CENTUM ELECTRONICS LTD,67671,1729.45
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,97783,797.71
CERA,CERA SANITARYWARE LTD,58433,3740.60
CESC,CESC LTD,4299066,7399.40
CEWATER,CONCORD ENVIRO SYSTEMS L,72519,391.54
CGCL,CAPRI GLOBAL CAPITAL LTD,5147968,9611.91
CGPOWER,CG POWER AND IND SOL LTD,4403720,31056.29
CHALET,CHALET HOTELS LIMITED,298015,2791.81
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4985712,26346.90
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,245552,635.08
CHEMFAB,CHEMFAB ALKALIS LIMITED,7118,46.92
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,243019,975.83
CHENNPETRO,CHENNAI PETROLEUM CORP LT,871770,7872.22
CHEVIOT,CHEVIOT COMPANY LIMITED,1409,18.23
CHOICEIN,CHOICE INTERNATIONAL LTD,1537125,11754.25
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,275528,4555.27
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,125505,2439.14
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,488243,2206.52
CIFL,CAPITAL INDIA FINANCE LTD,27689,10.30
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,61459,957.05
CIPLA,CIPLA LTD,727786,11357.30
CLEAN,CLEAN SCIENCE & TECH LTD,1242739,15196.86
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,245094,737.10
CMSINFO,CMS INFO SYSTEMS LIMITED,939806,3749.25
COALINDIA,COAL INDIA LTD,12406067,49015.52
COASTCORP,COASTAL CORPORATION LTD,20631,8.31
COCHINSHIP,COCHIN SHIPYARD LIMITED,3150155,61545.25
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,814135,14538.83
COHANCE,COHANCE LIFESCIENCES LTD,1352128,10674.23
COLPAL,COLGATE PALMOLIVE LTD.,723264,16981.99
COMMOIETF,ICICIPRAMC - ICICICOMMO,44857,41.21
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,4085409,23604.54
CONCORDBIO,CONCORD BIOTECH LIMITED,223997,3748.51
CONFIPET,CONFIDENCE PETRO IND LTD.,3629876,2172.45
CONS,KOTAKMAMC - KOTAKCONS,921,1.18
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,225720,304.64
CONSUMER,MIRAEAMC - CONSUMER,161933,19.74
CONSUMIETF,ICICIPRAMC - ICICICONSU,71006,88.68
CONTROLPR,CONTROL PRINT LIMITED,52574,414.81
CORALFINAC,CORAL INDIA FIN & HOUS LT,2383,1.03
CORDSCABLE,CORDS CABLE INDUS LTD.,8206,15.29
COROMANDEL,COROMANDEL INTERNTL. LTD,164990,3800.23
COSMOFIRST,COSMO FIRST LIMITED,449894,4411.01
CPCAP,CP CAPITAL LIMITED,5,0.02
CPPLUS,ADITYA INFOTECH LIMITED,30595,485.77
CPSEETF,CPSE ETF,2799990,2615.16
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,29150,1880.13
CREATIVE,CREATIVE NEWTECH LIMITED,317796,2157.09
CREDITACC,CREDITACCESS GRAMEEN LTD,418655,5415.43
CREST,CREST VENTURES LIMITED,27890,117.66
CRISIL,CRISIL LTD,81953,4220.83
CRIZAC,CRIZAC LIMITED,876166,2703.76
CROMPTON,CROMPT GREA CON ELEC LTD,6701876,20937.37
CROWN,CROWN LIFTERS LIMITED,1050,1.59
CSBBANK,CSB BANK LIMITED,636432,2487.02
CSLFINANCE,CSL FINANCE LIMITED,7251,22.98
CUB,CITY UNION BANK LTD,1129367,2789.42
CUMMINSIND,CUMMINS INDIA LTD,144344,5927.57
CUPID,CUPID LIMITED,18407491,28218.28
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,1635,3.86
CYIENT,CYIENT LIMITED,865000,11013.71
CYIENTDLM,CYIENT DLM LIMITED,912979,4513.49
DABUR,DABUR INDIA LTD,1265270,6725.40
DALBHARAT,DALMIA BHARAT LIMITED,157302,3366.11
DALMIASUG,DALMIA BHARAT SUG IN LTD,15256,55.59
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1881251,4752.48
DATAMATICS,DATAMATICS GLOBAL SER LTD,407513,3563.57
DATAPATTNS,DATA PATTERNS INDIA LTD,424125,12153.07
DAVANGERE,DAVANGERE SUGAR COMPANY L,3566326,136.11
DBCORP,D.B.CORP LTD,153800,409.80
DBEIL,DEEPAK BUILDERS & ENG I L,223526,371.33
DBL,DILIP BUILDCON LIMITED,883552,4303.48
DBOL,DHAMPUR BIO ORGANICS LTD,36765,32.62
